simulation_count,error
0.0,0.07244321203109884
0.6006006006006006,-0.17566063095747925
1.2012012012012012,-0.2832783763199103
1.8018018018018018,-0.2287888409366781
2.4024024024024024,0.14203647844461392
3.003003003003003,-0.10922319313287292
3.6036036036036037,-0.14968706213280586
4.2042042042042045,0.3460203632032792
4.804804804804805,0.32515965454794155
5.405405405405405,-0.21225024033586354
6.006006006006006,-0.1929154075585919
6.606606606606607,-0.026461147043058072
7.207207207207207,0.2676367062372843
7.807807807807808,0.3859703202586198
8.408408408408409,-0.41339159900581185
9.00900900900901,-0.15653806857958247
9.60960960960961,0.18326843263586806
10.21021021021021,-0.2416639855072633
10.81081081081081,-0.5513316386487093
11.411411411411411,-0.08233248997950296
12.012012012012011,-0.16429810620402757
12.612612612612613,-0.1945386682408999
13.213213213213214,0.38663170980915784
13.813813813813814,-0.4088450522464564
14.414414414414415,-0.1967741053291606
15.015015015015015,0.3735329697345012
15.615615615615615,-0.07312987284319059
16.216216216216218,0.11683818193097138
16.816816816816818,0.04865789573854974
17.41741741741742,-0.2984692199513263
18.01801801801802,0.3582383395946378
18.61861861861862,0.11993943360348773
19.21921921921922,0.05380571010625044
19.81981981981982,0.504112208875192
20.42042042042042,-0.334082236455719
21.02102102102102,0.2126617210757928
21.62162162162162,0.17566531156231036
22.22222222222222,0.1870848934680135
22.822822822822822,0.09978158064559686
23.423423423423422,-0.11515520480639396
24.024024024024023,0.5415324444232237
24.624624624624627,-0.18563244014953764
25.225225225225227,0.08988284798330182
25.825825825825827,-0.04527328366955896
26.426426426426428,0.17077402317890686
27.027027027027028,0.009109986451056968
27.62762762762763,-0.15777172686713586
28.22822822822823,-0.034219693099259214
28.82882882882883,0.4063496869336396
29.42942942942943,-0.20392917999666313
30.03003003003003,0.023862469726957106
30.63063063063063,0.24167597092224002
31.23123123123123,0.13873886167858948
31.83183183183183,0.009066256190379951
32.432432432432435,-0.17854241011393157
33.033033033033036,0.046666757195801434
33.633633633633636,0.3757867559346813
34.234234234234236,-0.30617987233315413
34.83483483483484,0.025002235459958926
35.43543543543544,-0.07372316848053746
36.03603603603604,0.16552964861666025
36.63663663663664,-0.2281812470598799
37.23723723723724,-0.2198450925803085
37.83783783783784,0.24608694102076012
38.43843843843844,-0.0720242755324245
39.03903903903904,0.060386207138418635
39.63963963963964,0.1082018713873347
40.24024024024024,-0.16966677354618137
40.84084084084084,-0.032134234560375466
41.44144144144144,0.31164895518839836
42.04204204204204,0.1716721530886441
42.64264264264264,-0.1313968749645831
43.24324324324324,0.03784336423944458
43.84384384384384,-0.04288457318291765
44.44444444444444,-0.1417799503285423
45.04504504504504,0.04875747541377052
45.645645645645644,-0.31335018070276943
46.246246246246244,-0.03820649372305895
46.846846846846844,0.22272507047928491
47.447447447447445,0.3254484599914256
48.048048048048045,0.1732091145508003
48.64864864864865,0.2532889790563222
49.24924924924925,-0.22017743830745473
49.84984984984985,-0.2266744443141497
50.450450450450454,-0.279879731898116
51.051051051051054,-0.3665949248863215
