time,true_x,true_y,true_z,est_x,est_y,est_z
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,-5.5109105961630896e-18,-0.03,-0.008430818085443104,0.0060640887053789744,-0.0133482575638784,0.06126499508679316
0.2,-1.1021821192326179e-17,-0.06,-0.016871310699195386,0.012729427969714996,-0.028336114628675677,0.010734263163709405
0.30000000000000004,-1.653273178848927e-17,-0.09,-0.025331092722881896,0.01905517688272208,-0.043604263231758554,-0.03263587078476222
0.4,-2.2043642384652358e-17,-0.12,-0.03381966011250106,0.025696279402385322,-0.06014721624766844,-0.06013574107248312
0.5,-2.7554552980815448e-17,-0.15,-0.04234633135269821,0.025966783716966837,-0.07443689524267566,-0.07107580228829621
0.6000000000000001,-3.306546357697854e-17,-0.18,-0.05092019000520907,0.017802469771344975,-0.08365548114309353,-0.06988914190517091
0.7000000000000001,-3.8576374173141627e-17,-0.21,-0.05955002870568103,0.006058229792691154,-0.0899369338498784,-0.07001328141566301
0.8,-4.4087284769304716e-17,-0.24,-0.06824429495415055,-0.005966349484436652,-0.09551039170944851,-0.06502516931280194
0.9,-4.9598195365467806e-17,-0.27,-0.07701103903339634,-0.016955502406932426,-0.10270629091658667,-0.07074635392002676
1.0,-5.5109105961630896e-17,-0.30000000000000004,-0.08585786437626908,-0.812477224208327,-0.28437911120870196,-0.07098139260128211
1.1,-6.062001655779399e-17,-0.33000000000000007,-0.09479188068799942,-0.8236550793766265,-0.2903160666342895,-0.06445401053765239
1.2000000000000002,-6.613092715395707e-17,-0.3600000000000001,-0.1038196601125011,-0.8263409535295081,-0.29793967111318,-0.07760199299576276
1.3,-7.164183775012016e-17,-0.3900000000000001,-0.11294719671291822,-0.82522620443338,-0.30761495827411495,-0.07641169794255137
1.4000000000000001,-7.715274834628325e-17,-0.42000000000000015,-0.12217986951623272,-0.8243616884677393,-0.31856663291138665,-0.09059129384040468
1.5,-8.266365894244634e-17,-0.4500000000000002,-0.13152240934977433,-0.823765222931226,-0.33076429930452284,-0.09884785470519092
1.6,-8.817456953860943e-17,-0.4800000000000002,-0.140978869674097,-0.8230850709301357,-0.3423759696629748,-0.11158528785714378
1.7000000000000002,-9.368548013477252e-17,-0.5100000000000002,-0.15055260159204656,-0.8220999397190684,-0.3527023125303647,-0.11600250341262369
1.8,-9.919639073093561e-17,-0.5400000000000003,-0.16024623318809736,-0.8215422738303739,-0.3624582415356647,-0.12259678935779551
1.9000000000000001,-1.047073013270987e-16,-0.5700000000000003,-0.17006165332533754,-0.8218980671217134,-0.3714154264399147,-0.12295291945990572
2.0,-1.1021821192326179e-16,-0.6000000000000003,-0.18000000000000013,-0.36457993249314596,-0.4830930438093929,-0.1305198771677501
2.1,-1.1572912251942488e-16,-0.6300000000000003,-0.19006165332533756,-0.3659127277807645,-0.48710044834201077,-0.13973056031307982
2.2,-1.2124003311558797e-16,-0.6600000000000004,-0.2002462331880974,-0.36659369089174587,-0.4922392157571674,-0.15081294920951832
2.3000000000000003,-1.2675094371175106e-16,-0.6900000000000004,-0.2105526015920466,-0.3665277569999321,-0.49834263655952993,-0.15680621786098664
2.4000000000000004,-1.3226185430791415e-16,-0.7200000000000004,-0.22097886967409708,-0.3666933004933512,-0.5055965417395556,-0.16838852000542953
2.5,-1.3777276490407724e-16,-0.7500000000000004,-0.23152240934977442,-0.36760608382566634,-0.513732363754346,-0.17411776223861358
2.6,-1.4328367550024033e-16,-0.7800000000000005,-0.24217986951623283,-0.3710051383243156,-0.5206614124505863,-0.1770796281085483
2.7,-1.4879458609640342e-16,-0.8100000000000005,-0.2529471967129183,-0.37586279347144463,-0.5247440944177196,-0.19856350591746044
2.8000000000000003,-1.543054966925665e-16,-0.8400000000000005,-0.26381966011250124,-0.3823523817186556,-0.5245559483904185,-0.20717202395099724
2.9000000000000004,-1.598164072887296e-16,-0.8700000000000006,-0.2747918806879996,-0.38307910530605466,-0.518639017332582,-0.2241037141132036
3.0,-1.6532731788489269e-16,-0.9000000000000006,-0.28585786437626926,0.11256060178911427,-0.6383261336147199,-0.23831123940543186
3.1,-1.7083822848105578e-16,-0.9300000000000006,-0.29701103903339654,0.12811929845822034,-0.6129409246361309,-0.25780849935252215
3.2,-1.7634913907721887e-16,-0.9600000000000006,-0.3082442949541508,0.15152743743785999,-0.5941561879093132,-0.27107557788744757
3.3000000000000003,-1.8186004967338196e-16,-0.9900000000000007,-0.3195500287056813,0.1804629315313126,-0.5858508581057936,-0.2886845968818226
3.4000000000000004,-1.8737096026954504e-16,-1.0200000000000007,-0.33092019000520934,0.20248866608592975,-0.5944909806951961,-0.2940599781988443
3.5,-1.9288187086570813e-16,-1.0500000000000007,-0.34234633135269843,0.22537190998743153,-0.6150561624932007,-0.2982258984653136
3.6,-1.9839278146187122e-16,-1.0800000000000007,-0.3538196601125013,0.2487020601082935,-0.6376353264646404,-0.30671721530065643
3.7,-2.0390369205803431e-16,-1.1100000000000008,-0.36533109272288217,0.2729955490739452,-0.6583681216921397,-0.3174086061155354
3.8000000000000003,-2.094146026541974e-16,-1.1400000000000008,-0.37687131069919566,0.2970654886604065,-0.6779073924514425,-0.33480839103844395
3.9000000000000004,-2.149255132503605e-16,-1.1700000000000008,-0.3884308180854434,0.31980260316668446,-0.6960089354942729,-0.34260951454821686
4.0,-2.2043642384652358e-16,-1.2000000000000008,-0.4000000000000003,-0.009571101276618721,-0.8422213459328141,-0.365006055907729
4.1000000000000005,-2.2594733444268667e-16,-1.2300000000000009,-0.4115691819145572,0.01222545191553017,-0.8584327691397775,-0.38343025159375765
4.2,-2.3145824503884976e-16,-1.260000000000001,-0.42312868930080494,0.031039908375451005,-0.8731820269256727,-0.37988932147543497
4.3,-2.3696915563501285e-16,-1.290000000000001,-0.43466890727711843,0.04775235753772929,-0.8854646979475651,-0.38408607828630786
4.4,-2.4248006623117594e-16,-1.320000000000001,-0.4461803398874993,0.0616687111026571,-0.8953655901745884,-0.3942488961505633
