Time(s),True Position X(m),True Position Y(m),True Position Z(m),TRUKF Estimated Position X(m),TRUKF Estimated Position Y(m),TRUKF Estimated Position Z(m)
2.716999999999999886e+02,-1.183365570412764889e+01,-1.009087417117044438e+01,-5.994668907277034720e+00,-7.131559961186527019e+00,-1.543617172910303914e+01,-6.092333976516810523e+00
2.718000000000000114e+02,-1.187982878661029851e+01,-1.005631191363413635e+01,-5.993128689300720957e+00,-7.131935780145542303e+00,-1.543602088228060154e+01,-6.112333935518105221e+00
2.719000000000000341e+02,-1.192596851821420323e+01,-1.002187215418588551e+01,-5.991569181914473852e+00,-7.132197217595904526e+00,-1.543596922928366411e+01,-6.132333917763704179e+00
2.720000000000000000e+02,-1.197207476940885051e+01,-9.987555279563713029e+00,-5.989999999999916724e+00,-7.587960748294553248e+00,-1.487748585148876934e+01,-5.938952081938734473e+00
2.721000000000000227e+02,-1.201814741075769533e+01,-9.953361675125742991e+00,-5.988430818085359597e+00,-7.593733376439257832e+00,-1.487277441599473349e+01,-5.900028295676461809e+00
2.721999999999999886e+02,-1.206418631291851007e+01,-9.919291724845868075e+00,-5.986871310699112492e+00,-7.597622109205349972e+00,-1.486966291052581468e+01,-5.978931995015063450e+00
2.723000000000000114e+02,-1.211019134664386243e+01,-9.885345811309365516e+00,-5.985331092722798729e+00,-7.600246362145561818e+00,-1.486762934836736960e+01,-5.998929239305578420e+00
2.724000000000000341e+02,-1.215616238278133387e+01,-9.851524315708701351e+00,-5.983819660112417615e+00,-7.602019101651217525e+00,-1.486631802611600328e+01,-6.018928023725787391e+00
2.725000000000000000e+02,-1.220209929227399748e+01,-9.817827617839169463e+00,-5.982346331352615287e+00,-7.603219823531905064e+00,-1.486549316175004343e+01,-6.038927493185186179e+00
2.726000000000000227e+02,-1.224800194616071458e+01,-9.784256096094669175e+00,-5.980920190005125647e+00,-7.604036646508887998e+00,-1.486499463639472118e+01,-6.058927264252049305e+00
2.726999999999999886e+02,-1.229387021557647408e+01,-9.750810127463475752e+00,-5.979550028705597597e+00,-7.604597580288802838e+00,-1.486471850007199791e+01,-6.078927166527317461e+00
2.728000000000000114e+02,-1.233970397175286138e+01,-9.717490087523929176e+00,-5.978244294954067506e+00,-7.604987894925201886e+00,-1.486459315697744898e+01,-6.098927124513171094e+00
2.729000000000000341e+02,-1.238550308601831240e+01,-9.684296350440291690e+00,-5.977011039033312656e+00,-7.605267331217762106e+00,-1.486456814556850858e+01,-6.118927104835608866e+00
2.730000000000000000e+02,-1.243126742979851329e+01,-9.651229288958527164e+00,-5.975857864376186157e+00,-8.056342107157147936e+00,-1.432668699031172999e+01,-5.925211461831676907e+00
2.731000000000000227e+02,-1.247699687461680895e+01,-9.618289274402069822e+00,-5.974791880687916112e+00,-8.062237121172531218e+00,-1.432209463475601297e+01,-5.891656802776848778e+00
2.731999999999999886e+02,-1.252269129209444642e+01,-9.585476676667743945e+00,-5.973819660112417829e+00,-8.066215464024450554e+00,-1.431906582382383597e+01,-5.965191245522309060e+00
2.733000000000000114e+02,-1.256835055395104384e+01,-9.552791864221534368e+00,-5.972947196712834916e+00,-8.068905754491764171e+00,-1.431708719105825978e+01,-5.985188457165330433e+00
2.734000000000000341e+02,-1.261397453200493857e+01,-9.520235204094451120e+00,-5.972179869516149431e+00,-8.070728742390816279e+00,-1.431581110080583308e+01,-6.005187219204213278e+00
2.735000000000000000e+02,-1.265956309817347147e+01,-9.487807061878474002e+00,-5.971522409349691252e+00,-8.071968390088599676e+00,-1.431501002204075235e+01,-6.025186674583397739e+00
2.736000000000000227e+02,-1.270511612447345939e+01,-9.455507801722346173e+00,-5.970978869674013367e+00,-8.072815831747249149e+00,-1.431452878100913395e+01,-6.045186437144414171e+00
2.736999999999999886e+02,-1.275063348302141719e+01,-9.423337786327609322e+00,-5.970552601591963437e+00,-8.073397188078098807e+00,-1.431426543472583290e+01,-6.065186335312542809e+00
2.738000000000000114e+02,-1.279611504603403382e+01,-9.391297376944420350e+00,-5.970246233188014173e+00,-8.073799645576075434e+00,-1.431414740592860468e+01,-6.085186291336786013e+00
2.739000000000000341e+02,-1.284156068582850629e+01,-9.359386933367533246e+00,-5.970061653325253737e+00,-8.074084020031680353e+00,-1.431412576427367078e+01,-6.105186271002478016e+00
2.740000000000000000e+02,-1.288697027482284518e+01,-9.327606813932289853e+00,-5.969999999999917151e+00,-8.528693856713726262e+00,-1.380155540284154370e+01,-5.920070861031996756e+00
2.741000000000000227e+02,-1.293234368553628677e+01,-9.295957375510546683e+00,-5.970061653325253737e+00,-8.534392257613982125e+00,-1.379674686540938922e+01,-5.891715958708935830e+00
2.741999999999999886e+02,-1.297768079058962520e+01,-9.264438973506706532e+00,-5.970246233188014173e+00,-8.538239668904124002e+00,-1.379357614161333245e+01,-5.960050742766793697e+00
2.743000000000000114e+02,-1.302298146270557133e+01,-9.233051961853707468e+00,-5.970552601591963437e+00,-8.540843873734209168e+00,-1.379150602124684966e+01,-5.980047975755102385e+00
2.744000000000000341e+02,-1.306824557470914883e+01,-9.201796693009033135e+00,-5.970978869674013367e+00,-8.542613306234839499e+00,-1.379017571388022212e+01,-6.000046750565309672e+00
2.745000000000000000e+02,-1.311347299952798373e+01,-9.170673517950795883e+00,-5.971522409349691252e+00,-8.543822219884463109e+00,-1.378934156000709343e+01,-6.020046211236813605e+00
2.746000000000000227e+02,-1.315866361019270414e+01,-9.139682786173770168e+00,-5.972179869516149431e+00,-8.544653402298303391e+00,-1.378884049860210403e+01,-6.040045975753742802e+00
2.746999999999999886e+02,-1.320381727983729370e+01,-9.108824845685461469e+00,-5.972947196712834916e+00,-8.545230854118308628e+00,-1.378856408115247767e+01,-6.060045873289177543e+00
2.748000000000000114e+02,-1.324893388169944153e+01,-9.078100043002217845e+00,-5.973819660112417829e+00,-8.545637531293348133e+00,-1.378843917380365625e+01,-6.080045828042083933e+00
2.749000000000000341e+02,-1.329401328912088509e+01,-9.047508723145330833e+00,-5.974791880687916112e+00,-8.545930047852719369e+00,-1.378841644994264470e+01,-6.100045806521494640e+00
2.750000000000000000e+02,-1.333905537554781695e+01,-9.017051229637138121e+00,-5.975857864376186157e+00,-8.954096174237276884e+00,-1.364629591213393667e+01,-5.902183030963089827e+00
2.751000000000000227e+02,-1.338406001453118144e+01,-8.986727904497199049e+00,-5.977011039033313544e+00,-8.953975819208954690e+00,-1.364068689847965210e+01,-5.922175160534621341e+00
2.751999999999999886e+02,-1.342902707972700682e+01,-8.956539088238471891e+00,-5.978244294954067506e+00,-8.953911430363296731e+00,-1.363697500513113781e+01,-5.860438510834592662e+00
2.753000000000000114e+02,-1.347395644489688848e+01,-8.926485119863404094e+00,-5.979550028705597597e+00,-8.953881776241777501e+00,-1.363453775794914336e+01,-5.962170229344780026e+00
2.754000000000000341e+02,-1.351884798390818965e+01,-8.896566336860228574e+00,-5.980920190005125647e+00,-8.953875472388595824e+00,-1.363295454017521813e+01,-5.982169602680397880e+00
2.755000000000000000e+02,-1.356370157073451388e+01,-8.866783075199094810e+00,-5.982346331352614399e+00,-8.953885759955364065e+00,-1.363194643140465523e+01,-6.002169348581501751e+00
2.756000000000000227e+02,-1.360851707945598932e+01,-8.837135669328342047e+00,-5.983819660112417615e+00,-8.953906732689587145e+00,-1.363132486386927233e+01,-6.022169251884753827e+00
2.756999999999999886e+02,-1.365329438425960795e+01,-8.807624452170745855e+00,-5.985331092722797841e+00,-8.953936184350375527e+00,-1.363096216640391845e+01,-6.042169218780513162e+00
2.758000000000000114e+02,-1.369803335943967859e+01,-8.778249755119730935e+00,-5.986871310699112492e+00,-8.953970300174672658e+00,-1.363077423333772487e+01,-6.062169209659829860e+00
2.759000000000000341e+02,-1.374273387939807556e+01,-8.749011908035701168e+00,-5.988430818085360485e+00,-8.954007371947220406e+00,-1.363070463384488917e+01,-6.082169208105228542e+00
2.760000000000000000e+02,-1.378739581864462416e+01,-8.719911239242325252e+00,-5.989999999999916724e+00,-9.492861484454634180e+00,-1.320820265654534076e+01,-5.941345357631663937e+00
2.761000000000000227e+02,-1.383201905179751279e+01,-8.690948075522801020e+00,-5.991569181914473852e+00,-9.498469714438927625e+00,-1.320361474117912159e+01,-5.925215597414942970e+00
2.761999999999999886e+02,-1.387660345358350966e+01,-8.662122742116284968e+00,-5.993128689300720957e+00,-9.502250554439429564e+00,-1.320058817860823019e+01,-5.981326363451399786e+00
2.763000000000000114e+02,-1.392114889883844420e+01,-8.633435562714145917e+00,-5.994668907277034720e+00,-9.504805003004923591e+00,-1.319861096592764049e+01,-6.001323754636887386e+00
2.764000000000000341e+02,-1.396565526250753031e+01,-8.604886859456353676e+00,-5.996180339887415833e+00,-9.506535291461487347e+00,-1.319733731186823711e+01,-6.021322600580389484e+00
2.765000000000000000e+02,-1.401012241964564708e+01,-8.576476952927905018e+00,-5.997653668647218161e+00,-9.507710932244368252e+00,-1.319653441948606698e+01,-6.041322093882114608e+00
2.766000000000000227e+02,-1.405455024541780062e+01,-8.548206162155157273e+00,-5.999079809994707801e+00,-9.508513625580109263e+00,-1.319604960743062705e+01,-6.061321874041076363e+00
2.766999999999999886e+02,-1.409893861509934609e+01,-8.520074804602318252e+00,-6.000449971294234963e+00,-9.509065286167874831e+00,-1.319577774911835810e+01,-6.081321779481766221e+00
2.768000000000000114e+02,-1.414328740407643537e+01,-8.492083196167829584e+00,-6.001755705045765943e+00,-9.509451681133512579e+00,-1.319565027434343207e+01,-6.101321738094001468e+00
2.769000000000000341e+02,-1.418759648784637051e+01,-8.464231651180805116e+00,-6.002988960966520793e+00,-9.509728408296510338e+00,-1.319561767434678856e+01,-6.121321718683820912e+00
2.770000000000000000e+02,-1.423186574201787735e+01,-8.436520482397567022e+00,-6.004142135623647292e+00,-9.969960285172547287e+00,-1.272289372170649280e+01,-5.955685388453773044e+00
2.771000000000000227e+02,-1.427609504231150517e+01,-8.408950000998084207e+00,-6.005208119311917336e+00,-9.975990901623450924e+00,-1.271858248149566251e+01,-5.940982823892173137e+00
2.771999999999999886e+02,-1.432028426455998193e+01,-8.381520516582478209e+00,-6.006180339887415620e+00,-9.980061493827633967e+00,-1.271573948379610641e+01,-5.995665480910854939e+00
2.773000000000000114e+02,-1.436443328470853587e+01,-8.354232337167575295e+00,-6.007052803286998532e+00,-9.982812876338238439e+00,-1.271388620096239208e+01,-6.015662729530856900e+00
2.774000000000000341e+02,-1.440854197881524890e+01,-8.327085769183428354e+00,-6.007820130483684018e+00,-9.984678143893166435e+00,-1.271269662998996175e+01,-6.035661505917889080e+00
2.775000000000000000e+02,-1.445261022305145282e+01,-8.300081117469854775e+00,-6.008477590650142197e+00,-9.985946982282927209e+00,-1.271195128937772267e+01,-6.055660964539689495e+00
2.776000000000000227e+02,-1.449663789370199396e+01,-8.273218685273061368e+00,-6.009021130325820081e+00,-9.986815915963664025e+00,-1.271150373824146484e+01,-6.075660725701323095e+00
2.776999999999999886e+02,-1.454062486716563818e+01,-8.246498774242210672e+00,-6.009447398407870011e+00,-9.987415355045090593e+00,-1.271125304557790336e+01,-6.095660620157539178e+00
2.778000000000000114e+02,-1.458457101995540128e+01,-8.219921684426031661e+00,-6.009753766811819276e+00,-9.987833971949312328e+00,-1.271113250794981830e+01,-6.115660572715124310e+00
2.779000000000000341e+02,-1.462847622869888831e+01,-8.193487714269462430e+00,-6.009938346674579712e+00,-9.988132399939596340e+00,-1.271109685085817809e+01,-6.135660550132438829e+00
2.780000000000000000e+02,-1.467234037013868075e+01,-8.167197160610275120e+00,-6.009999999999916298e+00,-1.049947049097044172e+01,-1.231360541014498011e+01,-5.962378105165815789e+00
2.781000000000000227e+02,-1.471616332113262793e+01,-8.141050318675775443e+00,-6.009938346674578824e+00,-1.050553964881448010e+01,-1.230934836152052547e+01,-5.955717005965320610e+00
2.781999999999999886e+02,-1.475994495865418266e+01,-8.115047482079482677e+00,-6.009753766811819276e+00,-1.050963108480410391e+01,-1.230653136970777695e+01,-6.002358191383905250e+00
2.783000000000000114e+02,-1.480368515979284538e+01,-8.089188942817791883e+00,-6.009447398407870011e+00,-1.051239300986124015e+01,-1.230468333595002584e+01,-6.022355430328621750e+00
2.784000000000000341e+02,-1.484738380175438621e+01,-8.063474991266755154e+00,-6.009021130325820081e+00,-1.051426350574892510e+01,-1.230348825570542814e+01,-6.042354198547775113e+00
2.785000000000000000e+02,-1.489104076186129433e+01,-8.037905916178758048e+00,-6.008477590650142197e+00,-1.051553511118583728e+01,-1.230273165930416290e+01,-6.062353651185659942e+00
2.786000000000000227e+02,-1.493465591755305510e+01,-8.012482004679325698e+00,-6.007820130483684018e+00,-1.051640480889880891e+01,-1.230227078808872854e+01,-6.082353408990096355e+00
2.786999999999999886e+02,-1.497822914638646630e+01,-7.987203542263909384e+00,-6.007052803286998532e+00,-1.051700431017895632e+01,-1.230200854424959012e+01,-6.102353301946405573e+00
2.788000000000000114e+02,-1.502176032603611233e+01,-7.962070812794605601e+00,-6.006180339887415620e+00,-1.051741936838453029e+01,-1.230188031070771615e+01,-6.122353254767061159e+00
2.789000000000000341e+02,-1.506524933429457036e+01,-7.937084098497047435e+00,-6.005208119311917336e+00,-1.051770966360078852e+01,-1.230184285208833472e+01,-6.142353233348434749e+00
2.790000000000000000e+02,-1.510869604907281349e+01,-7.912243679957198239e+00,-6.004142135623648180e+00,-1.096744648114253273e+01,-1.187010133457655314e+01,-5.957204201545923006e+00
2.791000000000000227e+02,-1.515210034840058917e+01,-7.887549836118186164e+00,-6.002988960966519905e+00,-1.097386713107614753e+01,-1.186635007325242874e+01,-5.955457867716742903e+00
2.791999999999999886e+02,-1.519546211042664652e+01,-7.863002844277232839e+00,-6.001755705045766831e+00,-1.097819933521132363e+01,-1.186388268797059453e+01,-5.997184157626805678e+00
2.793000000000000114e+02,-1.523878121341919822e+01,-7.838602980082473692e+00,-6.000449971294235851e+00,-1.098112497526756570e+01,-1.186227659048453376e+01,-6.017181372703191755e+00
2.794000000000000341e+02,-1.528205753576623138e+01,-7.814350517529877749e+00,-5.999079809994706913e+00,-1.098310521578040522e+01,-1.186124826615913364e+01,-6.037180127963606147e+00
2.795000000000000000e+02,-1.532529095597578284e+01,-7.790245728960215388e+00,-5.997653668647218161e+00,-1.098444863765645962e+01,-1.186060853598277021e+01,-6.057179574446687198e+00
2.796000000000000227e+02,-1.536848135267640103e+01,-7.766288885055921298e+00,-5.996180339887415833e+00,-1.098536675176433342e+01,-1.186022869910731004e+01,-6.077179327642772577e+00
2.796999999999999886e+02,-1.541162860461733963e+01,-7.742480254838136844e+00,-5.994668907277034720e+00,-1.098600111286154402e+01,-1.186002465408233775e+01,-6.097179216630371101e+00
2.798000000000000114e+02,-1.545473259066901228e+01,-7.718820105663644071e+00,-5.993128689300721845e+00,-1.098644547462484944e+01,-1.185993693299265850e+01,-6.117179165342213842e+00
2.799000000000000341e+02,-1.549779318982330878e+01,-7.695308703221856561e+00,-5.991569181914472964e+00,-1.098676198645921964e+01,-1.185992801884030534e+01,-6.137179140277397416e+00
2.800000000000000000e+02,-1.554081028119390240e+01,-7.671946311531856466e+00,-5.989999999999916724e+00,-1.133439774299458236e+01,-1.172080884093166553e+01,-5.913563832737242620e+00
2.801000000000000227e+02,-1.558378374401660871e+01,-7.648733192939433323e+00,-5.988430818085359597e+00,-1.133389333319087733e+01,-1.171594896545740561e+01,-5.933557863641770957e+00
2.801999999999999886e+02,-1.562671345764973019e+01,-7.625669608114119313e+00,-5.986871310699112492e+00,-1.133356977171297508e+01,-1.171272518976914867e+01,-5.953555239114137976e+00
2.803000000000000114e+02,-1.566959930157437952e+01,-7.602755816046274262e+00,-5.985331092722798729e+00,-1.133336981565008728e+01,-1.171060327024851411e+01,-6.047059310597902027e+00
2.804000000000000341e+02,-1.571244115539482600e+01,-7.579992074044177741e+00,-5.983819660112417615e+00,-1.133325169308676905e+01,-1.170922284922958134e+01,-5.993553623566135080e+00
2.805000000000000000e+02,-1.575523889883886497e+01,-7.557378637731122950e+00,-5.982346331352615287e+00,-1.133318577443981034e+01,-1.170834027710347769e+01,-6.013553427745470081e+00
2.806000000000000227e+02,-1.579799241175809144e+01,-7.534915761042570992e+00,-5.980920190005125647e+00,-1.133315425895933082e+01,-1.170779524775777070e+01,-6.033553353232777638e+00
2.806999999999999886e+02,-1.584070157412828017e+01,-7.512603696223287386e+00,-5.979550028705597597e+00,-1.133314367635469289e+01,-1.170747474545121847e+01,-6.053553327524331173e+00
2.808000000000000114e+02,-1.588336626604971613e+01,-7.490442693824507003e+00,-5.978244294954067506e+00,-1.133314634264573328e+01,-1.170730669887365849e+01,-6.073553320462639959e+00
2.809000000000000341e+02,-1.592598636774751419e+01,-7.468433002701134527e+00,-5.977011039033312656e+00,-1.133315728417115942e+01,-1.170724116561578221e+01,-6.093553319359058307e+00
2.810000000000000000e+02,-1.596856175957200996e+01,-7.446574870008911162e+00,-5.975857864376186157e+00,-1.184161101674105154e+01,-1.134128024405082868e+01,-5.930406310197667175e+00
2.811000000000000227e+02,-1.601109232199902621e+01,-7.424868541201687933e+00,-5.974791880687916112e+00,-1.184795838343004526e+01,-1.133788173959402101e+01,-5.941587167957155913e+00
2.811999999999999886e+02,-1.605357793563020863e+01,-7.403314260028658111e+00,-5.973819660112417829e+00,-1.185223890574612149e+01,-1.133563931427433502e+01,-5.970387507584066000e+00
2.813000000000000114e+02,-1.609601848119345391e+01,-7.381912268531584331e+00,-5.972947196712834916e+00,-1.185512765308591021e+01,-1.133417544610025551e+01,-5.990384885469372200e+00
2.814000000000000341e+02,-1.613841383954313713e+01,-7.360662807042125166e+00,-5.972179869516149431e+00,-1.185707921698725187e+01,-1.133323544513477721e+01,-6.010383712384100185e+00
2.815000000000000000e+02,-1.618076389166049367e+01,-7.339566114179113754e+00,-5.971522409349691252e+00,-1.185840027588553802e+01,-1.133264775075606856e+01,-6.030383189731947091e+00
2.816000000000000227e+02,-1.622306851865398514e+01,-7.318622426845868389e+00,-5.970978869674013367e+00,-1.185929903966099630e+01,-1.133229592369797167e+01,-6.050382956840940629e+00
2.816999999999999886e+02,-1.626532760175952674e+01,-7.297831980227579507e+00,-5.970552601591963437e+00,-1.185991349800350392e+01,-1.133210101964746919e+01,-6.070382852954010033e+00
2.818000000000000114e+02,-1.630754102234097047e+01,-7.277195007788597181e+00,-5.970246233188014173e+00,-1.186033786639743148e+01,-1.133200913005539157e+01,-6.090382805820896195e+00
2.819000000000000341e+02,-1.634970866189030758e+01,-7.256711741269869620e+00,-5.970061653325253737e+00,-1.186063315650669558e+01,-1.133198623453130338e+01,-6.110382783890771385e+00
2.820000000000000000e+02,-1.639183040202805941e+01,-7.236382410686321265e+00,-5.969999999999917151e+00,-1.232856380506834171e+01,-1.095165186784515754e+01,-5.924041040402073577e+00
2.821000000000000227e+02,-1.643390612450365040e+01,-7.216207244324236214e+00,-5.970061653325253737e+00,-1.233494014549497741e+01,-1.094795091529040398e+01,-5.931721982095909951e+00
2.821999999999999886e+02,-1.647593571119561062e+01,-7.196186468738778430e+00,-5.970246233188014173e+00,-1.233924297497000211e+01,-1.094549860722144707e+01,-5.964021314111433547e+00
2.823000000000000114e+02,-1.651791904411204470e+01,-7.176320308751353849e+00,-5.970552601591963437e+00,-1.234215319150594503e+01,-1.094388660603072516e+01,-5.984018546942971639e+00
2.824000000000000341e+02,-1.655985600539090541e+01,-7.156608987447141246e+00,-5.970978869674013367e+00,-1.234412519411449161e+01,-1.094283901532606684e+01,-6.004017300343978292e+00
2.825000000000000000e+02,-1.660174647730030983e+01,-7.137052726172573358e+00,-5.971522409349691252e+00,-1.234546386204908863e+01,-1.094216945184750678e+01,-6.024016740249362734e+00
2.826000000000000227e+02,-1.664359034223892309e+01,-7.117651744532835778e+00,-5.972179869516149431e+00,-1.234637621726466250e+01,-1.094175216608728540e+01,-6.044016488617918625e+00
2.826999999999999886e+02,-1.668538748273618921e+01,-7.098406260389445777e+00,-5.972947196712834916e+00,-1.234700355391625770e+01,-1.094150562345846289e+01,-6.064016375033960848e+00
2.828000000000000114e+02,-1.672713778145276464e+01,-7.079316489857760075e+00,-5.973819660112417829e+00,-1.234743885907541738e+01,-1.094137397936383316e+01,-6.084016323328706122e+00
2.829000000000000341e+02,-1.676884112118082015e+01,-7.060382647304550119e+00,-5.974791880687916112e+00,-1.234774552913676970e+01,-1.094131923403217321e+01,-6.104016299067797746e+00
2.830000000000000000e+02,-1.681049738484433576e+01,-7.041604945345628863e+00,-5.975857864376186157e+00,-1.276025022695178812e+01,-1.053297053927804150e+01,-5.930095455211210620e+00
2.831000000000000227e+02,-1.685210645549944886e+01,-7.022983594843436705e+00,-5.977011039033312656e+00,-1.276676073301536540e+01,-1.052938710765921115e+01,-5.939270148740557254e+00
2.831999999999999886e+02,-1.689366821633479177e+01,-7.004518804904678930e+00,-5.978244294954066618e+00,-1.277115882654741519e+01,-1.052701099164658594e+01,-5.970075395259774709e+00
2.833000000000000114e+02,-1.693518255067180789e+01,-6.986210782877982695e+00,-5.979550028705597597e+00,-1.277413391892778627e+01,-1.052544729776745136e+01,-5.990072570982055922e+00
2.834000000000000341e+02,-1.697664934196508213e+01,-6.968059734351557566e+00,-5.980920190005126535e+00,-1.277615218669498098e+01,-1.052442944171361816e+01,-6.010071293582330831e+00
2.835000000000000000e+02,-1.701806847380268906e+01,-6.950065863150896917e+00,-5.982346331352614399e+00,-1.277752789698748614e+01,-1.052377726081032705e+01,-6.030070714094250661e+00
2.836000000000000227e+02,-1.705943982990648422e+01,-6.932229371336486423e+00,-5.983819660112417615e+00,-1.277847287119702813e+01,-1.052336969495737229e+01,-6.050070449320952726e+00
2.836999999999999886e+02,-1.710076329413241680e+01,-6.914550459201548094e+00,-5.985331092722797841e+00,-1.277913054434803186e+01,-1.052312698833345195e+01,-6.070070326460455412e+00
2.838000000000000114e+02,-1.714203875047095238e+01,-6.897029325269741662e+00,-5.986871310699112492e+00,-1.277959408212598014e+01,-1.052299143834821749e+01,-6.090070268150102883e+00
2.839000000000000341e+02,-1.718326608304726477e+01,-6.879666166293018748e+00,-5.988430818085359597e+00,-1.277992594436299889e+01,-1.052292768142684842e+01,-6.110070239600710273e+00
2.840000000000000000e+02,-1.722444517612168369e+01,-6.862461177249326028e+00,-5.989999999999916724e+00,-1.321596781210661575e+01,-1.016371104184387519e+01,-5.945271130032767637e+00
2.841000000000000227e+02,-1.726557591408993986e+01,-6.845414551340466502e+00,-5.991569181914473852e+00,-1.322275701731957653e+01,-1.016065374722996140e+01,-5.964896704321876797e+00
2.841999999999999886e+02,-1.730665818148347412e+01,-6.828526479989951881e+00,-5.993128689300720957e+00,-1.322734576109678173e+01,-1.015862197882208839e+01,-5.985250967983006376e+00
2.843000000000000114e+02,-1.734769186296988153e+01,-6.811797152840764369e+00,-5.994668907277034720e+00,-1.323045656780036872e+01,-1.015728022897764937e+01,-6.005248098424399217e+00
2.844000000000000341e+02,-1.738867684335309960e+01,-6.795226757753320967e+00,-5.996180339887415833e+00,-1.323257296498613655e+01,-1.015640685985842850e+01,-6.025246787903796530e+00
2.845000000000000000e+02,-1.742961300757378496e+01,-6.778815480803327631e+00,-5.997653668647218161e+00,-1.323402301156146166e+01,-1.015584909971580707e+01,-6.045246184461831263e+00
2.846000000000000227e+02,-1.747050024070969343e+01,-6.762563506279654746e+00,-5.999079809994707801e+00,-1.323502361018201334e+01,-1.015550405242891685e+01,-6.065245904396062926e+00
2.846999999999999886e+02,-1.751133842797586126e+01,-6.746471016682345834e+00,-6.000449971294234963e+00,-1.323571977679927691e+01,-1.015530228299972926e+01,-6.085245773055915741e+00
2.848000000000000114e+02,-1.755212745472509184e+01,-6.730538192720489477e+00,-6.001755705045765943e+00,-1.323620805707832915e+01,-1.015519831828158637e+01,-6.105245710749245269e+00
2.849000000000000341e+02,-1.759286720644816526e+01,-6.714765213310233349e+00,-6.002988960966520793e+00,-1.323655729647636470e+01,-1.015516076020222336e+01,-6.125245679904530505e+00
2.850000000000000000e+02,-1.763355756877418301e+01,-6.699152255572776937e+00,-6.004142135623647292e+00,-1.350344908936776278e+01,-1.003833349139096853e+01,-5.930527843608060401e+00
2.851000000000000227e+02,-1.767419842747094805e+01,-6.683699494832346488e+00,-6.005208119311917336e+00,-1.350307603067255613e+01,-1.003459419633634297e+01,-5.950524312921342762e+00
2.851999999999999886e+02,-1.771478966844516378e+01,-6.668407104614288983e+00,-6.006180339887415620e+00,-1.350284270063784042e+01,-1.003211249716110132e+01,-5.890331062917033123e+00
2.853000000000000114e+02,-1.775533117774287817e+01,-6.653275256643052415e+00,-6.007052803286998532e+00,-1.350270359390967734e+01,-1.003047558596166944e+01,-5.990522084823972193e+00
2.854000000000000341e+02,-1.779582284154976435e+01,-6.638304120840295752e+00,-6.007820130483684018e+00,-1.350262860635567641e+01,-1.002940498609972408e+01,-6.010521796870099465e+00
2.855000000000000000e+02,-1.783626454619139423e+01,-6.623493865322990004e+00,-6.008477590650142197e+00,-1.350259848756959258e+01,-1.002871403362335556e+01,-6.030521677289125471e+00
2.856000000000000227e+02,-1.787665617813360797e+01,-6.608844656401510420e+00,-6.009021130325820081e+00,-1.350259671995033273e+01,-1.002827795020519375e+01,-6.050521629746101304e+00
2.856999999999999886e+02,-1.791699762398281948e+01,-6.594356658577765984e+00,-6.009447398407870011e+00,-1.350261340823053935e+01,-1.002801120300508053e+01,-6.070521611887951252e+00
2.858000000000000114e+02,-1.795728877048631844e+01,-6.580030034543371542e+00,-6.009753766811819276e+00,-1.350264289069945889e+01,-1.002785881445793592e+01,-6.090521605865078847e+00
2.859000000000000341e+02,-1.799752950453263267e+01,-6.565864945177803946e+00,-6.009938346674579712e+00,-1.350267838529920716e+01,-1.002778283251305957e+01,-6.110521604106798677e+00
2.860000000000000000e+02,-1.803771971315179456e+01,-6.551861549546597274e+00,-6.009999999999916298e+00,-1.398423730961530964e+01,-9.721325472765373732e+00,-5.965998417782325092e+00
2.861000000000000227e+02,-1.807785928351567151e+01,-6.538020004899578907e+00,-6.009938346674578824e+00,-1.399081237078873130e+01,-9.718369406512342934e+00,-5.991271790416522691e+00
2.861999999999999886e+02,-1.811794810293830693e+01,-6.524340466669066529e+00,-6.009753766811819276e+00,-1.399525147582505724e+01,-9.716402894175121929e+00,-6.005979527045636424e+00
2.863000000000000114e+02,-1.815798605887621520e+01,-6.510823088468152164e+00,-6.009447398407870011e+00,-1.399825305129796504e+01,-9.715103204074743815e+00,-6.025976852204347978e+00
2.864000000000000341e+02,-1.819797303892868712e+01,-6.497468022088968453e+00,-6.009021130325820081e+00,-1.400028798785986517e+01,-9.714249471362348842e+00,-6.045975634710701208e+00
2.865000000000000000e+02,-1.823790893083815590e+01,-6.484275417500969141e+00,-6.008477590650142197e+00,-1.400167072375033861e+01,-9.713695797606654025e+00,-6.065975080074718306e+00
2.866000000000000227e+02,-1.827779362249046002e+01,-6.471245422849269957e+00,-6.007820130483684018e+00,-1.400261380064123884e+01,-9.713343301952260589e+00,-6.085974826661310289e+00
2.866999999999999886e+02,-1.831762700191513460e+01,-6.458378184452982396e+00,-6.007052803286998532e+00,-1.400326127476559002e+01,-9.713125555561648028e+00,-6.105974710001912165e+00
2.868000000000000114e+02,-1.835740895728583766e+01,-6.445673846803542162e+00,-6.006180339887415620e+00,-1.400371015481781356e+01,-9.713000181599916516e+00,-6.125974655698855464e+00
2.869000000000000341e+02,-1.839713937692054202e+01,-6.433132552563115780e+00,-6.005208119311917336e+00,-1.400402425264967476e+01,-9.712936503865510218e+00,-6.145974630020764273e+00
2.870000000000000000e+02,-1.843681814928192608e+01,-6.420754442562987663e+00,-6.004142135623648180e+00,-1.442920552347829855e+01,-9.379994294989172587e+00,-5.960388232196158320e+00
