时间(s),真实位置X(m),真实位置Y(m),真实位置Z(m),ESKF估计位置X(m),ESKF估计位置Y(m),ESKF估计位置Z(m)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,-6.429395695523603968e-18,-3.499999999999999639e-02,-8.430818085443103627e-03,1.297872599948566609e-02,-2.216258067629223172e-02,2.628410783305962228e-02
2.000000000000000111e-01,-1.285879139104720794e-17,-6.999999999999999278e-02,-1.687131069919538609e-02,1.961111260432274114e-02,-3.789130830991260107e-02,-3.589941248836055199e-03
3.000000000000000444e-01,-1.928818708657081344e-17,-1.049999999999999822e-01,-2.533109272288189620e-02,2.908113421407979710e-02,-5.630296082355681214e-02,-4.138791816363526083e-02
4.000000000000000222e-01,-2.571758278209441587e-17,-1.399999999999999856e-01,-3.381966011250105847e-02,4.255088485574978763e-02,-7.949287730158162424e-02,-8.425346743472486577e-02
5.000000000000000000e-01,-3.214697847761801830e-17,-1.749999999999999889e-01,-4.234633135269821186e-02,5.764240416924659022e-02,-1.010972241640681057e-01,-1.273289670122031425e-01
6.000000000000000888e-01,-3.857637417314162073e-17,-2.099999999999999922e-01,-5.092019000520907335e-02,7.418915624089152117e-02,-1.192198085560546017e-01,-1.685794894609352335e-01
7.000000000000000666e-01,-4.500576986866522315e-17,-2.449999999999999956e-01,-5.955002870568103235e-02,8.557595917828704490e-02,-1.303330588213813257e-01,-2.047694000570585982e-01
8.000000000000000444e-01,-5.143516556418882558e-17,-2.799999999999999711e-01,-6.824429495415054725e-02,9.532849304508141108e-02,-1.438037743869203799e-01,-2.313821580026510227e-01
9.000000000000000222e-01,-5.786456125971242801e-17,-3.149999999999999467e-01,-7.701103903339634460e-02,1.024168729353654578e-01,-1.563373386168069590e-01,-2.517032782611567931e-01
1.000000000000000000e+00,-6.429395695523603660e-17,-3.499999999999999223e-01,-8.585786437626907741e-02,2.171003534045169658e+00,1.838707376797034332e+00,-2.618881028524663312e-01
1.100000000000000089e+00,-7.072335265075964519e-17,-3.849999999999998979e-01,-9.479188068799941636e-02,2.183769690549564046e+00,1.818475412137972924e+00,-2.716964975581058761e-01
1.200000000000000178e+00,-7.715274834628325378e-17,-4.199999999999998734e-01,-1.038196601125010998e-01,2.194956277506456388e+00,1.798084028053912986e+00,-2.743949424907974333e-01
1.300000000000000044e+00,-8.358214404180686237e-17,-4.549999999999998490e-01,-1.129471967129182242e-01,2.210097810922575512e+00,1.788827081630230742e+00,-2.746516404375744513e-01
1.400000000000000133e+00,-9.001153973733047096e-17,-4.899999999999998246e-01,-1.221798695162327197e-01,2.219868265136828445e+00,1.779637073088290888e+00,-2.730063539828716523e-01
1.500000000000000000e+00,-9.644093543285407955e-17,-5.249999999999998002e-01,-1.315224093497743274e-01,2.230330823534192319e+00,1.764291938575487384e+00,-2.708248564022600058e-01
1.600000000000000089e+00,-1.028703311283776881e-16,-5.599999999999998312e-01,-1.409788696740970071e-01,2.230365848981341603e+00,1.756004135710516278e+00,-2.679913810509785832e-01
1.700000000000000178e+00,-1.092997268239012967e-16,-5.949999999999998623e-01,-1.505526015920465588e-01,2.231407097425031960e+00,1.746795589360308654e+00,-2.667433624352366084e-01
1.800000000000000044e+00,-1.157291225194249053e-16,-6.299999999999998934e-01,-1.602462331880973589e-01,2.238826658207087483e+00,1.727355011498015624e+00,-2.652721602146672075e-01
1.900000000000000133e+00,-1.221585182149485016e-16,-6.649999999999999245e-01,-1.700616533253375418e-01,2.240237975923632607e+00,1.711970720246076105e+00,-2.645198699716240220e-01
2.000000000000000000e+00,-1.285879139104720978e-16,-6.999999999999999556e-01,-1.800000000000001321e-01,1.391290562078725035e+00,7.721171147059090467e-01,-2.647571177401433218e-01
2.100000000000000089e+00,-1.350173096059956941e-16,-7.349999999999999867e-01,-1.900616533253375595e-01,1.397698869305766145e+00,7.646007686591582697e-01,-2.680139008773435028e-01
2.200000000000000178e+00,-1.414467053015192904e-16,-7.700000000000000178e-01,-2.002462331880973945e-01,1.406882032883623124e+00,7.524944837004828857e-01,-2.712643000819039418e-01
2.300000000000000266e+00,-1.478761009970428866e-16,-8.050000000000000488e-01,-2.105526015920466121e-01,1.410510420180136615e+00,7.421395231766545475e-01,-2.759945802809161686e-01
2.400000000000000355e+00,-1.543054966925664829e-16,-8.400000000000000799e-01,-2.209788696740970781e-01,1.417336808634596768e+00,7.310727025454561989e-01,-2.792813517518396571e-01
2.500000000000000000e+00,-1.607348923880900792e-16,-8.750000000000001110e-01,-2.315224093497744162e-01,1.413742366495888803e+00,7.200362314040082978e-01,-2.855146431064898294e-01
2.600000000000000089e+00,-1.671642880836136754e-16,-9.100000000000001421e-01,-2.421798695162328263e-01,1.419958775044612764e+00,7.119826453753776985e-01,-2.927065170911872793e-01
2.700000000000000178e+00,-1.735936837791372717e-16,-9.450000000000001732e-01,-2.529471967129183207e-01,1.423156820775150599e+00,6.997527284265719905e-01,-3.010165888529587885e-01
2.800000000000000266e+00,-1.800230794746608680e-16,-9.800000000000002043e-01,-2.638196601125012419e-01,1.432910536136218216e+00,6.916178450471865968e-01,-3.106125190707085815e-01
2.900000000000000355e+00,-1.864524751701844642e-16,-1.015000000000000124e+00,-2.747918806879995901e-01,1.439635886459953218e+00,6.853484692407085799e-01,-3.202022168295513560e-01
3.000000000000000000e+00,-1.928818708657080605e-16,-1.050000000000000044e+00,-2.858578643762692550e-01,1.526532880048867558e+00,6.700693441666751848e-01,-3.299379592235019421e-01
3.100000000000000089e+00,-1.993112665612316568e-16,-1.084999999999999964e+00,-2.970110390333965400e-01,1.538455216654627034e+00,6.958465201911051556e-01,-3.421222706989719975e-01
3.200000000000000178e+00,-2.057406622567552530e-16,-1.119999999999999885e+00,-3.082442949541507882e-01,1.555674445621463953e+00,7.213351536802862229e-01,-3.572859460006082011e-01
3.300000000000000266e+00,-2.121700579522788493e-16,-1.154999999999999805e+00,-3.195500287056812772e-01,1.567509861993510833e+00,7.380765569456805286e-01,-3.746012478926994960e-01
3.400000000000000355e+00,-2.185994536478024455e-16,-1.189999999999999725e+00,-3.309201900052093359e-01,1.578943979303455425e+00,7.654375272331482849e-01,-3.937348192962460414e-01
3.500000000000000000e+00,-2.250288493433260418e-16,-1.224999999999999645e+00,-3.423463313526984297e-01,1.596252447276091058e+00,7.971575733331711655e-01,-4.156267341335428411e-01
3.600000000000000089e+00,-2.314582450388496627e-16,-1.259999999999999565e+00,-3.538196601125013219e-01,1.610144001446370599e+00,8.216437679166510577e-01,-4.399538055569150452e-01
3.700000000000000178e+00,-2.378876407343732836e-16,-1.294999999999999485e+00,-3.653310927228821670e-01,1.628222280783715892e+00,8.455733423278463112e-01,-4.667489084467635330e-01
3.800000000000000266e+00,-2.443170364298969046e-16,-1.329999999999999405e+00,-3.768713106991956607e-01,1.647548899356466423e+00,8.753886879436536539e-01,-4.957531734612291574e-01
3.900000000000000355e+00,-2.507464321254205255e-16,-1.364999999999999325e+00,-3.884308180854433856e-01,1.659842178160723769e+00,9.021354306271095469e-01,-5.279102006356924948e-01
4.000000000000000000e+00,-2.571758278209441464e-16,-1.399999999999999245e+00,-4.000000000000002998e-01,1.442793997844744158e+00,5.198949951154062665e-01,-5.599754595988295502e-01
4.100000000000000533e+00,-2.636052235164677673e-16,-1.434999999999999165e+00,-4.115691819145572139e-01,1.470090224525449685e+00,6.349569166215215388e-01,-5.984722014383030420e-01
4.200000000000000178e+00,-2.700346192119913882e-16,-1.469999999999999085e+00,-4.231286893008049388e-01,1.496276238213191778e+00,7.438651855218756381e-01,-6.353668073108779124e-01
4.299999999999999822e+00,-2.764640149075150091e-16,-1.504999999999999005e+00,-4.346689072771184326e-01,1.527859247632044948e+00,8.576492605207226561e-01,-6.713802136724362768e-01
4.400000000000000355e+00,-2.828934106030386301e-16,-1.539999999999998925e+00,-4.461803398874992777e-01,1.560759095655397388e+00,9.748783508554720312e-01,-7.038758316487220279e-01
4.500000000000000000e+00,-2.893228062985622510e-16,-1.574999999999998845e+00,-4.576536686473021143e-01,1.586265675740476055e+00,1.088561420100215171e+00,-7.339357039303886499e-01
4.600000000000000533e+00,-2.957522019940858719e-16,-1.609999999999998765e+00,-4.690798099947913191e-01,1.614993364948826837e+00,1.201600477252721566e+00,-7.612862358461405243e-01
4.700000000000000178e+00,-3.021815976896094928e-16,-1.644999999999998685e+00,-4.804499712943193224e-01,1.650759288420714066e+00,1.311916589911679143e+00,-7.889329799984768909e-01
4.800000000000000711e+00,-3.086109933851331137e-16,-1.679999999999998606e+00,-4.917557050458498669e-01,1.678042554678846443e+00,1.414864628418875947e+00,-8.131040864371440469e-01
4.900000000000000355e+00,-3.150403890806567346e-16,-1.714999999999998526e+00,-5.029889609666040595e-01,1.709896079043911499e+00,1.512972663191217926e+00,-8.356269389883663745e-01
5.000000000000000000e+00,-3.214697847761803556e-16,-1.749999999999998446e+00,-5.141421356237312335e-01,1.258136972923833863e+00,7.518226616320724531e-01,-8.542510367903114465e-01
5.100000000000000533e+00,-3.278991804717039765e-16,-1.784999999999998366e+00,-5.252081193120009539e-01,1.350227405588318774e+00,1.018714000328510672e+00,-8.784029695530435333e-01
5.200000000000000178e+00,-3.343285761672275974e-16,-1.819999999999998286e+00,-5.361803398874992466e-01,1.439876220764028769e+00,1.313529601645523570e+00,-8.945078234855791122e-01
5.300000000000000711e+00,-3.407579718627512183e-16,-1.854999999999998206e+00,-5.470528032870821677e-01,1.441716705688322442e+00,1.551595620943690079e+00,-9.015808370664893934e-01
5.400000000000000355e+00,-3.471873675582748392e-16,-1.889999999999998126e+00,-5.578201304837677732e-01,1.475992410804660260e+00,1.797236487657727144e+00,-8.905842361919673600e-01
5.500000000000000000e+00,-3.536167632537984601e-16,-1.924999999999998046e+00,-5.684775906502260723e-01,1.424019070777933882e+00,2.010133246100640925e+00,-8.601436372130297769e-01
5.600000000000000533e+00,-3.600461589493220810e-16,-1.959999999999997966e+00,-5.790211303259034104e-01,1.295063659770450126e+00,2.217267345663371803e+00,-8.363037834642146340e-01
5.700000000000000178e+00,-3.664755546448457020e-16,-1.994999999999997886e+00,-5.894473984079539042e-01,1.209176022173162224e+00,2.392193886422886884e+00,-8.253151474602948845e-01
5.800000000000000711e+00,-3.729049503403693229e-16,-2.029999999999998028e+00,-5.997537668119031773e-01,1.137481996639505111e+00,2.550467301243953600e+00,-8.217612398597552437e-01
5.900000000000000355e+00,-3.793343460358929438e-16,-2.064999999999998170e+00,-6.099383466746629567e-01,1.065170478211826088e+00,2.693425699066193779e+00,-8.342311945918554628e-01
6.000000000000000000e+00,-3.857637417314165647e-16,-2.099999999999998312e+00,-6.200000000000004396e-01,2.653419195338545533e-01,1.287894106729893018e+00,-8.537112786214822169e-01
6.100000000000000533e+00,-3.921931374269401856e-16,-2.134999999999998455e+00,-6.299383466746629745e-01,1.242546989547618635e-01,1.527763089800847407e+00,-8.784090326431464035e-01
6.200000000000000178e+00,-3.986225331224638065e-16,-2.169999999999998597e+00,-6.397537668119032128e-01,-1.067571363694587265e-02,1.726269658907441995e+00,-8.896046008702195307e-01
6.300000000000000711e+00,-4.050519288179874275e-16,-2.204999999999998739e+00,-6.494473984079539575e-01,-1.329923875906746933e-01,1.885399869998280575e+00,-8.847404789310369111e-01
6.400000000000000355e+00,-4.114813245135110484e-16,-2.239999999999998881e+00,-6.590211303259034814e-01,-2.311131767600234643e-01,1.999305733236821148e+00,-8.647626624598482303e-01
6.500000000000000000e+00,-4.179107202090346693e-16,-2.274999999999999023e+00,-6.684775906502261611e-01,-3.034146976215653657e-01,2.067250629865599709e+00,-8.360619976919356766e-01
6.600000000000000533e+00,-4.243401159045582902e-16,-2.309999999999999165e+00,-6.778201304837678798e-01,-3.586679629375464362e-01,2.084775388320186718e+00,-8.075668167961200794e-01
6.700000000000000178e+00,-4.307695116000819111e-16,-2.344999999999999307e+00,-6.870528032870822921e-01,-4.010175557007812364e-01,2.061365948038589746e+00,-7.895397315550587436e-01
6.800000000000000711e+00,-4.371989072956055320e-16,-2.379999999999999449e+00,-6.961803398874993887e-01,-4.271030886552811823e-01,1.996202777498177205e+00,-7.820198332903609550e-01
6.900000000000000355e+00,-4.436283029911291530e-16,-2.414999999999999591e+00,-7.052081193120011138e-01,-4.349187500436660359e-01,1.903039648736585265e+00,-7.876897544842980103e-01
7.000000000000000000e+00,-4.500576986866527739e-16,-2.449999999999999734e+00,-7.141421356237314111e-01,1.345949237899283779e-01,1.462431816127623740e+00,-8.014727977526993064e-01
7.100000000000000533e+00,-4.564870943821763455e-16,-2.484999999999999876e+00,-7.229889609666041439e-01,1.916999517834210021e-01,1.326126707597951482e+00,-8.238064231829036466e-01
7.200000000000000178e+00,-4.629164900776999171e-16,-2.520000000000000018e+00,-7.317557050458499690e-01,2.707036921305531751e-01,1.207990645629774207e+00,-8.475191557973558165e-01
7.300000000000000711e+00,-4.693458857732234887e-16,-2.555000000000000160e+00,-7.404499712943195533e-01,3.675840074424421844e-01,1.112868596546892075e+00,-8.705688311145263203e-01
7.400000000000000355e+00,-4.757752814687470603e-16,-2.590000000000000302e+00,-7.490798099947915123e-01,4.730683897039349994e-01,1.039252425330663421e+00,-8.911320483391000913e-01
7.500000000000000000e+00,-4.822046771642706319e-16,-2.625000000000000444e+00,-7.576536686473023252e-01,5.960959861517095559e-01,9.979851797686004611e-01,-9.086794801507442898e-01
7.600000000000000533e+00,-4.886340728597942035e-16,-2.660000000000000586e+00,-7.661803398874995619e-01,7.201105492242455552e-01,9.756483906126887096e-01,-9.252302227280330138e-01
7.700000000000000178e+00,-4.950634685553177752e-16,-2.695000000000000728e+00,-7.746689072771186790e-01,8.369262689947108980e-01,9.734897459875044845e-01,-9.412568085432837517e-01
7.800000000000000711e+00,-5.014928642508413468e-16,-2.730000000000000870e+00,-7.831286893008051475e-01,9.486218629366666155e-01,9.830967136770131232e-01,-9.582398109708605283e-01
7.900000000000000355e+00,-5.079222599463649184e-16,-2.765000000000001013e+00,-7.915691819145574959e-01,1.049510246760627652e+00,9.998161967276785189e-01,-9.794557714577417640e-01
8.000000000000000000e+00,-5.143516556418884900e-16,-2.800000000000001155e+00,-8.000000000000005995e-01,5.821662123851926163e-01,-2.284586638272629103e-02,-1.003497926050533007e+00
8.099999999999999645e+00,-5.207810513374120616e-16,-2.835000000000001297e+00,-8.084308180854437031e-01,7.562629922393862003e-01,-5.383885829500174858e-02,-1.040538077550593465e+00
8.200000000000001066e+00,-5.272104470329356332e-16,-2.870000000000001439e+00,-8.168713106991959405e-01,9.201643038600616498e-01,-8.553763461043081828e-02,-1.084912561374906659e+00
8.300000000000000711e+00,-5.336398427284592048e-16,-2.905000000000001581e+00,-8.253310927228825200e-01,1.076909225198154685e+00,-1.176296344764960200e-01,-1.140728133300657587e+00
8.400000000000000355e+00,-5.400692384239827764e-16,-2.940000000000001723e+00,-8.338196601125016372e-01,1.225450545997885055e+00,-1.476159154683018560e-01,-1.207436707521439612e+00
8.500000000000000000e+00,-5.464986341195063481e-16,-2.975000000000001865e+00,-8.423463313526988738e-01,1.367988226385394857e+00,-1.735370344812319221e-01,-1.284611979758353728e+00
8.599999999999999645e+00,-5.529280298150299197e-16,-3.010000000000002007e+00,-8.509201900052096867e-01,1.506129327785404648e+00,-2.023062000332924992e-01,-1.369818105074530390e+00
8.700000000000001066e+00,-5.593574255105534913e-16,-3.045000000000002149e+00,-8.595500287056816457e-01,1.626174797492995427e+00,-2.326288321969976203e-01,-1.463990107469529622e+00
8.800000000000000711e+00,-5.657868212060770629e-16,-3.080000000000002292e+00,-8.682442949541512300e-01,1.739212071398553938e+00,-2.569240713473114890e-01,-1.561501442834426046e+00
8.900000000000000355e+00,-5.722162169016006345e-16,-3.115000000000002434e+00,-8.770110390333970551e-01,1.844325676061923325e+00,-2.845350259880597421e-01,-1.660998153833629587e+00
9.000000000000000000e+00,-5.786456125971242061e-16,-3.150000000000002576e+00,-8.858578643762697880e-01,1.558452713446081495e+00,-8.562305302052211076e-01,-1.745639118879231511e+00
9.099999999999999645e+00,-5.850750082926477777e-16,-3.185000000000002718e+00,-8.947918806880000853e-01,1.758233568207968167e+00,-9.079290138196131066e-01,-1.847070492933181374e+00
9.200000000000001066e+00,-5.915044039881713493e-16,-3.220000000000002860e+00,-9.038196601125016993e-01,1.917556028342488839e+00,-9.541959470060122905e-01,-1.932089846531135358e+00
9.300000000000000711e+00,-5.979337996836949210e-16,-3.255000000000003002e+00,-9.129471967129189069e-01,2.045222905165656968e+00,-1.005304964335365092e+00,-2.004272051242367070e+00
9.400000000000000355e+00,-6.043631953792184926e-16,-3.290000000000003144e+00,-9.221798695162333193e-01,2.139548480174325196e+00,-1.050071906128650756e+00,-2.065167350907548105e+00
9.500000000000000000e+00,-6.107925910747420642e-16,-3.325000000000003286e+00,-9.315224093497750379e-01,2.205616307770482010e+00,-1.097126089285071382e+00,-2.114162752933080203e+00
9.600000000000001421e+00,-6.172219867702656358e-16,-3.360000000000003428e+00,-9.409788696740977176e-01,2.241579723969114202e+00,-1.137693728516858682e+00,-2.152224635196093416e+00
9.700000000000001066e+00,-6.236513824657892074e-16,-3.395000000000003570e+00,-9.505526015920472416e-01,2.250430945978996178e+00,-1.172256000669751552e+00,-2.180254118940569530e+00
9.800000000000000711e+00,-6.300807781613127790e-16,-3.430000000000003713e+00,-9.602462331880979862e-01,2.233263722993599654e+00,-1.206308052156525257e+00,-2.197390107534336501e+00
9.900000000000000355e+00,-6.365101738568363506e-16,-3.465000000000003855e+00,-9.700616533253382245e-01,2.205046718061879574e+00,-1.239091978929911075e+00,-2.203298857021193768e+00
1.000000000000000000e+01,-6.429395695523599222e-16,-3.500000000000003997e+00,-9.800000000000006484e-01,2.385135250105707261e+00,-1.046762266999445412e+00,-2.184948355164538114e+00
1.010000000000000142e+01,-6.493689652478834939e-16,-3.535000000000004139e+00,-9.900616533253381313e-01,2.316613323351405462e+00,-1.082317092540721282e+00,-2.185746771893810170e+00
1.020000000000000107e+01,-6.557983609434070655e-16,-3.570000000000004281e+00,-1.000246233188097911e+00,2.225824472500347095e+00,-1.125547873686468803e+00,-2.168116903269434737e+00
1.030000000000000071e+01,-6.622277566389306371e-16,-3.605000000000004423e+00,-1.010552601592047184e+00,2.108079400472179454e+00,-1.164426805942155418e+00,-2.138654267705024203e+00
1.040000000000000036e+01,-6.686571523344542087e-16,-3.640000000000004565e+00,-1.020978869674097567e+00,2.001679757792238501e+00,-1.207203729643555601e+00,-2.100147744634847324e+00
1.050000000000000000e+01,-6.750865480299777803e-16,-3.675000000000004707e+00,-1.031522409349775016e+00,1.881645994959847412e+00,-1.244174651449408309e+00,-2.053046393362987665e+00
1.060000000000000142e+01,-6.815159437255013519e-16,-3.710000000000004849e+00,-1.042179869516233426e+00,1.771188830655123336e+00,-1.280194364585238498e+00,-1.995844554391712933e+00
1.070000000000000107e+01,-6.879453394210249235e-16,-3.745000000000004992e+00,-1.052947196712918920e+00,1.670130211462735881e+00,-1.311771224911729261e+00,-1.931213897901346233e+00
1.080000000000000071e+01,-6.943747351165484951e-16,-3.780000000000005134e+00,-1.063819660112501841e+00,1.576479443617956111e+00,-1.329631525991763263e+00,-1.860549286630211796e+00
1.090000000000000036e+01,-7.008041308120720667e-16,-3.815000000000005276e+00,-1.074791880688000134e+00,1.494921539984794823e+00,-1.338671227745869663e+00,-1.784510940309723015e+00
1.100000000000000000e+01,-7.072335265075956384e-16,-3.850000000000005418e+00,-1.085857864376269744e+00,1.813111494564499493e+00,-1.131267564555060057e+00,-1.702759933293119587e+00
1.110000000000000142e+01,-7.136629222031192100e-16,-3.885000000000005560e+00,-1.097011039033397140e+00,1.757647297089369731e+00,-1.113188754338941155e+00,-1.638314835501261557e+00
1.120000000000000107e+01,-7.200923178986427816e-16,-3.920000000000005702e+00,-1.108244294954151332e+00,1.738630714588606629e+00,-1.097065787124551939e+00,-1.577172412327924267e+00
1.130000000000000071e+01,-7.265217135941663532e-16,-3.955000000000005844e+00,-1.119550028705681877e+00,1.738459039016420737e+00,-1.080488515944330485e+00,-1.526304908842212704e+00
1.140000000000000036e+01,-7.329511092896899248e-16,-3.990000000000005986e+00,-1.130920190005209935e+00,1.751565818986882794e+00,-1.068576703798269412e+00,-1.490556703700553154e+00
1.150000000000000000e+01,-7.393805049852134964e-16,-4.025000000000005684e+00,-1.142346331352698918e+00,1.791282604652984833e+00,-1.073898015299119768e+00,-1.468808755686698442e+00
1.160000000000000142e+01,-7.458099006807370680e-16,-4.060000000000005826e+00,-1.153819660112501921e+00,1.839820903420192000e+00,-1.071655256565206660e+00,-1.462166898885815414e+00
1.170000000000000107e+01,-7.522392963762606396e-16,-4.095000000000005969e+00,-1.165331092722882600e+00,1.894496048994434023e+00,-1.073754108868147039e+00,-1.471308234087909561e+00
1.180000000000000071e+01,-7.586686920717842113e-16,-4.130000000000006111e+00,-1.176871310699196149e+00,1.957794216128815767e+00,-1.066657881436963606e+00,-1.495601734362821400e+00
1.190000000000000036e+01,-7.650980877673077829e-16,-4.165000000000006253e+00,-1.188430818085443930e+00,2.026152475435073708e+00,-1.054926549606532316e+00,-1.534477891467114441e+00
1.200000000000000000e+01,-7.715274834628313545e-16,-4.200000000000006395e+00,-1.200000000000000844e+00,1.801479311009192452e+00,-1.501029532408349132e+00,-1.574993148034167012e+00
1.210000000000000142e+01,-7.779568791583549261e-16,-4.235000000000006537e+00,-1.211569181914557758e+00,1.917936393927508254e+00,-1.405963887691903835e+00,-1.626200068746762595e+00
1.220000000000000107e+01,-7.843862748538784977e-16,-4.270000000000006679e+00,-1.223128689300805538e+00,2.038482395616825205e+00,-1.302866747998769004e+00,-1.672968830839605570e+00
1.230000000000000071e+01,-7.908156705494020693e-16,-4.305000000000006821e+00,-1.234668907277119088e+00,2.163742858982846684e+00,-1.204962575654024537e+00,-1.713188876543827011e+00
1.240000000000000036e+01,-7.972450662449256409e-16,-4.340000000000006963e+00,-1.246180339887499766e+00,2.272173298449676082e+00,-1.106224873560884170e+00,-1.747986508210027434e+00
1.250000000000000000e+01,-8.036744619404492125e-16,-4.375000000000007105e+00,-1.257653668647302769e+00,2.364757315462941545e+00,-1.011605148090651607e+00,-1.773288187496973922e+00
1.260000000000000142e+01,-8.101038576359727842e-16,-4.410000000000007248e+00,-1.269079809994791752e+00,2.446155856429228947e+00,-9.102528932569957654e-01,-1.792266839668328782e+00
1.270000000000000107e+01,-8.165332533314963558e-16,-4.445000000000007390e+00,-1.280449971294319811e+00,2.518102283010170694e+00,-8.166203790325787804e-01,-1.803869085814885143e+00
1.280000000000000071e+01,-8.229626490270199274e-16,-4.480000000000007532e+00,-1.291755705045850355e+00,2.580755837946832720e+00,-7.225181711687419517e-01,-1.810160579522173796e+00
1.290000000000000036e+01,-8.293920447225434990e-16,-4.515000000000007674e+00,-1.302988960966604548e+00,2.638124949710014544e+00,-6.445759228708972666e-01,-1.810699172621741404e+00
1.300000000000000000e+01,-8.358214404180670706e-16,-4.550000000000007816e+00,-1.314142135623731944e+00,2.275598706776256197e+00,-1.210481359000802781e+00,-1.801830734191518735e+00
1.310000000000000142e+01,-8.422508361135906422e-16,-4.585000000000007958e+00,-1.325208119312001553e+00,2.386125532960003515e+00,-1.113714471215089707e+00,-1.805071575174836074e+00
1.320000000000000107e+01,-8.486802318091142138e-16,-4.620000000000008100e+00,-1.336180339887499846e+00,2.507479277736191392e+00,-1.041504587562900541e+00,-1.806544736690664399e+00
1.330000000000000071e+01,-8.551096275046377854e-16,-4.655000000000008242e+00,-1.347052803287082767e+00,2.634919283540636759e+00,-9.906597198339789356e-01,-1.810788819820499551e+00
1.340000000000000036e+01,-8.615390232001613571e-16,-4.690000000000008384e+00,-1.357820130483768262e+00,2.768637865715213753e+00,-9.439974948474189054e-01,-1.818507646127157873e+00
1.350000000000000000e+01,-8.679684188956849287e-16,-4.725000000000008527e+00,-1.368477590650226672e+00,2.896224927697790719e+00,-8.998665714344743494e-01,-1.827809583946147454e+00
1.360000000000000142e+01,-8.743978145912085003e-16,-4.760000000000008669e+00,-1.379021130325904121e+00,3.024612119806514787e+00,-8.556284411304208026e-01,-1.840363269897452136e+00
1.370000000000000107e+01,-8.808272102867320719e-16,-4.795000000000008811e+00,-1.389447398407954504e+00,3.148826060093037338e+00,-8.194420290777636451e-01,-1.854320274609893904e+00
1.380000000000000071e+01,-8.872566059822556435e-16,-4.830000000000008953e+00,-1.399753766811903777e+00,3.267657608903015820e+00,-7.788969376363840125e-01,-1.868396388942139108e+00
1.390000000000000036e+01,-8.936860016777792151e-16,-4.865000000000009095e+00,-1.409938346674663556e+00,3.390175848124060920e+00,-7.278447127769398506e-01,-1.881391048193536308e+00
1.400000000000000000e+01,-9.001153973733027867e-16,-4.900000000000009237e+00,-1.420000000000001039e+00,3.098100775397951701e+00,-1.201570773276381177e+00,-1.888648847149057453e+00
1.410000000000000142e+01,-9.065447930688263583e-16,-4.935000000000009379e+00,-1.429938346674663574e+00,3.321817028219428369e+00,-1.081593424755560751e+00,-1.905636578793870051e+00
1.420000000000000107e+01,-9.129741887643499300e-16,-4.970000000000009521e+00,-1.439753766811903812e+00,3.541067504847305258e+00,-9.645417743887245710e-01,-1.916659993652463978e+00
1.430000000000000071e+01,-9.194035844598735016e-16,-5.005000000000009663e+00,-1.449447398407954557e+00,3.749969067495475095e+00,-8.357000832085046405e-01,-1.924350089281894771e+00
1.440000000000000036e+01,-9.258329801553970732e-16,-5.040000000000009805e+00,-1.459021130325904192e+00,3.971232884721796363e+00,-7.079812848808443304e-01,-1.927008892047155753e+00
1.450000000000000000e+01,-9.322623758509206448e-16,-5.075000000000009948e+00,-1.468477590650226761e+00,4.200072672282759711e+00,-5.815467003401190160e-01,-1.924113124199706482e+00
1.460000000000000142e+01,-9.386917715464442164e-16,-5.110000000000010090e+00,-1.477820130483768368e+00,4.437059279535096934e+00,-4.503358838933034791e-01,-1.914866643379308453e+00
1.470000000000000107e+01,-9.451211672419677880e-16,-5.145000000000010232e+00,-1.487052803287082892e+00,4.681453684777054924e+00,-3.183420136376842180e-01,-1.898280087047151898e+00
1.480000000000000071e+01,-9.515505629374913596e-16,-5.180000000000010374e+00,-1.496180339887499988e+00,4.938871548138253686e+00,-1.898673136689089935e-01,-1.875560220463377004e+00
1.490000000000000036e+01,-9.579799586330149312e-16,-5.215000000000010516e+00,-1.505208119312001713e+00,5.213529689206447770e+00,-4.290474470665863599e-02,-1.846797208482953145e+00
1.500000000000000000e+01,-9.644093543285385029e-16,-5.250000000000010658e+00,-1.514142135623732122e+00,4.586786842409122933e+00,-7.833074826592395512e-01,-1.807383828718302832e+00
1.510000000000000142e+01,-9.708387500240620745e-16,-5.285000000000010800e+00,-1.522988960966604743e+00,5.020820439737946117e+00,-5.331653024048961242e-01,-1.769578099194691889e+00
1.520000000000000107e+01,-9.772681457195856461e-16,-5.320000000000010942e+00,-1.531755705045850569e+00,5.434729560862885833e+00,-3.057494699580781683e-01,-1.730237082525149184e+00
1.530000000000000071e+01,-9.836975414151092177e-16,-5.355000000000011084e+00,-1.540449971294320042e+00,5.827521391726594224e+00,-8.986982211067193194e-02,-1.692783397053155836e+00
1.540000000000000036e+01,-9.901269371106327893e-16,-5.390000000000011227e+00,-1.549079809994792001e+00,6.188919068678282898e+00,1.009402559623237550e-01,-1.661519697386976357e+00
1.550000000000000000e+01,-9.965563328061563609e-16,-5.425000000000011369e+00,-1.557653668647303036e+00,6.531558999953057665e+00,2.560698475632808835e-01,-1.639932155879446629e+00
1.560000000000000142e+01,-1.002985728501679933e-15,-5.460000000000011511e+00,-1.566180339887500050e+00,6.844489419598992264e+00,3.807302904721027170e-01,-1.624923528691457841e+00
