时间戳,真实位置X(m),真实位置Y(m),真实位置Z(m),EKF估计位置X(m),EKF估计位置Y(m),EKF估计位置Z(m),真实速度X(m/s),真实速度Y(m/s),真实速度Z(m/s),EKF估计速度X(m/s),EKF估计速度Y(m/s),EKF估计速度Z(m/s)
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01
1.000000000000000056e-01,-6.429395695523603968e-18,-3.499999999999999639e-02,-8.430818085443103627e-03,-1.385441189005499028e-03,-2.341184579230291829e-02,3.773950802444922537e-02,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.392839401767497799e-02,-2.340789591605293429e-01,-4.814865324560446691e-02
2.000000000000000111e-01,-1.285879139104720794e-17,-6.999999999999999278e-02,-1.687131069919538609e-02,-1.606123967206289334e-03,-4.681489156630110060e-02,1.935934433590136283e-03,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-7.985340579808914915e-03,-2.340007569920022346e-01,-5.449523227644088585e-01
3.000000000000000444e-01,-1.928818708657081344e-17,-1.049999999999999822e-01,-2.533109272288189620e-02,6.945300558945345475e-03,-5.835913598216907472e-02,-3.145955007520084140e-02,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,2.552611243792841586e-02,-1.914066853107102006e-01,-1.003145300390264172e+00
4.000000000000000222e-01,-2.571758278209441587e-17,-1.399999999999999856e-01,-3.381966011250105847e-02,1.598507347115357344e-02,-8.274667329950308181e-02,-7.812668087079477353e-02,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,4.535355970026402200e-02,-2.061043912244935328e-01,-1.438858327728324893e+00
5.000000000000000000e-01,-3.214697847761801830e-17,-1.749999999999999889e-01,-4.234633135269821186e-02,2.227220468467977152e-02,-1.019172414604122973e-01,-1.121699710507865488e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,5.074944332474053132e-02,-2.029533087961529758e-01,-1.802110186318478524e+00
6.000000000000000888e-01,-3.857637417314162073e-17,-2.099999999999999922e-01,-5.092019000520907335e-02,2.823370940494052475e-02,-1.194778084408347485e-01,-1.431234714191768620e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,4.860716035916813615e-02,-1.996753481749093118e-01,-2.057922111472214599e+00
7.000000000000000666e-01,-4.500576986866522315e-17,-2.449999999999999956e-01,-5.955002870568103235e-02,3.920919302677448176e-02,-1.411629391472358497e-01,-1.843107660314845520e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,4.697956157157646279e-02,-2.305612822573506471e-01,-2.257260864897463915e+00
8.000000000000000444e-01,-5.143516556418882558e-17,-2.799999999999999711e-01,-6.824429495415054725e-02,5.097227720063792628e-02,-1.575719845335456504e-01,-2.068479596565051537e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.128949272481283121e-02,-2.882560014015842498e-01,-2.344308015868964201e+00
9.000000000000000222e-01,-5.786456125971242801e-17,-3.149999999999999467e-01,-7.701103903339634460e-02,6.537790701335177701e-02,-1.682088618984125816e-01,-2.374880627919338516e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.737639784998700476e-01,-4.026303203131870734e-01,-2.349452665106863236e+00
1.000000000000000000e+00,-6.429395695523603660e-17,-3.499999999999999223e-01,-8.585786437626907741e-02,1.589257807054112570e+00,1.257010222456967030e+00,-2.432828331090102769e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-4.033220996143932480e-01,-5.897026723774385637e-01,-2.291253040000618135e+00
1.100000000000000089e+00,-7.072335265075964519e-17,-3.849999999999998979e-01,-9.479188068799941636e-02,1.519105728886029683e+00,1.168004883413660044e+00,-2.587128642561212777e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-7.353641325562713105e-01,-8.848219146151473646e-01,-2.181900302313247053e+00
1.200000000000000178e+00,-7.715274834628325378e-17,-4.199999999999998734e-01,-1.038196601125010998e-01,1.407632677290313605e+00,1.047411154946933820e+00,-2.664207598494245377e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.046468476892520982e+00,-1.103700240204146477e+00,-2.040727139884540353e+00
1.300000000000000044e+00,-8.358214404180686237e-17,-4.549999999999998490e-01,-1.129471967129182242e-01,1.270613675075582316e+00,8.988317195116848346e-01,-2.593502452306827299e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.113044565542217645e+00,-1.311033539324898856e+00,-1.895319222012015192e+00
1.400000000000000133e+00,-9.001153973733047096e-17,-4.899999999999998246e-01,-1.221798695162327197e-01,1.142612191499638996e+00,7.525485351405311052e-01,-2.529393958081086469e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-9.993131677570596949e-01,-1.403863796908299655e+00,-1.653306419735832256e+00
1.500000000000000000e+00,-9.644093543285407955e-17,-5.249999999999998002e-01,-1.315224093497743274e-01,1.017763830281450010e+00,6.219567813538076084e-01,-2.445158992744490833e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.180502467121210319e+00,-1.123963688623741186e+00,-1.469477885452101562e+00
1.600000000000000089e+00,-1.028703311283776881e-16,-5.599999999999998312e-01,-1.409788696740970071e-01,9.144001654241237231e-01,5.370421636950959421e-01,-2.294303269834448988e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-7.118300269111069722e-01,-1.294343917076403283e+00,-1.288105692271371172e+00
1.700000000000000178e+00,-1.092997268239012967e-16,-5.949999999999998623e-01,-1.505526015920465588e-01,8.312464221849625856e-01,4.531012532092790757e-01,-2.193229672146608522e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-8.889079947166397266e-01,-1.095671009797406947e+00,-1.228984850973501519e+00
1.800000000000000044e+00,-1.157291225194249053e-16,-6.299999999999998934e-01,-1.602462331880973589e-01,7.640828010298997830e-01,3.829661253123017306e-01,-2.235531619424703798e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-8.108333982155888631e-01,-1.146907256732923930e+00,-1.279232692148555284e+00
1.900000000000000133e+00,-1.221585182149485016e-16,-6.649999999999999245e-01,-1.700616533253375418e-01,7.096590730082484866e-01,3.276617304452159596e-01,-2.250701608589629754e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-6.558365604083465916e-01,-1.190531459155364402e+00,-1.132162452683227460e+00
2.000000000000000000e+00,-1.285879139104720978e-16,-6.999999999999999556e-01,-1.800000000000001321e-01,7.841914580836155391e-02,-4.561009883909874496e-01,-2.291329376319880262e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-5.202839473907654444e-01,-1.327205410520272189e+00,-1.159081179688227214e+00
2.100000000000000089e+00,-1.350173096059956941e-16,-7.349999999999999867e-01,-1.900616533253375595e-01,3.036366926521919668e-02,-5.504725684773857930e-01,-2.375271607783792649e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-4.675480613949614117e-01,-1.342909373795756034e+00,-1.113963812797514441e+00
2.200000000000000178e+00,-1.414467053015192904e-16,-7.700000000000000178e-01,-2.002462331880973945e-01,1.177584916097752527e-03,-6.351488950250622212e-01,-2.459105629334303600e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-3.970739185491614087e-01,-1.454821209393116765e+00,-1.161960735297047131e+00
2.300000000000000266e+00,-1.478761009970428866e-16,-8.050000000000000488e-01,-2.105526015920466121e-01,-2.277097900964630828e-02,-6.930304555078059536e-01,-2.643457062866334528e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-3.786755021113817343e-01,-1.483952071503928272e+00,-1.253105332622596935e+00
2.400000000000000355e+00,-1.543054966925664829e-16,-8.400000000000000799e-01,-2.209788696740970781e-01,-4.420073227346263400e-02,-7.448226662173701440e-01,-2.841053430322356688e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-3.194439868614826761e-01,-1.534037234178524445e+00,-1.216160470739820587e+00
2.500000000000000000e+00,-1.607348923880900792e-16,-8.750000000000001110e-01,-2.315224093497744162e-01,-5.765059983101311625e-02,-7.918092240882883548e-01,-2.935108685930103434e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-3.380564692067423160e-01,-1.570783047335240212e+00,-1.231996594610078821e+00
2.600000000000000089e+00,-1.671642880836136754e-16,-9.100000000000001421e-01,-2.421798695162328263e-01,-6.843766783121890684e-02,-8.341758590559197328e-01,-3.088807727940069414e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-3.900274549453878192e-01,-1.611754660755811308e+00,-1.303220680949837673e+00
2.700000000000000178e+00,-1.735936837791372717e-16,-9.450000000000001732e-01,-2.529471967129183207e-01,-7.727068600371367335e-02,-8.799964861285173301e-01,-3.171331227871542757e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-4.178807109191963742e-01,-1.583814142380592704e+00,-1.284301880053099865e+00
2.800000000000000266e+00,-1.800230794746608680e-16,-9.800000000000002043e-01,-2.638196601125012419e-01,-9.031324121603595545e-02,-9.210162848308846018e-01,-3.255949648647556427e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-4.920163206062962424e-01,-1.554026481717203589e+00,-1.281363478715613180e+00
2.900000000000000355e+00,-1.864524751701844642e-16,-1.015000000000000124e+00,-2.747918806879995901e-01,-1.017410117734421776e-01,-9.551597918908548701e-01,-3.318736741780559663e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-5.933543001057525190e-01,-1.493881647604123009e+00,-1.295321925455334977e+00
3.000000000000000000e+00,-1.928818708657080605e-16,-1.050000000000000044e+00,-2.858578643762692550e-01,4.641218658474455250e-01,-4.576720975889541632e-01,-3.471417784894343939e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-7.145261400884540537e-01,-1.371294981416824488e+00,-1.335928823272226396e+00
3.100000000000000089e+00,-1.993112665612316568e-16,-1.084999999999999964e+00,-2.970110390333965400e-01,4.214080233215984905e-01,-5.197347672554960551e-01,-3.649171122085709262e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-8.700939340047206816e-01,-1.259072430985473945e+00,-1.409208033372614688e+00
3.200000000000000178e+00,-2.057406622567552530e-16,-1.119999999999999885e+00,-3.082442949541507882e-01,3.884825220189984107e-01,-5.665476999124873236e-01,-3.823099099831515080e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-9.703155929256076506e-01,-1.043527091290165298e+00,-1.381592133489847107e+00
3.300000000000000266e+00,-2.121700579522788493e-16,-1.154999999999999805e+00,-3.195500287056812772e-01,3.614337447614034415e-01,-5.936795945196644553e-01,-3.930736921655496596e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.085994786816939284e+00,-7.962007119727102511e-01,-1.339040934888320988e+00
3.400000000000000355e+00,-2.185994536478024455e-16,-1.189999999999999725e+00,-3.309201900052093359e-01,3.399655996722536488e-01,-6.090816789415784971e-01,-4.052821855891198810e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.200407492161162493e+00,-5.152001643796312313e-01,-1.324843991515831432e+00
3.500000000000000000e+00,-2.250288493433260418e-16,-1.224999999999999645e+00,-3.423463313526984297e-01,3.258646300290189979e-01,-6.125856719739525280e-01,-4.202248067394015463e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.262409941098917576e+00,-1.916950630417827706e-01,-1.342395008252541988e+00
3.600000000000000089e+00,-2.314582450388496627e-16,-1.259999999999999565e+00,-3.538196601125013219e-01,3.122682895001972492e-01,-5.983378916507031686e-01,-4.208616765511294378e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.230751168803499551e+00,1.808866408511028978e-01,-1.374261226467527575e+00
3.700000000000000178e+00,-2.378876407343732836e-16,-1.294999999999999485e+00,-3.653310927228821670e-01,2.997215244380094790e-01,-5.787375429813707006e-01,-4.274750918527227550e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.061548120114236271e+00,5.455745004564308553e-01,-1.459540273810655986e+00
3.800000000000000266e+00,-2.443170364298969046e-16,-1.329999999999999405e+00,-3.768713106991956607e-01,2.913453197041716014e-01,-5.503425499134421139e-01,-4.528501697009161830e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-7.203114450369422217e-01,8.850074445319233707e-01,-1.609084767160504414e+00
3.900000000000000355e+00,-2.507464321254205255e-16,-1.364999999999999325e+00,-3.884308180854433856e-01,2.837069672172753410e-01,-5.232873764715344489e-01,-4.704169362895384565e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.887775301808166106e-01,1.109897534535662977e+00,-1.771668997474268314e+00
4.000000000000000000e+00,-2.571758278209441464e-16,-1.399999999999999245e+00,-4.000000000000002998e-01,4.959851650740728646e-01,-4.402504295128858436e-01,-5.068599246929663682e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,4.465546626312395517e-01,1.117285395498381906e+00,-2.042150560906473178e+00
4.100000000000000533e+00,-2.636052235164677673e-16,-1.434999999999999165e+00,-4.115691819145572139e-01,5.280610782010990434e-01,-3.974579255480030215e-01,-5.429400790774432384e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,1.012799687427996531e+00,8.568753635866066531e-01,-2.362418235567527613e+00
4.200000000000000178e+00,-2.700346192119913882e-16,-1.469999999999999085e+00,-4.231286893008049388e-01,5.562668612449260808e-01,-3.738402700653404298e-01,-5.958219628745063945e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,1.349453350809644459e+00,4.608726620416715436e-01,-2.736817687273072064e+00
4.299999999999999822e+00,-2.764640149075150091e-16,-1.504999999999999005e+00,-4.346689072771184326e-01,5.810723345251167515e-01,-3.598302020101847853e-01,-6.580620492805090427e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,1.609060271131615316e+00,1.178010468005548789e-01,-3.115613350647454372e+00
4.400000000000000355e+00,-2.828934106030386301e-16,-1.539999999999998925e+00,-4.461803398874992777e-01,6.026973395902077701e-01,-3.440359162584947228e-01,-7.086284186795162032e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,1.912706850195912134e+00,-3.954085304536524015e-03,-3.497001186682213714e+00
4.500000000000000000e+00,-2.893228062985622510e-16,-1.574999999999998845e+00,-4.576536686473021143e-01,6.071184136064298187e-01,-3.310021308671274309e-01,-7.708258229651763216e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,2.169857934799489740e+00,1.104363876667058264e-01,-4.004719717661897604e+00
4.600000000000000533e+00,-2.957522019940858719e-16,-1.609999999999998765e+00,-4.690798099947913191e-01,5.999998232722953961e-01,-3.128937722540819921e-01,-8.279163008798121615e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,2.254919030734529706e+00,3.396556583878836411e-01,-4.617556319017060318e+00
4.700000000000000178e+00,-3.021815976896094928e-16,-1.644999999999998685e+00,-4.804499712943193224e-01,5.724087006005106337e-01,-2.863419657577371269e-01,-8.911267408512654198e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,2.086569532504345403e+00,5.594047665372759992e-01,-5.294570870990131795e+00
4.800000000000000711e+00,-3.086109933851331137e-16,-1.679999999999998606e+00,-4.917557050458498669e-01,5.404596769576197612e-01,-2.545992304391768157e-01,-9.574195077919147590e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,1.670777621957834524e+00,6.678347487977095431e-01,-5.939676815669455046e+00
4.900000000000000355e+00,-3.150403890806567346e-16,-1.714999999999998526e+00,-5.029889609666040595e-01,5.173153485034277521e-01,-2.204003588903936939e-01,-1.032985353215801094e+00,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,1.039825594106968065e+00,6.153742466419418466e-01,-6.451863926017174400e+00
5.000000000000000000e+00,-3.214697847761803556e-16,-1.749999999999998446e+00,-5.141421356237312335e-01,6.018344944322763235e-01,-3.260047818876736780e-01,-1.088363763137849549e+00,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,2.263988529053222176e-01,3.870998607139529146e-01,-6.659386802847584441e+00
5.100000000000000533e+00,-3.278991804717039765e-16,-1.784999999999998366e+00,-5.252081193120009539e-01,5.745813346373898067e-01,-2.999011379470082339e-01,-1.133679332081097613e+00,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-6.023161541795691853e-01,1.440707616199948284e-02,-6.489240753359664104e+00
5.200000000000000178e+00,-3.343285761672275974e-16,-1.819999999999998286e+00,-5.361803398874992466e-01,5.281768012500980269e-01,-2.988177794862187930e-01,-1.130312915207468016e+00,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.203964814608803557e+00,-4.454523551030800665e-01,-5.891420949652300898e+00
5.300000000000000711e+00,-3.407579718627512183e-16,-1.854999999999998206e+00,-5.470528032870821677e-01,4.721108730955383970e-01,-3.089421205092916511e-01,-1.093859164382335436e+00,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.517780262715829886e+00,-8.266742000396265500e-01,-5.047950064455445585e+00
5.400000000000000355e+00,-3.471873675582748392e-16,-1.889999999999998126e+00,-5.578201304837677732e-01,4.126176170435125745e-01,-3.268080215712941827e-01,-1.029832059097814501e+00,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.714961959682288040e+00,-1.117596081935873453e+00,-4.221207416097568554e+00
5.500000000000000000e+00,-3.536167632537984601e-16,-1.924999999999998046e+00,-5.684775906502260723e-01,3.658529543925946315e-01,-3.576087606471342051e-01,-9.745368363609425710e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.825784801584183326e+00,-1.330632210556091266e+00,-3.830953999970803103e+00
5.600000000000000533e+00,-3.600461589493220810e-16,-1.959999999999997966e+00,-5.790211303259034104e-01,3.282952652885750555e-01,-3.762105213207904697e-01,-9.502141182211127912e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.951120051792650134e+00,-1.425922297077112155e+00,-3.868670427164300207e+00
5.700000000000000178e+00,-3.664755546448457020e-16,-1.994999999999997886e+00,-5.894473984079539042e-01,2.816734900799779395e-01,-3.826237345291075287e-01,-9.437738841161469328e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-2.207690026459434129e+00,-1.507517309560712615e+00,-3.976045388316545637e+00
5.800000000000000711e+00,-3.729049503403693229e-16,-2.029999999999998028e+00,-5.997537668119031773e-01,2.221167727881533105e-01,-3.942959593294783627e-01,-9.458746353689452269e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-2.501802707065815312e+00,-1.645396905142678445e+00,-3.986650569285268286e+00
5.900000000000000355e+00,-3.793343460358929438e-16,-2.064999999999998170e+00,-6.099383466746629567e-01,1.454874296913890586e-01,-4.004713715078452863e-01,-9.523101099465481889e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-2.759713400301820219e+00,-1.760438314091242074e+00,-3.942972509117045110e+00
6.000000000000000000e+00,-3.857637417314165647e-16,-2.099999999999998312e+00,-6.200000000000004396e-01,2.209364552857034925e-01,-5.881207770908970511e-01,-9.511209717251782880e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-2.963273143999144654e+00,-1.852704517884005364e+00,-3.875334200502722926e+00
6.100000000000000533e+00,-3.921931374269401856e-16,-2.134999999999998455e+00,-6.299383466746629745e-01,8.187440045416173595e-02,-6.351156259220364086e-01,-9.564648777820636827e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-3.131192401244832890e+00,-1.905302082362632543e+00,-3.786988448528184392e+00
6.200000000000000178e+00,-3.986225331224638065e-16,-2.169999999999998597e+00,-6.397537668119032128e-01,-7.501739542271664007e-02,-6.754898441514908258e-01,-9.534787299812390593e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-3.286725348780209721e+00,-1.924596002138746931e+00,-3.688669886592994551e+00
6.300000000000000711e+00,-4.050519288179874275e-16,-2.204999999999998739e+00,-6.494473984079539575e-01,-2.334143793207681117e-01,-7.179518378073167506e-01,-9.592719949231822696e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-3.413548332820009801e+00,-1.919444304006804769e+00,-3.629766693675911871e+00
6.400000000000000355e+00,-4.114813245135110484e-16,-2.239999999999998881e+00,-6.590211303259034814e-01,-4.038827367216596409e-01,-7.482214134178984954e-01,-9.572154199948923470e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-3.531242317308065370e+00,-1.833457826938056812e+00,-3.491530698611105876e+00
6.500000000000000000e+00,-4.179107202090346693e-16,-2.274999999999999023e+00,-6.684775906502261611e-01,-5.813600235942656402e-01,-7.835412254040916569e-01,-9.553066959115393830e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-3.567202641350504244e+00,-1.644199175358123322e+00,-3.293890639341756188e+00
6.600000000000000533e+00,-4.243401159045582902e-16,-2.309999999999999165e+00,-6.778201304837678798e-01,-7.626042199045452996e-01,-8.154892545077475630e-01,-9.416059713633131434e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-3.349668320848299796e+00,-1.265745000781349106e+00,-3.078134616126718903e+00
6.700000000000000178e+00,-4.307695116000819111e-16,-2.344999999999999307e+00,-6.870528032870822921e-01,-9.065022317154246556e-01,-8.657348925386526561e-01,-9.313064926148713063e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-2.740324918617779382e+00,-8.185801407500316040e-01,-2.959685678393800146e+00
6.800000000000000711e+00,-4.371989072956055320e-16,-2.379999999999999449e+00,-6.961803398874993887e-01,-1.002501531634600429e+00,-9.221089319279441865e-01,-9.381125528632074939e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-2.020273166015857491e+00,-5.398054819168655039e-01,-2.966607516610189066e+00
6.900000000000000355e+00,-4.436283029911291530e-16,-2.414999999999999591e+00,-7.052081193120011138e-01,-1.046583468045445997e+00,-9.785516494774637586e-01,-9.522727004624331748e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.386742103204197107e+00,-4.332831484568266944e-01,-3.010719605374003294e+00
7.000000000000000000e+00,-4.500576986866527739e-16,-2.449999999999999734e+00,-7.141421356237314111e-01,-1.165447073577967396e+00,-1.602298508047042436e+00,-9.596206172029432269e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-8.811090641024277303e-01,-4.228703925844554679e-01,-3.034902839956247433e+00
7.100000000000000533e+00,-4.564870943821763455e-16,-2.484999999999999876e+00,-7.229889609666041439e-01,-1.175894258787404834e+00,-1.649436696465625518e+00,-9.756702487582540329e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-4.567554561736537067e-01,-4.174845675327092387e-01,-3.030585008007204095e+00
7.200000000000000178e+00,-4.629164900776999171e-16,-2.520000000000000018e+00,-7.317557050458499690e-01,-1.165245976675857165e+00,-1.693432153939609108e+00,-9.780446651431804472e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,-1.367866817809626767e-01,-3.987081661878383865e-01,-2.972697569015424701e+00
7.300000000000000711e+00,-4.693458857732234887e-16,-2.555000000000000160e+00,-7.404499712943195533e-01,-1.137428264808516332e+00,-1.741218968968221814e+00,-9.782963742592457601e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,5.946114300871294112e-02,-3.997297656077625772e-01,-2.868720206641843351e+00
7.400000000000000355e+00,-4.757752814687470603e-16,-2.590000000000000302e+00,-7.490798099947915123e-01,-1.102332037923871466e+00,-1.779099430419853300e+00,-9.823843353206398454e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,1.484500729444699629e-01,-3.856342819937777500e-01,-2.716311893169888858e+00
7.500000000000000000e+00,-4.822046771642706319e-16,-2.625000000000000444e+00,-7.576536686473023252e-01,-1.061452490221260536e+00,-1.810646122108597433e+00,-9.751234376559076988e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,2.438405934475611214e-01,-3.762575413020758930e-01,-2.579490441307089821e+00
7.600000000000000533e+00,-4.886340728597942035e-16,-2.660000000000000586e+00,-7.661803398874995619e-01,-1.009035844030344631e+00,-1.837883313962810350e+00,-9.722764879402371330e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,4.709186873968426168e-01,-3.702974647791985041e-01,-2.537296729995635491e+00
7.700000000000000178e+00,-4.950634685553177752e-16,-2.695000000000000728e+00,-7.746689072771186790e-01,-9.554531392688913050e-01,-1.877423917649612140e+00,-9.809820528647915650e-01,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,8.267820153219102020e-01,-3.945889808726619208e-01,-2.624737989587829112e+00
7.800000000000000711e+00,-5.014928642508413468e-16,-2.730000000000000870e+00,-7.831286893008051475e-01,-8.857088794006295895e-01,-1.928603768985437839e+00,-1.002746516695094181e+00,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,1.334404384823847600e+00,-4.482984683148827920e-01,-2.848098014915985132e+00
7.900000000000000355e+00,-5.079222599463649184e-16,-2.765000000000001013e+00,-7.915691819145574959e-01,-8.104728319375266166e-01,-1.991835647734900849e+00,-1.042244969308245173e+00,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,1.918971983666317049e+00,-5.201487469062061608e-01,-3.117002590903660053e+00
8.000000000000000000e+00,-5.143516556418884900e-16,-2.800000000000001155e+00,-8.000000000000005995e-01,-9.607924832218494027e-01,-2.565503378076190888e+00,-1.063936625457848173e+00,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,2.538211630717556400e+00,-5.857224930640314575e-01,-3.374278471070598862e+00
8.099999999999999645e+00,-5.207810513374120616e-16,-2.835000000000001297e+00,-8.084308180854437031e-01,-8.264063651837156854e-01,-2.639540515169425117e+00,-1.106228645799089971e+00,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,3.113220864400389587e+00,-6.295408744059076689e-01,-3.636254722286662577e+00
8.200000000000001066e+00,-5.272104470329356332e-16,-2.870000000000001439e+00,-8.168713106991959405e-01,-6.817725390304153477e-01,-2.710683842614368899e+00,-1.138728167228989951e+00,7.071067811865469621e-02,-2.792893218813451983e-01,-1.000000000000000056e-01,3.614381282007376850e+00,-6.515157325552277667e-01,-3.911206191301037194e+00
