Time(s),True Position X(m),True Position Y(m),True Position Z(m),UKF Estimated Position X(m),UKF Estimated Position Y(m),UKF Estimated Position Z(m)
7.229999999999999716e+01,6.138981765568875204e+00,-1.495592629462123213e+01,-5.985331092722798729e+00,6.856860628568945515e+00,-1.521128371442373606e+01,-5.978810614727759543e+00
7.240000000000000568e+01,6.188174931248052069e+00,-1.490990432667814503e+01,-5.983819660112417615e+00,6.959703252652410299e+00,-1.510743299336220957e+01,-5.985637346975604345e+00
7.250000000000000000e+01,6.237350724532776169e+00,-1.486395035386307129e+01,-5.982346331352615287e+00,7.063528221346892622e+00,-1.500213460952733158e+01,-5.992652664326470813e+00
7.260000000000000853e+01,6.286509007369213364e+00,-1.481806489221183654e+01,-5.980920190005125647e+00,7.168325869963126706e+00,-1.489539794602269751e+01,-5.999860500111825701e+00
7.270000000000000284e+01,6.335649641752684857e+00,-1.477224845699091915e+01,-5.979550028705597597e+00,7.274085078548651495e+00,-1.478723081180709187e+01,-6.007266604229997142e+00
7.279999999999999716e+01,6.384772489728062439e+00,-1.472650156269167177e+01,-5.978244294954067506e+00,7.380782691895490188e+00,-1.467764742270481548e+01,-6.014867438773016772e+00
7.290000000000000568e+01,6.433877413390145961e+00,-1.468082472302454988e+01,-5.977011039033312656e+00,7.488398832963735430e+00,-1.456665710683832060e+01,-6.022662351294052030e+00
7.300000000000000000e+01,6.482964274884057687e+00,-1.463521845091333340e+01,-5.975857864376186157e+00,7.718378044818873462e+00,-1.413595826991620541e+01,-5.945375798220690733e+00
7.310000000000000853e+01,6.532032936405626877e+00,-1.458968325848936765e+01,-5.974791880687916112e+00,7.817913773566321112e+00,-1.402940147852284269e+01,-5.951359799220366398e+00
7.320000000000000284e+01,6.581083260201773477e+00,-1.454421965708581865e+01,-5.973819660112417829e+00,7.917909549517037959e+00,-1.392185781324828753e+01,-5.957525954443667615e+00
7.329999999999999716e+01,6.630115108570900695e+00,-1.449882815723193019e+01,-5.972947196712834916e+00,8.018345298949537181e+00,-1.381336080203774941e+01,-5.963876930588057235e+00
7.340000000000000568e+01,6.679128343863278694e+00,-1.445350926864728436e+01,-5.972179869516149431e+00,8.119205727468330025e+00,-1.370394539154384006e+01,-5.970412218694743700e+00
7.350000000000000000e+01,6.728122828481430950e+00,-1.440826350023608171e+01,-5.971522409349691252e+00,8.220473014975684833e+00,-1.359364650254315876e+01,-5.977132082481535491e+00
7.360000000000000853e+01,6.777098424880521499e+00,-1.436309136008142673e+01,-5.970978869674013367e+00,8.322135038102089766e+00,-1.348249979786115205e+01,-5.984035177997629518e+00
7.370000000000000284e+01,6.826054995568735961e+00,-1.431799335543962748e+01,-5.970552601591963437e+00,8.424173043403786920e+00,-1.337053467848775057e+01,-5.991126045993262039e+00
7.379999999999999716e+01,6.874992403107676786e+00,-1.427296999273448819e+01,-5.970246233188014173e+00,8.526574589904999613e+00,-1.325777969831225533e+01,-5.998400986022666359e+00
7.390000000000000568e+01,6.923910510112742500e+00,-1.422802177755163022e+01,-5.970061653325253737e+00,8.629326609718795282e+00,-1.314426261311226085e+01,-6.005863160775991361e+00
7.400000000000000000e+01,6.972809179253514955e+00,-1.418314921463281308e+01,-5.969999999999917151e+00,8.371055481996336312e+00,-1.336080059732387149e+01,-5.937319144644754410e+00
7.410000000000000853e+01,7.021688273254145685e+00,-1.413835280787026782e+01,-5.970061653325253737e+00,8.463372488869854493e+00,-1.326447629535767447e+01,-5.942861063549198519e+00
7.420000000000000284e+01,7.070547654893737821e+00,-1.409363306030103580e+01,-5.970246233188014173e+00,8.555690258112903734e+00,-1.316808189066397716e+01,-5.948573551175837082e+00
7.429999999999999716e+01,7.119387187006736895e+00,-1.404899047410132162e+01,-5.970552601591963437e+00,8.647989432764870088e+00,-1.307163292099952656e+01,-5.954454473869976283e+00
7.440000000000000568e+01,7.168206732483314525e+00,-1.400442555058084970e+01,-5.970978869674013367e+00,8.740251581943525139e+00,-1.297514734507741707e+01,-5.960505435382177808e+00
7.450000000000000000e+01,7.217006154269746787e+00,-1.395993879017724559e+01,-5.971522409349691252e+00,8.832462872047983637e+00,-1.287863752315198695e+01,-5.966733767398491040e+00
7.460000000000000853e+01,7.265785315368808561e+00,-1.391553069245040319e+01,-5.972179869516149431e+00,8.924607213729199628e+00,-1.278211346204201249e+01,-5.973138790518365937e+00
7.470000000000000284e+01,7.314544078840150121e+00,-1.387120175607688566e+01,-5.972947196712834916e+00,9.016662393732417513e+00,-1.268559511611628210e+01,-5.979718917424950320e+00
7.479999999999999716e+01,7.363282307800687931e+00,-1.382695247884432277e+01,-5.973819660112417829e+00,9.108600854028129135e+00,-1.258909353893081118e+01,-5.986471330937540358e+00
7.490000000000000568e+01,7.411999865424986567e+00,-1.378278335764580831e+01,-5.974791880687916112e+00,9.200403274492760630e+00,-1.249262144204463709e+01,-5.993392758229902029e+00
7.500000000000000000e+01,7.460696614945638849e+00,-1.373869488847434539e+01,-5.975857864376186157e+00,8.758645617604178923e+00,-1.286054510688544283e+01,-5.938897862003652328e+00
7.510000000000000853e+01,7.509372419653658426e+00,-1.369468756641725449e+01,-5.977011039033313544e+00,8.844521408882144442e+00,-1.277194654760130277e+01,-5.943066318912098467e+00
7.520000000000000284e+01,7.558027142898850137e+00,-1.365076188565062765e+01,-5.978244294954067506e+00,8.930138676180291668e+00,-1.268361178424542857e+01,-5.947380944271014158e+00
7.529999999999999716e+01,7.606660648090212362e+00,-1.360691833943376317e+01,-5.979550028705597597e+00,9.015487425757076068e+00,-1.259555899649597421e+01,-5.951843134548866487e+00
7.540000000000000568e+01,7.655272798696302061e+00,-1.356315742010365177e+01,-5.980920190005125647e+00,9.100562735853500840e+00,-1.250780322410938794e+01,-5.956452817627152285e+00
7.550000000000000000e+01,7.703863458245629126e+00,-1.351947961906942197e+01,-5.982346331352615287e+00,9.185366502622535734e+00,-1.242035464504880338e+01,-5.961205666693022209e+00
7.560000000000000853e+01,7.752432490327036518e+00,-1.347588542680683865e+01,-5.983819660112417615e+00,9.269898282993086269e+00,-1.233323629866180937e+01,-5.966097098578742930e+00
7.570000000000000284e+01,7.800979758590081303e+00,-1.343237533285278928e+01,-5.985331092722798729e+00,9.354145728436858320e+00,-1.224646739147970465e+01,-5.971123086513163258e+00
7.579999999999999716e+01,7.849505126745426331e+00,-1.338894982579978077e+01,-5.986871310699111604e+00,9.438100666858876053e+00,-1.216007156330380923e+01,-5.976285314110597824e+00
7.590000000000000568e+01,7.898008458565202616e+00,-1.334560939329047358e+01,-5.988430818085359597e+00,9.521750563632277675e+00,-1.207408480632294356e+01,-5.981583430797751788e+00
7.600000000000000000e+01,7.946489617883417012e+00,-1.330235452201217683e+01,-5.989999999999916724e+00,9.441510467725372280e+00,-1.219723345633337885e+01,-5.948914430815715804e+00
7.610000000000000853e+01,7.994948468596319024e+00,-1.325918569769140554e+01,-5.991569181914473852e+00,9.530550153421636139e+00,-1.211613660994157726e+01,-5.951811509829905589e+00
7.620000000000000284e+01,8.043384874662780959e+00,-1.321610340508841830e+01,-5.993128689300720957e+00,9.619548601136031607e+00,-1.203566114941373399e+01,-5.954837093150075589e+00
7.629999999999999716e+01,8.091798700104693154e+00,-1.317310812799177100e+01,-5.994668907277034720e+00,9.708510226172833768e+00,-1.195584928233543565e+01,-5.957993330192142167e+00
7.640000000000000568e+01,8.140189809007333466e+00,-1.313020034921288648e+01,-5.996180339887415833e+00,9.797441738717296289e+00,-1.187674478920872190e+01,-5.961287752569049303e+00
7.650000000000000000e+01,8.188558065519751850e+00,-1.308738055058064020e+01,-5.997653668647218161e+00,9.886344921175890477e+00,-1.179838330169697969e+01,-5.964715147987060817e+00
7.660000000000000853e+01,8.236903333855158493e+00,-1.304464921293593349e+01,-5.999079809994707801e+00,9.975233785186851776e+00,-1.172080583460131464e+01,-5.968274482100564882e+00
7.670000000000000284e+01,8.285225478291291523e+00,-1.300200681612631293e+01,-6.000449971294235851e+00,1.006410351830829342e+01,-1.164405172075901618e+01,-5.971967469763786340e+00
7.680000000000001137e+01,8.333524363170813132e+00,-1.295945383900056491e+01,-6.001755705045765943e+00,1.015295127581490675e+01,-1.156816011853624104e+01,-5.975791721555342662e+00
7.690000000000000568e+01,8.381799852901680836e+00,-1.291699075940334573e+01,-6.002988960966520793e+00,1.024176656003950114e+01,-1.149316888634976408e+01,-5.979745683248459898e+00
7.700000000000000000e+01,8.430051811957525842e+00,-1.287461805416982585e+01,-6.004142135623647292e+00,1.003212665165886719e+01,-1.158816804643307563e+01,-5.960712323960391856e+00
7.710000000000000853e+01,8.478280104878050949e+00,-1.283233619912030754e+01,-6.005208119311917336e+00,1.011921127238830564e+01,-1.151247037033260767e+01,-5.962466074848496334e+00
7.720000000000000284e+01,8.526484596269382266e+00,-1.279014566905492067e+01,-6.006180339887415620e+00,1.020623110204033424e+01,-1.143764177449506292e+01,-5.964337464788371790e+00
7.730000000000001137e+01,8.574665150804477776e+00,-1.274804693774825104e+01,-6.007052803286998532e+00,1.029317235261238750e+01,-1.136370051397716452e+01,-5.966326234183263466e+00
7.740000000000000568e+01,8.622821633223487936e+00,-1.270604047794405034e+01,-6.007820130483684018e+00,1.038002644128753360e+01,-1.129067090525520456e+01,-5.968434906613964586e+00
7.750000000000000000e+01,8.670953908334142923e+00,-1.266412676134991422e+01,-6.008477590650142197e+00,1.046678554787307291e+01,-1.121856541003381835e+01,-5.970664680079398323e+00
7.760000000000000853e+01,8.719061841012134551e+00,-1.262230625863198341e+01,-6.009021130325820081e+00,1.055344629811379775e+01,-1.114741639132441975e+01,-5.973016041561219680e+00
7.770000000000000284e+01,8.767145296201491078e+00,-1.258057943940966084e+01,-6.009447398407870011e+00,1.064001019076174259e+01,-1.107724897491797833e+01,-5.975490545119910735e+00
7.780000000000001137e+01,8.815204138914953802e+00,-1.253894677225035004e+01,-6.009753766811819276e+00,1.072648720842597925e+01,-1.100808898272924807e+01,-5.978086652682740976e+00
7.790000000000000568e+01,8.863238234234367852e+00,-1.249740872466417052e+01,-6.009938346674579712e+00,1.081288754195702495e+01,-1.093996117117542610e+01,-5.980809392539519820e+00
7.800000000000000000e+01,8.911247447311044567e+00,-1.245596576309872638e+01,-6.009999999999916298e+00,1.059816080043746211e+01,-1.099387130842116100e+01,-5.966893038729206289e+00
7.810000000000000853e+01,8.959231643366152298e+00,-1.241461835293386251e+01,-6.009938346674579712e+00,1.068184156185820655e+01,-1.092097231418981096e+01,-5.968385999845260415e+00
7.820000000000000284e+01,9.007190687691091213e+00,-1.237336695847643853e+01,-6.009753766811819276e+00,1.076546413439594829e+01,-1.084891670850468870e+01,-5.970000173157277601e+00
7.830000000000001137e+01,9.055124445647875220e+00,-1.233221204295510809e+01,-6.009447398407870011e+00,1.084905706857446006e+01,-1.077773190218644572e+01,-5.971733223357134079e+00
7.840000000000000568e+01,9.103032782669497891e+00,-1.229115406851513193e+01,-6.009021130325820081e+00,1.093263601146019681e+01,-1.070744929523934985e+01,-5.973589196987660443e+00
7.850000000000000000e+01,9.150915564260321489e+00,-1.225019349621317666e+01,-6.008477590650142197e+00,1.101621276607974664e+01,-1.063810288082756017e+01,-5.975569579953226906e+00
7.860000000000000853e+01,9.198772655996455327e+00,-1.220933078601214028e+01,-6.007820130483684018e+00,1.109979280238345467e+01,-1.056972320163710322e+01,-5.977676738527346600e+00
7.870000000000000284e+01,9.246603923526123481e+00,-1.216856639677599183e+01,-6.007052803286998532e+00,1.118338716024976520e+01,-1.050233582078706007e+01,-5.979906853399238997e+00
7.880000000000001137e+01,9.294409232570053803e+00,-1.212790078626460222e+01,-6.006180339887415620e+00,1.126700436598858346e+01,-1.043596174209074690e+01,-5.982257212496715937e+00
7.890000000000000568e+01,9.342188448921842081e+00,-1.208733441112863360e+01,-6.005208119311917336e+00,1.135065375206573890e+01,-1.037062320397143367e+01,-5.984728529337054681e+00
7.900000000000000000e+01,9.389941438448339284e+00,-1.204686772690437913e+01,-6.004142135623647292e+00,1.109769583092489142e+01,-1.059019685878629957e+01,-5.963253396453772837e+00
7.910000000000000853e+01,9.437668067090028146e+00,-1.200650118800866650e+01,-6.002988960966519905e+00,1.118483719107221219e+01,-1.052389058221891815e+01,-5.964866104030946303e+00
7.920000000000000284e+01,9.485368200861387322e+00,-1.196623524773375458e+01,-6.001755705045765943e+00,1.127223114813943994e+01,-1.045848256400796572e+01,-5.966601229649945992e+00
7.930000000000001137e+01,9.533041705851280412e+00,-1.192607035824223871e+01,-6.000449971294235851e+00,1.135987882830416140e+01,-1.039399190268655815e+01,-5.968456361379452346e+00
7.940000000000000568e+01,9.580688448223328990e+00,-1.188600697056196687e+01,-5.999079809994707801e+00,1.144777289600993697e+01,-1.033044149180345528e+01,-5.970430286030847356e+00
7.950000000000000000e+01,9.628308294216280316e+00,-1.184604553458099296e+01,-5.997653668647218161e+00,1.153590626997860369e+01,-1.026784746095082568e+01,-5.972518103802972433e+00
7.960000000000000853e+01,9.675901110144398132e+00,-1.180618649904250717e+01,-5.996180339887415833e+00,1.162425824693805509e+01,-1.020622849284431055e+01,-5.974721231462563509e+00
7.970000000000000284e+01,9.723466762397825036e+00,-1.176643031153979990e+01,-5.994668907277034720e+00,1.171281724538062718e+01,-1.014560260995205709e+01,-5.977040953313778715e+00
7.980000000000001137e+01,9.771005117442959076e+00,-1.172677741851124900e+01,-5.993128689300720957e+00,1.180157095874405115e+01,-1.008598800591087041e+01,-5.979477356054815118e+00
7.990000000000000568e+01,9.818516041822835660e+00,-1.168722826523528724e+01,-5.991569181914473852e+00,1.189050661814160748e+01,-1.002739819232309060e+01,-5.982031359384066604e+00
8.000000000000000000e+01,9.865999402157493492e+00,-1.164778329582541794e+01,-5.989999999999916724e+00,1.145091493703878527e+01,-1.026069530221134585e+01,-5.948811167595800420e+00
