Time(s),True Position X(m),True Position Y(m),True Position Z(m),UKF Estimated Position X(m),UKF Estimated Position Y(m),UKF Estimated Position Z(m)
3.482000000000000455e+02,-2.979682641059311976e+01,-2.442695525505642351e+01,-5.993128689300721845e+00,-2.908167742444562975e+01,-2.834400320621769254e+01,-5.946824778123147581e+00
3.483000000000000114e+02,-2.979094447461397976e+01,-2.447584413662712421e+01,-5.994668907277035608e+00,-2.904965323397286170e+01,-2.849743677255079888e+01,-5.947860504820759786e+00
3.484000000000000341e+02,-2.978497890492307576e+01,-2.452469359350345002e+01,-5.996180339887415833e+00,-2.901709290424390986e+01,-2.865210952267864286e+01,-5.948909649464098948e+00
3.485000000000000000e+02,-2.977892971826787516e+01,-2.457350307713493009e+01,-5.997653668647219050e+00,-2.898398907024993321e+01,-2.880804334587998028e+01,-5.949973486586870308e+00
3.486000000000000227e+02,-2.977279693163058027e+01,-2.462227203942013531e+01,-5.999079809994707801e+00,-2.895033289555938438e+01,-2.896525597709057820e+01,-5.951052194769559378e+00
3.487000000000000455e+02,-2.976658056222808924e+01,-2.467099993271255443e+01,-6.000449971294235851e+00,-2.891613291497357352e+01,-2.912376413153221222e+01,-5.952146166753109924e+00
3.488000000000000114e+02,-2.976028062751194980e+01,-2.471968620982689302e+01,-6.001755705045765943e+00,-2.888139809506407119e+01,-2.928358442952780649e+01,-5.953255906484127280e+00
3.489000000000000341e+02,-2.975389714516830963e+01,-2.476833032404517354e+01,-6.002988960966520793e+00,-2.884613388162811987e+01,-2.944473017794911129e+01,-5.954383895887900735e+00
3.490000000000000000e+02,-2.974743013311785589e+01,-2.481693172912288503e+01,-6.004142135623647292e+00,-2.899855250768951365e+01,-2.850066756440710236e+01,-5.965047876884914224e+00
3.491000000000000227e+02,-2.974087960951577614e+01,-2.486548987929511156e+01,-6.005208119311917336e+00,-2.896995566900200458e+01,-2.865149308874072176e+01,-5.969780762680638730e+00
3.492000000000000455e+02,-2.973424559275171575e+01,-2.491400422928265002e+01,-6.006180339887416508e+00,-2.894102124153189948e+01,-2.880341113444252699e+01,-5.974545510373538093e+00
3.493000000000000114e+02,-2.972752810144968549e+01,-2.496247423429823442e+01,-6.007052803286998532e+00,-2.891174454304427854e+01,-2.895642856919189967e+01,-5.979346542839671486e+00
3.494000000000000341e+02,-2.972072715446807223e+01,-2.501089935005242282e+01,-6.007820130483684018e+00,-2.888211642875089069e+01,-2.911054244919246514e+01,-5.984183551730698269e+00
3.495000000000000000e+02,-2.971384277089954296e+01,-2.505927903275993174e+01,-6.008477590650142197e+00,-2.885212806939135533e+01,-2.926576026800118768e+01,-5.989055981642081861e+00
3.496000000000000227e+02,-2.970687497007098088e+01,-2.510761273914572911e+01,-6.009021130325820081e+00,-2.882178052326820250e+01,-2.942208246725678578e+01,-5.993963273944714842e+00
3.497000000000000455e+02,-2.969982377154347830e+01,-2.515589992645089978e+01,-6.009447398407870011e+00,-2.879106485591957210e+01,-2.957951508286330977e+01,-5.998902654733853979e+00
3.498000000000000114e+02,-2.969268919511223359e+01,-2.520414005243908662e+01,-6.009753766811819276e+00,-2.875996527148610937e+01,-2.973806655178874792e+01,-6.003873436184083090e+00
3.499000000000000341e+02,-2.968547126080652276e+01,-2.525233257540232756e+01,-6.009938346674579712e+00,-2.872847241589974487e+01,-2.989774893829951452e+01,-6.008877551443546849e+00
3.500000000000000000e+02,-2.967816998888965330e+01,-2.530047695416713793e+01,-6.009999999999916298e+00,-2.888775365740606205e+01,-2.905614368225976563e+01,-5.969448439485423030e+00
3.501000000000000227e+02,-2.967078539985886465e+01,-2.534857264810081290e+01,-6.009938346674578824e+00,-2.885341873454812855e+01,-2.920477739361672320e+01,-5.971386641310836296e+00
3.502000000000000455e+02,-2.966331751444531761e+01,-2.539661911711722553e+01,-6.009753766811819276e+00,-2.881852808136075339e+01,-2.935433137221741617e+01,-5.973341964680599858e+00
3.503000000000000114e+02,-2.965576635361398772e+01,-2.544461582168314706e+01,-6.009447398407870011e+00,-2.878307032405898269e+01,-2.950480827209216272e+01,-5.975313706391098378e+00
3.504000000000000341e+02,-2.964813193856366524e+01,-2.549256222282400941e+01,-6.009021130325820081e+00,-2.874703992783442175e+01,-2.965620679659326697e+01,-5.977301493578430325e+00
3.505000000000000000e+02,-2.964041429072686284e+01,-2.554045778213021123e+01,-6.008477590650142197e+00,-2.871043350694426977e+01,-2.980852176517259977e+01,-5.979304958299934469e+00
3.506000000000000227e+02,-2.963261343176971963e+01,-2.558830196176313621e+01,-6.007820130483684018e+00,-2.867324747669238150e+01,-2.996176287697593921e+01,-5.981321596239457250e+00
3.507000000000000455e+02,-2.962472938359203667e+01,-2.563609422446097597e+01,-6.007052803286998532e+00,-2.863548816027989119e+01,-3.011593499333176283e+01,-5.983351651606881205e+00
3.508000000000000114e+02,-2.961676216832709230e+01,-2.568383403354506811e+01,-6.006180339887415620e+00,-2.859716538151931786e+01,-3.027104190549231078e+01,-5.985398442535121433e+00
3.509000000000000341e+02,-2.960871180834169181e+01,-2.573152085292572266e+01,-6.005208119311917336e+00,-2.855828253749328383e+01,-3.042708166847735640e+01,-5.987465156957824775e+00
3.510000000000000000e+02,-2.960057832623604668e+01,-2.577915414710820130e+01,-6.004142135623648180e+00,-2.862858869571769560e+01,-2.945117504490160343e+01,-5.964966998888285410e+00
3.511000000000000227e+02,-2.959236174484370707e+01,-2.582673338119897366e+01,-6.002988960966520793e+00,-2.858949053915374350e+01,-2.959664464336253786e+01,-5.966901753317095825e+00
3.512000000000000455e+02,-2.958406208723152275e+01,-2.587425802091148341e+01,-6.001755705045765055e+00,-2.854984121599220259e+01,-2.974285601572672988e+01,-5.968856594897033574e+00
3.513000000000000114e+02,-2.957567937669956848e+01,-2.592172753257224471e+01,-6.000449971294235851e+00,-2.850964841802425553e+01,-2.988980987769697606e+01,-5.970830537320285458e+00
3.514000000000000341e+02,-2.956721363678107295e+01,-2.596914138312684273e+01,-5.999079809994706913e+00,-2.846891780685258766e+01,-3.003750279291872971e+01,-5.972822490454525735e+00
3.515000000000000000e+02,-2.955866489124236196e+01,-2.601649904014589154e+01,-5.997653668647219050e+00,-2.842765382080003178e+01,-3.018592415091700332e+01,-5.974825349863884583e+00
3.516000000000000227e+02,-2.955003316408278735e+01,-2.606379997183103825e+01,-5.996180339887414945e+00,-2.838587165606659823e+01,-3.033506699311773502e+01,-5.976838509572310443e+00
3.517000000000000455e+02,-2.954131847953466306e+01,-2.611104364702088176e+01,-5.994668907277034720e+00,-2.834358459990059487e+01,-3.048492183411522660e+01,-5.978866582357142079e+00
3.518000000000000114e+02,-2.953252086206317628e+01,-2.615822953519708705e+01,-5.993128689300720957e+00,-2.830080904535172692e+01,-3.063547788841054853e+01,-5.980908971305400001e+00
3.519000000000000341e+02,-2.952364033636635554e+01,-2.620535710649008365e+01,-5.991569181914472964e+00,-2.825754990890804663e+01,-3.078673423379611052e+01,-5.982968432323350072e+00
3.520000000000000000e+02,-2.951467692737498538e+01,-2.625242583168522970e+01,-5.989999999999917613e+00,-2.853820429601925213e+01,-2.998839840847943705e+01,-5.952993653148468844e+00
3.521000000000000227e+02,-2.950563066025250691e+01,-2.629943518222878396e+01,-5.988430818085359597e+00,-2.850004024006848624e+01,-3.013239496834349040e+01,-5.955333256876482295e+00
3.522000000000000455e+02,-2.949650156039500359e+01,-2.634638463023355115e+01,-5.986871310699111604e+00,-2.846158116251898207e+01,-3.027697768897706965e+01,-5.957683972624796098e+00
3.523000000000000114e+02,-2.948728965343107333e+01,-2.639327364848519508e+01,-5.985331092722798729e+00,-2.842283649062655115e+01,-3.042214251034103256e+01,-5.960044648971692283e+00
3.524000000000000341e+02,-2.947799496522180362e+01,-2.644010171044786262e+01,-5.983819660112417615e+00,-2.838381908315652424e+01,-3.056788873062916423e+01,-5.962410372597425123e+00
3.525000000000000000e+02,-2.946861752186066497e+01,-2.648686829027023393e+01,-5.982346331352615287e+00,-2.834453639424552307e+01,-3.071421642331027613e+01,-5.964784415464553291e+00
3.526000000000000227e+02,-2.945915734967346111e+01,-2.653357286279139160e+01,-5.980920190005125647e+00,-2.830499946013556212e+01,-3.086111945451958150e+01,-5.967166713151701884e+00
3.527000000000000455e+02,-2.944961447521824027e+01,-2.658021490354670391e+01,-5.979550028705596709e+00,-2.826521738270425033e+01,-3.100861070965241595e+01,-5.969555624575061614e+00
3.528000000000000114e+02,-2.943998892528520983e+01,-2.662679388877383246e+01,-5.978244294954067506e+00,-2.822519702159071642e+01,-3.115669928901084518e+01,-5.971957340372501477e+00
3.529000000000000341e+02,-2.943028072689670793e+01,-2.667330929541835616e+01,-5.977011039033313544e+00,-2.818496199359522336e+01,-3.130539057876164577e+01,-5.974372788773486320e+00
3.530000000000000000e+02,-2.942048990730707558e+01,-2.671976060113989604e+01,-5.975857864376186157e+00,-2.846871052370280353e+01,-3.050117010399599238e+01,-5.938352624303778526e+00
3.531000000000000227e+02,-2.941061649400259270e+01,-2.676614728431794177e+01,-5.974791880687916112e+00,-2.843369558978544376e+01,-3.064217105011309172e+01,-5.940030789222831231e+00
3.532000000000000455e+02,-2.940066051470143904e+01,-2.681246882405750398e+01,-5.973819660112416940e+00,-2.839862409205507277e+01,-3.078369696485434304e+01,-5.941720131873960753e+00
3.533000000000000114e+02,-2.939062199735355208e+01,-2.685872470019527114e+01,-5.972947196712834916e+00,-2.836349954365952897e+01,-3.092576070327682203e+01,-5.943420730464143986e+00
3.534000000000000341e+02,-2.938050097014060213e+01,-2.690491439330522994e+01,-5.972179869516149431e+00,-2.832831289040043998e+01,-3.106838013498966689e+01,-5.945128550358610653e+00
3.535000000000000000e+02,-2.937029746147590004e+01,-2.695103738470448818e+01,-5.971522409349691252e+00,-2.829307289107818235e+01,-3.121156520762536957e+01,-5.946847100122738539e+00
3.536000000000000227e+02,-2.936001150000429050e+01,-2.699709315645931795e+01,-5.970978869674013367e+00,-2.825778354322403629e+01,-3.135533158600536296e+01,-5.948574522589588298e+00
3.537000000000000455e+02,-2.934964311460210595e+01,-2.704308119139073341e+01,-5.970552601591963437e+00,-2.822245401559264621e+01,-3.149969059619408540e+01,-5.950312473369148591e+00
3.538000000000000114e+02,-2.933919233437706708e+01,-2.708900097308042021e+01,-5.970246233188014173e+00,-2.818709251681347894e+01,-3.164465405168830614e+01,-5.952060571589399274e+00
3.539000000000000341e+02,-2.932865918866821531e+01,-2.713485198587650160e+01,-5.970061653325253737e+00,-2.815170809308168032e+01,-3.179022558346316885e+01,-5.953816248058377170e+00
3.540000000000000000e+02,-2.931804370704580620e+01,-2.718063371489933289e+01,-5.969999999999917151e+00,-2.822876129523865885e+01,-3.091740810936009964e+01,-5.934125175057172186e+00
3.541000000000000227e+02,-2.930734591931125621e+01,-2.722634564604729235e+01,-5.970061653325253737e+00,-2.818930393881059615e+01,-3.105793351126027346e+01,-5.937879171038968451e+00
3.542000000000000455e+02,-2.929656585549703607e+01,-2.727198726600251888e+01,-5.970246233188014173e+00,-2.814967225452555510e+01,-3.119907250197357484e+01,-5.941642766151243649e+00
3.543000000000000114e+02,-2.928570354586658553e+01,-2.731755806223678107e+01,-5.970552601591963437e+00,-2.810986805118214704e+01,-3.134082955568204909e+01,-5.945417899922169624e+00
3.544000000000000341e+02,-2.927475902091425297e+01,-2.736305752301709759e+01,-5.970978869674013367e+00,-2.806989074734765666e+01,-3.148320431619346493e+01,-5.949204294156043460e+00
3.545000000000000000e+02,-2.926373231136520303e+01,-2.740848513741148196e+01,-5.971522409349691252e+00,-2.802973299345046598e+01,-3.162620950870417857e+01,-5.952999265427745712e+00
3.546000000000000227e+02,-2.925262344817528515e+01,-2.745384039529487197e+01,-5.972179869516149431e+00,-2.798938818469144962e+01,-3.176985281851327159e+01,-5.956804329479020055e+00
3.547000000000000455e+02,-2.924143246253101225e+01,-2.749912278735463644e+01,-5.972947196712835805e+00,-2.794885238032115637e+01,-3.191413081640290272e+01,-5.960622995844406802e+00
3.548000000000000114e+02,-2.923015938584944351e+01,-2.754433180509641588e+01,-5.973819660112417829e+00,-2.790812653262922538e+01,-3.205903897075511111e+01,-5.964458190948242589e+00
3.549000000000000341e+02,-2.921880424977808133e+01,-2.758946694084978191e+01,-5.974791880687917001e+00,-2.786720624913421318e+01,-3.220456897339664692e+01,-5.968306865247839710e+00
3.550000000000000000e+02,-2.920736708619481092e+01,-2.763452768777397850e+01,-5.975857864376185269e+00,-2.801470588109466320e+01,-3.140296321763356957e+01,-5.940621825844427661e+00
3.551000000000000227e+02,-2.919584792720779731e+01,-2.767951353986357432e+01,-5.977011039033313544e+00,-2.796501921574076732e+01,-3.154103663350122133e+01,-5.945681369455929399e+00
3.552000000000000455e+02,-2.918424680515539293e+01,-2.772442399195414708e+01,-5.978244294954067506e+00,-2.791478663496724266e+01,-3.167963389281023012e+01,-5.950765641457330446e+00
3.553000000000000114e+02,-2.917256375260602752e+01,-2.776925853972806379e+01,-5.979550028705597597e+00,-2.786400418435542292e+01,-3.181875889875118446e+01,-5.955877256221320692e+00
3.554000000000000341e+02,-2.916079880235818322e+01,-2.781401667971991643e+01,-5.980920190005126535e+00,-2.781265567158251883e+01,-3.195841596747591495e+01,-5.961016242349259642e+00
3.555000000000000000e+02,-2.914895198744022764e+01,-2.785869790932236967e+01,-5.982346331352614399e+00,-2.776072773715351616e+01,-3.209861919121715346e+01,-5.966185349453311915e+00
3.556000000000000227e+02,-2.913702334111034631e+01,-2.790330172679183107e+01,-5.983819660112418504e+00,-2.770820652049404487e+01,-3.223938949642356988e+01,-5.971379670395840833e+00
3.557000000000000455e+02,-2.912501289685648587e+01,-2.794782763125382274e+01,-5.985331092722798729e+00,-2.765506649141441642e+01,-3.238074705201690051e+01,-5.976599783438260260e+00
3.558000000000000114e+02,-2.911292068839619418e+01,-2.799227512270895701e+01,-5.986871310699112492e+00,-2.760127511213090656e+01,-3.252272095713061617e+01,-5.981846296246335015e+00
3.559000000000000341e+02,-2.910074674967657060e+01,-2.803664370203830458e+01,-5.988430818085359597e+00,-2.754680888431491326e+01,-3.266532939847004968e+01,-5.987118907153796243e+00
3.560000000000000000e+02,-2.908849111487418426e+01,-2.808093287100900071e+01,-5.989999999999916724e+00,-2.796387477763003560e+01,-3.197880297939719796e+01,-5.950115075221765082e+00
3.561000000000000227e+02,-2.907615381839492130e+01,-2.812514213228005389e+01,-5.991569181914473852e+00,-2.791333994355470338e+01,-3.211658395206660543e+01,-5.952855970250659823e+00
3.562000000000000455e+02,-2.906373489487393869e+01,-2.816927098940767138e+01,-5.993128689300720957e+00,-2.786215904652802067e+01,-3.225503365113347343e+01,-5.955608934347896621e+00
3.563000000000000114e+02,-2.905123437917552920e+01,-2.821331894685106789e+01,-5.994668907277034720e+00,-2.781032061869274230e+01,-3.239417767287770289e+01,-5.958371381157217428e+00
3.564000000000000341e+02,-2.903865230639307882e+01,-2.825728550997776978e+01,-5.996180339887415833e+00,-2.775782162821886345e+01,-3.253403897278415968e+01,-5.961144003132094582e+00
3.565000000000000000e+02,-2.902598871184891038e+01,-2.830117018506939175e+01,-5.997653668647218161e+00,-2.770466650483470517e+01,-3.267463517582348231e+01,-5.963924097429170956e+00
3.566000000000000227e+02,-2.901324363109419124e+01,-2.834497247932716846e+01,-5.999079809994707801e+00,-2.765085706113102049e+01,-3.281597499138518970e+01,-5.966714090051244312e+00
3.567000000000000455e+02,-2.900041709990889771e+01,-2.838869190087725158e+01,-6.000449971294236740e+00,-2.759639353237051296e+01,-3.295806763390473293e+01,-5.969511913988789331e+00
3.568000000000000114e+02,-2.898750915430161612e+01,-2.843232795877657892e+01,-6.001755705045765943e+00,-2.754127373516168120e+01,-3.310092589289862985e+01,-5.972313719946392041e+00
3.569000000000000341e+02,-2.897451983050951085e+01,-2.847588016301813951e+01,-6.002988960966520793e+00,-2.748549422400306241e+01,-3.324456272311252292e+01,-5.975121711850430728e+00
3.570000000000000000e+02,-2.896144916499822486e+01,-2.851934802453646967e+01,-6.004142135623647292e+00,-2.760799997814405060e+01,-3.220343641267195522e+01,-5.962238171518312591e+00
3.571000000000000227e+02,-2.894829719446171978e+01,-2.856273105521338351e+01,-6.005208119311917336e+00,-2.755382574571021337e+01,-3.233583186027358636e+01,-5.964296773471282620e+00
3.572000000000000455e+02,-2.893506395582222979e+01,-2.860602876788318127e+01,-6.006180339887415620e+00,-2.749906482595373802e+01,-3.246884176765405527e+01,-5.966354404481243989e+00
3.573000000000000114e+02,-2.892174948623013009e+01,-2.864924067633826610e+01,-6.007052803286998532e+00,-2.744372306183763044e+01,-3.260246844105340358e+01,-5.968412745154658694e+00
3.574000000000000341e+02,-2.890835382306385171e+01,-2.869236629533457261e+01,-6.007820130483684018e+00,-2.738781458859894258e+01,-3.273671091508062148e+01,-5.970469609227951224e+00
3.575000000000000000e+02,-2.889487700392975000e+01,-2.873540514059702033e+01,-6.008477590650142197e+00,-2.733134252850121015e+01,-3.287156589292887077e+01,-5.972528225523731749e+00
3.576000000000000227e+02,-2.888131906666202298e+01,-2.877835672882493157e+01,-6.009021130325820081e+00,-2.727431071405642626e+01,-3.300702257254974370e+01,-5.974586803430067761e+00
3.577000000000000455e+02,-2.886768004932260112e+01,-2.882122057769746704e+01,-6.009447398407870011e+00,-2.721672130155590708e+01,-3.314306655664755397e+01,-5.976646027637926295e+00
3.578000000000000114e+02,-2.885395999020099822e+01,-2.886399620587912196e+01,-6.009753766811819276e+00,-2.715857695025185592e+01,-3.327968493484749501e+01,-5.978704787716552005e+00
3.579000000000000341e+02,-2.884015892781430068e+01,-2.890668313302493431e+01,-6.009938346674579712e+00,-2.709986865739574569e+01,-3.341687423445449667e+01,-5.980763377544754178e+00
3.580000000000000000e+02,-2.882627690090696504e+01,-2.894928087978606257e+01,-6.009999999999916298e+00,-2.729037582204264822e+01,-3.255730200967145294e+01,-5.968931606372108511e+00
3.581000000000000227e+02,-2.881231394845073268e+01,-2.899178896781518588e+01,-6.009938346674579712e+00,-2.723077278319921390e+01,-3.269044490254000834e+01,-5.970828009268736025e+00
3.582000000000000455e+02,-2.879827010964455880e+01,-2.903420691977162704e+01,-6.009753766811819276e+00,-2.717054049400536542e+01,-3.282417872269323311e+01,-5.972724855982363579e+00
3.583000000000000114e+02,-2.878414542391446318e+01,-2.907653425932705105e+01,-6.009447398407870011e+00,-2.710967373783452672e+01,-3.295849809691924293e+01,-5.974625183429363773e+00
3.584000000000000341e+02,-2.876993993091341295e+01,-2.911877051117057036e+01,-6.009021130325820081e+00,-2.704817388525586352e+01,-3.309339748930807446e+01,-5.976529967755841000e+00
3.585000000000000000e+02,-2.875565367052128352e+01,-2.916091520101409884e+01,-6.008477590650142197e+00,-2.698604193695007325e+01,-3.322887435045487337e+01,-5.978440024746372927e+00
3.586000000000000227e+02,-2.874128668284462762e+01,-2.920296785559786912e+01,-6.007820130483684018e+00,-2.692327831324126919e+01,-3.336491393991182974e+01,-5.980360513405639011e+00
3.587000000000000455e+02,-2.872683900821667891e+01,-2.924492800269550230e+01,-6.007052803286998532e+00,-2.685988793255798157e+01,-3.350150529102390351e+01,-5.982288924884095138e+00
3.588000000000000114e+02,-2.871231068719713875e+01,-2.928679517111952890e+01,-6.006180339887415620e+00,-2.679588250977187158e+01,-3.363864303353557261e+01,-5.984226143137739484e+00
3.589000000000000341e+02,-2.869770176057216560e+01,-2.932856889072645856e+01,-6.005208119311917336e+00,-2.673128263773571689e+01,-3.377631993807722210e+01,-5.986172142944724328e+00
3.590000000000000000e+02,-2.868301226935418313e+01,-2.937024869242222280e+01,-6.004142135623648180e+00,-2.704642451704024353e+01,-3.295591704060933580e+01,-5.961985944715506136e+00
3.591000000000000227e+02,-2.866824225478175592e+01,-2.941183410816747212e+01,-6.002988960966519905e+00,-2.698513932932398518e+01,-3.308823650841647179e+01,-5.961936045397838058e+00
3.592000000000000455e+02,-2.865339175831957164e+01,-2.945332467098260310e+01,-6.001755705045765943e+00,-2.692334832216670293e+01,-3.322104528644531740e+01,-5.961890070655506690e+00
3.593000000000000114e+02,-2.863846082165819951e+01,-2.949471991495329348e+01,-6.000449971294234963e+00,-2.686105945034150011e+01,-3.335433710152288711e+01,-5.961850476837959434e+00
3.594000000000000341e+02,-2.862344948671405476e+01,-2.953601937523555421e+01,-5.999079809994707801e+00,-2.679828759825375073e+01,-3.348810434619433352e+01,-5.961811112770622145e+00
3.595000000000000000e+02,-2.860835779562928849e+01,-2.957722258806090565e+01,-5.997653668647218161e+00,-2.673503685232779503e+01,-3.362234804141525046e+01,-5.961772857252739755e+00
3.596000000000000227e+02,-2.859318579077158162e+01,-2.961832909074180264e+01,-5.996180339887415833e+00,-2.667131192541243934e+01,-3.375706230477939584e+01,-5.961735380821391317e+00
3.597000000000000455e+02,-2.857793351473413068e+01,-2.965933842167661538e+01,-5.994668907277034720e+00,-2.660711523098531472e+01,-3.389223329325432132e+01,-5.961701580243083498e+00
3.598000000000000114e+02,-2.856260101033545951e+01,-2.970025012035490874e+01,-5.993128689300720957e+00,-2.654245032638172574e+01,-3.402784445840593719e+01,-5.961672582621901029e+00
3.599000000000000341e+02,-2.854718832061933398e+01,-2.974106372736261505e+01,-5.991569181914473852e+00,-2.647731946809952319e+01,-3.416388696685679349e+01,-5.961648989284419997e+00
3.600000000000000000e+02,-2.853169548885461282e+01,-2.978177878438716419e+01,-5.989999999999916724e+00,-2.696803884430991971e+01,-3.349107949878905544e+01,-5.949833445680696720e+00
3.601000000000000227e+02,-2.851612255853516231e+01,-2.982239483422265280e+01,-5.988430818085359597e+00,-2.690769556540337248e+01,-3.362169824379819261e+01,-5.950518677862575601e+00
3.602000000000000455e+02,-2.850046957337969999e+01,-2.986291142077493532e+01,-5.986871310699111604e+00,-2.684696347772191416e+01,-3.375268537709548866e+01,-5.951210859834784372e+00
3.603000000000000114e+02,-2.848473657733167030e+01,-2.990332808906687845e+01,-5.985331092722798729e+00,-2.678583238856155901e+01,-3.388403729333420245e+01,-5.951910921668702059e+00
3.604000000000000341e+02,-2.846892361455918419e+01,-2.994364438524323901e+01,-5.983819660112416727e+00,-2.672429365905644261e+01,-3.401574045554839643e+01,-5.952615469959237515e+00
3.605000000000000000e+02,-2.845303072945480594e+01,-2.998385985657595398e+01,-5.982346331352615287e+00,-2.666234094025111290e+01,-3.414777863892733478e+01,-5.953325150274775268e+00
3.606000000000000227e+02,-2.843705796663547503e+01,-3.002397405146921372e+01,-5.980920190005124759e+00,-2.659996970297309815e+01,-3.428014021952969870e+01,-5.954037552100945874e+00
3.607000000000000455e+02,-2.842100537094238177e+01,-3.006398651946440737e+01,-5.979550028705597597e+00,-2.653717543109934240e+01,-3.441282005193160387e+01,-5.954751934724008322e+00
3.608000000000000114e+02,-2.840487298744084654e+01,-3.010389681124528849e+01,-5.978244294954067506e+00,-2.647394485170941891e+01,-3.454580620620670572e+01,-5.955468056646921582e+00
3.609000000000000341e+02,-2.838866086142016698e+01,-3.014370447864298441e+01,-5.977011039033312656e+00,-2.641026177855663093e+01,-3.467909902496971597e+01,-5.956190540308501369e+00
3.610000000000000000e+02,-2.837236903839351143e+01,-3.018340907464103395e+01,-5.975857864376186157e+00,-2.668786455917321021e+01,-3.393351152963705175e+01,-5.933080677746860765e+00
3.611000000000000227e+02,-2.835599756409778749e+01,-3.022301015338040386e+01,-5.974791880687916112e+00,-2.661843523687861079e+01,-3.406405648728835445e+01,-5.931694785873443010e+00
3.612000000000000455e+02,-2.833954648449351765e+01,-3.026250727016448394e+01,-5.973819660112417829e+00,-2.654825302106232243e+01,-3.419499730283496319e+01,-5.930306613356744805e+00
3.613000000000000114e+02,-2.832301584576467590e+01,-3.030189998146417096e+01,-5.972947196712834916e+00,-2.647730161277506511e+01,-3.432633160955482765e+01,-5.928919539855680654e+00
3.614000000000000341e+02,-2.830640569431863085e+01,-3.034118784492265775e+01,-5.972179869516149431e+00,-2.640555713048534869e+01,-3.445806031715702034e+01,-5.927535080232551934e+00
3.615000000000000000e+02,-2.828971607678594680e+01,-3.038037041936055971e+01,-5.971522409349691252e+00,-2.633299254370191989e+01,-3.459019269728466384e+01,-5.926153056147299480e+00
3.616000000000000227e+02,-2.827294704002025583e+01,-3.041944726478091354e+01,-5.970978869674013367e+00,-2.625958342314694960e+01,-3.472272915390584558e+01,-5.924775928410124237e+00
3.617000000000000455e+02,-2.825609863109821163e+01,-3.045841794237387035e+01,-5.970552601591963437e+00,-2.618530822273434921e+01,-3.485567321694220766e+01,-5.923401476768326290e+00
3.618000000000000114e+02,-2.823917089731921592e+01,-3.049728201452191811e+01,-5.970246233188014173e+00,-2.611014603492697006e+01,-3.498902962881784617e+01,-5.922026924332104869e+00
3.619000000000000341e+02,-2.822216388620541139e+01,-3.053603904480462461e+01,-5.970061653325253737e+00,-2.603406937290378664e+01,-3.512279972297051245e+01,-5.920653753443335887e+00
3.620000000000000000e+02,-2.820507764550151464e+01,-3.057468859800348326e+01,-5.969999999999917151e+00,-2.642641365210348425e+01,-3.433375325592250249e+01,-5.926100320045065928e+00
3.621000000000000227e+02,-2.818791222317461376e+01,-3.061323024010704330e+01,-5.970061653325253737e+00,-2.635521319511065030e+01,-3.446549324423530436e+01,-5.925469446735533552e+00
3.622000000000000455e+02,-2.817066766741412920e+01,-3.065166353831552470e+01,-5.970246233188014173e+00,-2.628317440966597474e+01,-3.459775221119215871e+01,-5.924842936723742071e+00
3.623000000000000114e+02,-2.815334402663161839e+01,-3.068998806104581689e+01,-5.970552601591963437e+00,-2.621027597598282455e+01,-3.473053794173154074e+01,-5.924220219487935424e+00
3.624000000000000341e+02,-2.813594134946066916e+01,-3.072820337793629619e+01,-5.970978869674014256e+00,-2.613650403795104182e+01,-3.486386771799048745e+01,-5.923599753864383644e+00
3.625000000000000000e+02,-2.811845968475676116e+01,-3.076630905985163267e+01,-5.971522409349690363e+00,-2.606184274290319536e+01,-3.499776378996088511e+01,-5.922984854831927493e+00
3.626000000000000227e+02,-2.810089908159706695e+01,-3.080430467888770707e+01,-5.972179869516149431e+00,-2.598627400770124041e+01,-3.513224580244151696e+01,-5.922372683857002329e+00
3.627000000000000455e+02,-2.808325958928045551e+01,-3.084218980837620450e+01,-5.972947196712834916e+00,-2.590978045114505335e+01,-3.526732788753776049e+01,-5.921767630556008299e+00
3.628000000000000114e+02,-2.806554125732718674e+01,-3.087996402288968767e+01,-5.973819660112417829e+00,-2.583233843409877295e+01,-3.540302689366778566e+01,-5.921169714514917359e+00
3.629000000000000341e+02,-2.804774413547887946e+01,-3.091762689824615506e+01,-5.974791880687916112e+00,-2.575393358333290905e+01,-3.553936240618742204e+01,-5.920577159591289274e+00
3.630000000000000000e+02,-2.802986827369836931e+01,-3.095517801151383352e+01,-5.975857864376186157e+00,-2.616989143191233325e+01,-3.471066670086828054e+01,-5.928319130694403860e+00
3.631000000000000227e+02,-2.801191372216950271e+01,-3.099261694101608100e+01,-5.977011039033313544e+00,-2.609442785389872199e+01,-3.483987766236924699e+01,-5.926547122194183004e+00
3.632000000000000455e+02,-2.799388053129705156e+01,-3.102994326633594113e+01,-5.978244294954067506e+00,-2.601804042004880557e+01,-3.496964475317096799e+01,-5.924773726473528512e+00
3.633000000000000114e+02,-2.797576875170656407e+01,-3.106715656832093941e+01,-5.979550028705597597e+00,-2.594072153388941615e+01,-3.509997720292452072e+01,-5.923000601940564991e+00
3.634000000000000341e+02,-2.795757843424419775e+01,-3.110425642908780830e+01,-5.980920190005125647e+00,-2.586246206487813026e+01,-3.523088001916265455e+01,-5.921228522793693827e+00
3.635000000000000000e+02,-2.793930962997661638e+01,-3.114124243202714126e+01,-5.982346331352615287e+00,-2.578325642302750964e+01,-3.536235833933180572e+01,-5.919458395340548407e+00
