时间戳,真实位置X(m),真实位置Y(m),真实位置Z(m),EKF估计位置X(m),EKF估计位置Y(m),EKF估计位置Z(m),真实速度X(m/s),真实速度Y(m/s),真实速度Z(m/s),EKF估计速度X(m/s),EKF估计速度Y(m/s),EKF估计速度Z(m/s)
9.740000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.605519907318062423e+01,2.574085044900405350e+00,-3.391429321900004012e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-3.521371123021594052e+00,-3.116677432755323274e+00,-1.314708526635869390e+01
9.750000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.908141600031529350e+01,1.260696060703525356e+00,-3.073130647427550599e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,4.503233315587944929e+00,-2.382126087864228636e-01,-1.131722969573113780e+01
9.760000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.925190766907059725e+01,4.225330871286361756e+00,-2.187696536949564674e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.603773836767180550e-01,3.306907054034808002e+00,-6.520551396988767401e+00
9.770000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.175131973856726120e+01,2.849568051158770210e+00,-2.147228856432018773e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,6.190176426141513311e+00,-8.473012829489452447e-01,-6.138967931542942402e+00
9.780000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.412871883527936134e+01,4.867397261124074781e+00,-1.523683209940836392e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,6.793919332116399978e+00,3.754005873898962786e+00,-6.485323819830544956e+00
9.790000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.326862399625064981e+01,3.560447726154993831e+00,-1.358698594782761226e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.569113254649319611e+00,2.215858197664913598e-01,-5.103051362694177584e+00
9.800000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.662589726639435384e+01,4.085883661377667231e+00,-1.637191947281464444e+00,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,5.877486813604139826e+00,1.865818814985375385e+00,-6.082212584011552181e+00
9.810000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.627313678405787201e+01,7.346793506293681553e+00,-1.411065810347613692e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,2.152934823640306750e+00,3.449990949261922513e+00,-4.138637801587894849e+00
9.820000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.678739020374868574e+01,5.078700923756990449e+00,-1.380169742635401597e+00,1.000000000000000021e-02,-1.000000000000000021e-02,0.000000000000000000e+00,5.399287566772385638e+00,-2.133879253130935183e+00,-4.304032015045898163e+00
9.830000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.801389851213707871e+01,6.343927916094407315e+00,-1.218879665252501354e+00,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,6.004125171502392000e+00,3.271187591757126700e+00,-5.596268120296302051e+00
9.840000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.583173461334903820e+01,4.741554748394259278e+00,-1.150097725650921276e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,8.447382220122926499e-01,3.067273665025076895e-02,-4.225383903897504290e+00
9.850000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.857475582894318933e+01,4.904466222008781351e+00,-1.672281750784463838e+00,0.000000000000000000e+00,-1.000000000000000021e-02,0.000000000000000000e+00,5.923237053722681722e+00,2.236486047028951152e+00,-6.146075258551782383e+00
9.860000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.749359220461937170e+01,8.664698144059384433e+00,-1.555434378456360456e+00,0.000000000000000000e+00,-1.000000000000000021e-02,-0.000000000000000000e+00,9.230375800928967145e-01,4.124925325086658212e+00,-4.355574483964178789e+00
9.870000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.764597266681037269e+01,6.459337534242425072e+00,-1.585032450083376787e+00,0.000000000000000000e+00,-1.000000000000000021e-02,-0.000000000000000000e+00,5.006290471350887117e+00,-2.215842696079297180e+00,-4.984395338639537876e+00
9.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.830739290807882469e+01,8.344279207031659595e+00,-1.541190482923600946e+00,0.000000000000000000e+00,-1.000000000000000021e-02,-0.000000000000000000e+00,5.623340968494932035e+00,3.695428904705074569e+00,-6.667834879540113668e+00
9.890000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.582915666441452984e+01,5.690048038336295910e+00,-1.530386101040452473e+00,1.000000000000000021e-02,0.000000000000000000e+00,-0.000000000000000000e+00,9.635595959858354043e-01,-8.179439399889167905e-01,-5.614890448732448469e+00
9.900000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.793199989736213595e+01,6.270890100394410638e+00,-2.330473757659722978e+00,1.000000000000000021e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,6.086439172923252983e+00,3.833141553928016698e+00,-1.001478602973170418e+01
9.910000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.517858736344955517e+01,8.716809047299154400e+00,-2.468431375804385652e+00,0.000000000000000000e+00,-1.000000000000000021e-02,-0.000000000000000000e+00,-2.165942465193613664e+00,5.777987842994416923e+00,-7.115756525549833178e+00
9.920000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.536754124054260728e+01,8.792681038012050365e+00,-3.509858323607172537e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,3.883941405108620959e+00,3.970640719730624379e+00,-1.335996315853562599e+01
9.930000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.389966802026625103e+01,1.456559645856154894e+01,-4.465492399057911399e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-2.745134673479930898e-01,3.917589430405974849e+00,-1.487854405686154280e+01
9.940000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.397106553955595487e+01,1.240699673979802498e+01,-5.142851945428219551e+00,1.000000000000000021e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,1.447648545921836893e+00,1.123879117835125507e+00,-1.591850430870753819e+01
9.950000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.440054531516232217e+01,1.357962622263682384e+01,-3.483836943837369304e+00,1.000000000000000021e-02,-0.000000000000000000e+00,0.000000000000000000e+00,7.421521517272428703e+00,7.501048882648323257e+00,-9.035006199764179513e+00
9.960000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.471206813722732676e+01,1.191195633409363985e+01,-3.907617508649273930e+00,1.000000000000000021e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,8.537122003828281791e+00,8.099301399176609406e-01,-1.461352207804900161e+01
9.970000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.747674017028302984e+01,4.755690265286217411e+00,-3.038729521572888004e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,4.785876040511827689e+00,-6.173898072752816546e+00,-7.018743412966080619e+00
9.980000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.827301565986505949e+01,4.175329573498878233e+00,-3.142937538034844991e+00,1.000000000000000021e-02,-0.000000000000000000e+00,0.000000000000000000e+00,8.366251869365678218e+00,1.842699018850364912e+00,-1.246846422074325922e+01
9.990000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.378300196390670607e+01,2.971436823339937749e+00,-3.467887447211969842e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,2.665272150606046164e+00,-2.006720060745161849e+00,-7.672538311613824824e+00
1.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819961963797275217e+01,2.204816724811633044e+00,-1.586243853440700846e+00,-0.000000000000000000e+00,1.000000000000000021e-02,0.000000000000000000e+00,6.913717686741410517e+00,-2.378639828907177289e+00,-6.366961954998064499e+00
1.001000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.728420511662667636e+01,-3.634321466386518651e+00,-1.636865387653225312e+00,1.000000000000000021e-02,-1.000000000000000021e-02,-0.000000000000000000e+00,5.766067022630228661e-02,-7.163992888620358102e+00,-6.148776684853042518e+00
1.002000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.930857425553181628e+01,-4.350779414206414231e+00,-1.413698760975559132e+00,1.000000000000000021e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,2.228675949191923689e+00,-2.388626431041192433e+00,-5.712178801103982906e+00
1.003000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.556633997823522719e+01,-7.664474505107483182e+00,-1.314018471669057497e+00,1.000000000000000021e-02,-1.000000000000000021e-02,0.000000000000000000e+00,-1.776614621648083370e+00,-6.261836173024486030e+00,-5.826520662409888196e+00
1.004000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.625206690492415973e+01,-7.864788027001385906e+00,-1.362836565883423390e+00,1.000000000000000021e-02,-1.000000000000000021e-02,-0.000000000000000000e+00,2.018682871279621427e+00,-3.852773428988807591e+00,-5.015172344196646037e+00
1.005000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.296092223201786453e+01,-6.700212459458764869e+00,-9.095066384594900910e-01,-0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.464328605057886312e+00,-1.957182158182032783e+00,-2.445454620110836252e+00
1.006000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.170306895248462808e+01,-9.769544041303170445e+00,-1.013900036240626967e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,1.158165675563768593e+00,-6.030569123099160933e+00,-2.093161454382067355e+00
1.007000000000000000e+03,9.350127201108590635e-02,-1.111949263638185303e-01,0.000000000000000000e+00,2.140733869528476774e+01,-8.434149337086006781e+00,-4.213268834493433257e-01,0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,1.305340793303586766e+00,-1.140421704500681699e+00,-9.174654936011982231e-01
1.008000000000000000e+03,9.350127201108590635e-02,-1.111949263638185303e-01,0.000000000000000000e+00,1.943725532366791597e+01,-9.912234149876518075e+00,-2.981197314397052711e-01,1.000000000000000021e-02,-1.000000000000000021e-02,0.000000000000000000e+00,-9.916811660638288339e-01,-3.912570992547106830e+00,-1.418569615265674821e+00
1.009000000000000000e+03,9.350127201108590635e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.058414679180066287e+01,-9.519302272943575005e+00,-3.241331309932717897e-01,1.000000000000000021e-02,-1.000000000000000021e-02,-0.000000000000000000e+00,2.275046274327560791e+00,-2.587881664260577530e+00,-1.191636702765461742e+00
