时间(s),真实位置X(m),真实位置Y(m),真实位置Z(m),TRUKF估计位置X(m),TRUKF估计位置Y(m),TRUKF估计位置Z(m)
3.192000000000000000e+03,-2.860110416767441620e+03,-7.089788522852551296e+02,0.000000000000000000e+00,-2.519961287985858007e+02,-1.589130869461066368e+03,2.276529341020058883e+00
3.193000000000000000e+03,-2.861980442212978232e+03,-7.100908015520535628e+02,0.000000000000000000e+00,-2.498556363476498632e+02,-1.590054107929960310e+03,2.240619931796863362e+00
3.194000000000000000e+03,-2.863850467658515299e+03,-7.113139457452159604e+02,0.000000000000000000e+00,-2.477123668173451563e+02,-1.590970768488605017e+03,2.243305136932203681e+00
3.195000000000000000e+03,-2.865626991830711631e+03,-7.125370899383782444e+02,0.000000000000000000e+00,-2.457044365244217090e+02,-1.591865068984465324e+03,2.245082953714801377e+00
3.196000000000000000e+03,-2.867403516002907963e+03,-7.137602341315407557e+02,0.000000000000000000e+00,-2.434228894420062375e+02,-1.592801096717941164e+03,2.238912813290840020e+00
3.197000000000000000e+03,-2.869273541448445485e+03,-7.149833783239130298e+02,0.000000000000000000e+00,-2.412221877883686147e+02,-1.593716642736952053e+03,2.242076373616157081e+00
3.198000000000000000e+03,-2.871050065620641817e+03,-7.163177174442291744e+02,0.000000000000000000e+00,-2.390822184831432367e+02,-1.594621284507698647e+03,2.241667856446532436e+00
3.199000000000000000e+03,-2.872826589794167376e+03,-7.175408616373915720e+02,0.000000000000000000e+00,-2.369033649437059523e+02,-1.595529348307618420e+03,2.244089517432821701e+00
3.200000000000000000e+03,-2.874603113966364162e+03,-7.188752007569177067e+02,0.000000000000000000e+00,-2.346599088432294593e+02,-1.596443280796348290e+03,2.242626282709959451e+00
3.201000000000000000e+03,-2.876379638138561404e+03,-7.202095398764438414e+02,0.000000000000000000e+00,-2.321301715733911806e+02,-1.597394207570263688e+03,2.233894744046047709e+00
3.202000000000000000e+03,-2.878156162312086963e+03,-7.215438789959700898e+02,0.000000000000000000e+00,-2.297336710953678391e+02,-1.598316172364543036e+03,2.241077727170728284e+00
3.203000000000000000e+03,-2.879932686484283749e+03,-7.228782181162863480e+02,0.000000000000000000e+00,-2.273923816675139733e+02,-1.599229134180597612e+03,2.240948236364461721e+00
3.204000000000000000e+03,-2.881615709384469483e+03,-7.243237521621763335e+02,0.000000000000000000e+00,-2.249592736371026831e+02,-1.600151846283010627e+03,2.242800981030816043e+00
3.205000000000000000e+03,-2.883392233557995041e+03,-7.256580912824925917e+02,0.000000000000000000e+00,-2.225066290998509828e+02,-1.601072031205574604e+03,2.239726703864187485e+00
3.206000000000000000e+03,-2.885168757730191828e+03,-7.269924304020187265e+02,0.000000000000000000e+00,-2.200431716686347556e+02,-1.601988701709544330e+03,2.245987224471646115e+00
3.207000000000000000e+03,-2.886945281902389070e+03,-7.283267695215449749e+02,0.000000000000000000e+00,-2.174089209389351254e+02,-1.602924688871328044e+03,2.236281002529561412e+00
3.208000000000000000e+03,-2.888628304803903120e+03,-7.297723035682249701e+02,0.000000000000000000e+00,-2.143876341049704024e+02,-1.603902990760751663e+03,2.227262167960795125e+00
3.209000000000000000e+03,-2.890404828976099907e+03,-7.311066426877511049e+02,0.000000000000000000e+00,-2.116595730433943459e+02,-1.604829546598665274e+03,2.237896708097717458e+00
3.210000000000000000e+03,-2.892087851876285640e+03,-7.324409818072774669e+02,0.000000000000000000e+00,-2.090331189547758015e+02,-1.605744281894136748e+03,2.241416223020644694e+00
3.211000000000000000e+03,-2.893770874776471828e+03,-7.338865158539574622e+02,0.000000000000000000e+00,-2.061617301588251223e+02,-1.606687202734530047e+03,2.235428596554514424e+00
3.212000000000000000e+03,-2.895547398949996932e+03,-7.352208549734835970e+02,0.000000000000000000e+00,-2.034617773648588468e+02,-1.607598628560313728e+03,2.240871179627931475e+00
3.213000000000000000e+03,-2.897230421850183120e+03,-7.366663890201637059e+02,0.000000000000000000e+00,-2.005227661898397855e+02,-1.608537876702216863e+03,2.233467433151590686e+00
3.214000000000000000e+03,-2.898913444750368399e+03,-7.380007281396898406e+02,0.000000000000000000e+00,-1.977260291567714034e+02,-1.609449592051451191e+03,2.238198894833909769e+00
3.215000000000000000e+03,-2.900596467650554132e+03,-7.394462621863700633e+02,0.000000000000000000e+00,-1.945952390662537539e+02,-1.610398183598645801e+03,2.229682334651406528e+00
3.216000000000000000e+03,-2.902185989278728812e+03,-7.408917962322600488e+02,0.000000000000000000e+00,-1.916594160944191003e+02,-1.611311254287053771e+03,2.231165743640743049e+00
3.217000000000000000e+03,-2.903869012180243772e+03,-7.423373302789400441e+02,0.000000000000000000e+00,-1.883465199299578217e+02,-1.612264717601172606e+03,2.225033576304773941e+00
3.218000000000000000e+03,-2.905552035080429050e+03,-7.437828643248300295e+02,0.000000000000000000e+00,-1.849330644771169716e+02,-1.613214361031230965e+03,2.216463947757612019e+00
3.219000000000000000e+03,-2.907141556708603275e+03,-7.452283983715101385e+02,0.000000000000000000e+00,-1.818083752008308238e+02,-1.614122786779628768e+03,2.227485708891682847e+00
3.220000000000000000e+03,-2.908824579608789463e+03,-7.466739324181901338e+02,0.000000000000000000e+00,-1.785306548145941861e+02,-1.615047516248698685e+03,2.225928618016170812e+00
3.221000000000000000e+03,-2.910414101236964143e+03,-7.481194664640801193e+02,0.000000000000000000e+00,-1.753544690029614515e+02,-1.615951870678460637e+03,2.223366634373210804e+00
3.222000000000000000e+03,-2.912003622865138823e+03,-7.496761954371239653e+02,0.000000000000000000e+00,-1.721055362041293506e+02,-1.616858861157307956e+03,2.225806008486216570e+00
3.223000000000000000e+03,-2.913499643221301994e+03,-7.511217294838041880e+02,0.000000000000000000e+00,-1.686373625341834668e+02,-1.617779624265268012e+03,2.213819847856981493e+00
3.224000000000000000e+03,-2.915089164849477584e+03,-7.526784584568480341e+02,0.000000000000000000e+00,-1.655360032824753205e+02,-1.618651850985923602e+03,2.226033021033540837e+00
3.225000000000000000e+03,-2.916678686477651354e+03,-7.542351874298918801e+02,0.000000000000000000e+00,-1.620181210654980362e+02,-1.619565551746070014e+03,2.214723638062285005e+00
3.226000000000000000e+03,-2.918174706833815435e+03,-7.557919164029357262e+02,0.000000000000000000e+00,-1.585424404642852210e+02,-1.620458401635609562e+03,2.212436945661417909e+00
3.227000000000000000e+03,-2.919670727189979061e+03,-7.574598403023434230e+02,0.000000000000000000e+00,-1.552755632681553095e+02,-1.621325582270368841e+03,2.219892112424378894e+00
3.228000000000000000e+03,-2.921166747544813916e+03,-7.591277642025413570e+02,0.000000000000000000e+00,-1.518059930490577187e+02,-1.622208274306358589e+03,2.218030091244912683e+00
3.229000000000000000e+03,-2.922662767900977087e+03,-7.606844931747951932e+02,0.000000000000000000e+00,-1.485736867054667414e+02,-1.623058994099198117e+03,2.219503723846735888e+00
3.230000000000000000e+03,-2.924158788257140714e+03,-7.623524170749931272e+02,0.000000000000000000e+00,-1.452950926058120160e+02,-1.623911752293820882e+03,2.223597123902989026e+00
3.231000000000000000e+03,-2.925654808613304340e+03,-7.640203409744005967e+02,0.000000000000000000e+00,-1.418525542167300273e+02,-1.624770526338530317e+03,2.217410579516351454e+00
3.232000000000000000e+03,-2.927150828969468421e+03,-7.656882648738082935e+02,0.000000000000000000e+00,-1.387059108438899102e+02,-1.625594426566141692e+03,2.224335364130539450e+00
3.233000000000000000e+03,-2.928553348052291312e+03,-7.673561887740062275e+02,0.000000000000000000e+00,-1.353721118787326532e+02,-1.626432985761822465e+03,2.224859071710842073e+00
3.234000000000000000e+03,-2.930049368408455393e+03,-7.691353075997777751e+02,0.000000000000000000e+00,-1.319007849396112988e+02,-1.627271584049886769e+03,2.213176555006266977e+00
3.235000000000000000e+03,-2.931545388764619020e+03,-7.708032314999754817e+02,0.000000000000000000e+00,-1.285449230471183455e+02,-1.628090142442217939e+03,2.223625817084880829e+00
3.236000000000000000e+03,-2.932947907848771138e+03,-7.724711553993831785e+02,0.000000000000000000e+00,-1.249807965352605379e+02,-1.628919632561220624e+03,2.213653813560412686e+00
3.237000000000000000e+03,-2.934443928204934764e+03,-7.741390792987908753e+02,0.000000000000000000e+00,-1.215953268496364785e+02,-1.629723904332971642e+03,2.220628224142883855e+00
3.238000000000000000e+03,-2.935846447287758565e+03,-7.759181981253526601e+02,0.000000000000000000e+00,-1.181793501291174664e+02,-1.630527109057326925e+03,2.223644489929749390e+00
3.239000000000000000e+03,-2.937342467643922646e+03,-7.775861220247603569e+02,0.000000000000000000e+00,-1.146265601575102124e+02,-1.631331559785514855e+03,2.213434096554184549e+00
3.240000000000000000e+03,-2.938744986728074764e+03,-7.792540459249580636e+02,0.000000000000000000e+00,-1.108085809085849718e+02,-1.632140569673981645e+03,2.206889359177016452e+00
3.241000000000000000e+03,-2.940241007084237935e+03,-7.810331647515196209e+02,0.000000000000000000e+00,-1.069606405954117463e+02,-1.632935958512064190e+03,2.205652401464948120e+00
3.242000000000000000e+03,-2.941643526167062191e+03,-7.827010886509274314e+02,0.000000000000000000e+00,-1.060706660086314344e+02,-1.633069989646052818e+03,2.286453414184037136e+00
3.243000000000000000e+03,-2.943046045251214764e+03,-7.843690125503352419e+02,0.000000000000000000e+00,-1.024210078218779074e+02,-1.633857169028812677e+03,2.215987412466271955e+00
3.244000000000000000e+03,-2.944542065607378845e+03,-7.861481313768967993e+02,0.000000000000000000e+00,-9.872385039692059649e+01,-1.634625324153849533e+03,2.210231305446376915e+00
3.245000000000000000e+03,-2.945944584691530963e+03,-7.878160552763044961e+02,0.000000000000000000e+00,-9.502836192481106536e+01,-1.635386592279418210e+03,2.212453205570013459e+00
3.246000000000000000e+03,-2.947347103774354309e+03,-7.894839791765023165e+02,0.000000000000000000e+00,-9.134194551711169652e+01,-1.636139345693917221e+03,2.216292613913385168e+00
3.247000000000000000e+03,-2.948843124130518390e+03,-7.911519030759100133e+02,0.000000000000000000e+00,-8.750580913416015960e+01,-1.636891396145095769e+03,2.205351611125445643e+00
3.248000000000000000e+03,-2.950245643214670054e+03,-7.929310219024715707e+02,0.000000000000000000e+00,-8.378189776301924496e+01,-1.637625091048365903e+03,2.215222384423213509e+00
3.249000000000000000e+03,-2.951648162297493855e+03,-7.945989458018792675e+02,0.000000000000000000e+00,-7.976240608345257499e+01,-1.638365870276068108e+03,2.197612384170185340e+00
3.250000000000000000e+03,-2.953050681381646882e+03,-7.962668697012870780e+02,0.000000000000000000e+00,-7.588138891259472985e+01,-1.639083491142673211e+03,2.207217420045883838e+00
3.251000000000000000e+03,-2.954453200465799000e+03,-7.980459885278487491e+02,0.000000000000000000e+00,-7.201852498657241597e+01,-1.639795081108363547e+03,2.206496963162058567e+00
3.252000000000000000e+03,-2.955855719548622801e+03,-7.997139124272564459e+02,0.000000000000000000e+00,-6.795376180998582072e+01,-1.640504520776928530e+03,2.197476975240026054e+00
3.253000000000000000e+03,-2.957164737360764775e+03,-8.013818363274541525e+02,0.000000000000000000e+00,-6.384095029325033721e+01,-1.641200259118644453e+03,2.194925085301420609e+00
3.254000000000000000e+03,-2.958567256443588121e+03,-8.031609551532257001e+02,0.000000000000000000e+00,-5.962473405431371276e+01,-1.641887148573504874e+03,2.190548860831039946e+00
3.255000000000000000e+03,-2.959876274255729641e+03,-8.049400739797874849e+02,0.000000000000000000e+00,-5.558271151568791879e+01,-1.642556206771861980e+03,2.196749548825400744e+00
3.256000000000000000e+03,-2.961185292066541933e+03,-8.066079978791951817e+02,0.000000000000000000e+00,-5.115566657042526799e+01,-1.643228160578683401e+03,2.179831387900990070e+00
3.257000000000000000e+03,-2.962587811150694961e+03,-8.083871167057567391e+02,0.000000000000000000e+00,-4.678879242677514583e+01,-1.643876615389160861e+03,2.182060555095747478e+00
3.258000000000000000e+03,-2.963896828962836025e+03,-8.101662355323182965e+02,0.000000000000000000e+00,-4.239567857736474821e+01,-1.644515842589662498e+03,2.177673559168435080e+00
3.259000000000000000e+03,-2.965112345501637719e+03,-8.119453543580898440e+02,0.000000000000000000e+00,-3.850730830881020239e+01,-1.645134693121025748e+03,2.206667478219821454e+00
3.260000000000000000e+03,-2.966421363312450467e+03,-8.138356681110152522e+02,0.000000000000000000e+00,-3.416956707278440319e+01,-1.645764249545972007e+03,2.177700539978090877e+00
3.261000000000000000e+03,-2.967636879852580932e+03,-8.156147869375769233e+02,0.000000000000000000e+00,-2.967396819239462502e+01,-1.646370631681809073e+03,2.179637403866108158e+00
3.262000000000000000e+03,-2.968945897663393225e+03,-8.175051006905023314e+02,0.000000000000000000e+00,-2.593579432786834360e+01,-1.646956235823585985e+03,2.204650343883376884e+00
3.263000000000000000e+03,-2.970161414203523691e+03,-8.193954144434277396e+02,0.000000000000000000e+00,-2.205523451540856072e+01,-1.647553783086643080e+03,2.209306778756926715e+00
3.264000000000000000e+03,-2.971376930742325385e+03,-8.212857281963531477e+02,0.000000000000000000e+00,-1.813571379098344849e+01,-1.648139819575420915e+03,2.197812135204546546e+00
3.265000000000000000e+03,-2.972592447281127079e+03,-8.231760419492785559e+02,0.000000000000000000e+00,-1.401687747469058110e+01,-1.648714900187837657e+03,2.194676186181794719e+00
3.266000000000000000e+03,-2.973807963819927863e+03,-8.250663557022040777e+02,0.000000000000000000e+00,-1.034785581180050329e+01,-1.649275308205431884e+03,2.215945604360967547e+00
3.267000000000000000e+03,-2.975023480360058784e+03,-8.269566694551295996e+02,0.000000000000000000e+00,-6.109995915469033534e+00,-1.649837355467623638e+03,2.183592137866856131e+00
3.268000000000000000e+03,-2.976238996898860023e+03,-8.289581781352088683e+02,0.000000000000000000e+00,-2.274960736874455769e+00,-1.650375536168306098e+03,2.215317575197318867e+00
3.269000000000000000e+03,-2.977454513437661717e+03,-8.308484918881343901e+02,0.000000000000000000e+00,1.562096053525196648e+00,-1.650917182836531993e+03,2.201079818797910814e+00
3.270000000000000000e+03,-2.978670029977791728e+03,-8.327388056410597983e+02,0.000000000000000000e+00,5.016131860828359379e+00,-1.651451870652664184e+03,2.230485967040875206e+00
3.271000000000000000e+03,-2.979885546516593877e+03,-8.346291193939852064e+02,0.000000000000000000e+00,8.870907269399477713e+00,-1.651985326674742282e+03,2.205753843218182020e+00
3.272000000000000000e+03,-2.981101063055395116e+03,-8.366306280732744654e+02,0.000000000000000000e+00,1.271690551365127675e+01,-1.652499435757099718e+03,2.212348569601295889e+00
3.273000000000000000e+03,-2.982316579595525127e+03,-8.385209418261999872e+02,0.000000000000000000e+00,1.617263811250750294e+01,-1.653011733469154478e+03,2.226793915216580100e+00
3.274000000000000000e+03,-2.983532096134327276e+03,-8.404112555791251680e+02,0.000000000000000000e+00,2.006013681304223439e+01,-1.653518161361645525e+03,2.210835417686249915e+00
3.275000000000000000e+03,-2.984747612673128060e+03,-8.423015693320508035e+02,0.000000000000000000e+00,2.365606772899150201e+01,-1.654011268077735167e+03,2.221923051076766242e+00
3.276000000000000000e+03,-2.985963129213258981e+03,-8.441918830849762116e+02,0.000000000000000000e+00,2.714891220433317542e+01,-1.654505998803682814e+03,2.229731133541206667e+00
3.277000000000000000e+03,-2.987178645752060675e+03,-8.461933917650554804e+02,0.000000000000000000e+00,3.053187541747639244e+01,-1.654998709986816721e+03,2.231661905130338575e+00
3.278000000000000000e+03,-2.988394162290862369e+03,-8.480837055179810022e+02,0.000000000000000000e+00,3.410115498131473544e+01,-1.655482046523907911e+03,2.226349251942095098e+00
3.279000000000000000e+03,-2.989609678829663608e+03,-8.499740192709064104e+02,0.000000000000000000e+00,3.775158026609547335e+01,-1.655950922129264427e+03,2.227458249524188805e+00
3.280000000000000000e+03,-2.990918696641805582e+03,-8.518643330238319322e+02,0.000000000000000000e+00,4.117603644967463339e+01,-1.656417436050537390e+03,2.228425089204451925e+00
3.281000000000000000e+03,-2.992134213180607276e+03,-8.538658417031210774e+02,0.000000000000000000e+00,4.505514196480912403e+01,-1.656866204695039869e+03,2.221538705463138363e+00
3.282000000000000000e+03,-2.993349729720737287e+03,-8.557561554560464856e+02,0.000000000000000000e+00,4.882685467642518518e+01,-1.657299976179297573e+03,2.216426540143344948e+00
3.283000000000000000e+03,-2.994565246259538981e+03,-8.576464692089720074e+02,0.000000000000000000e+00,5.202162045605751928e+01,-1.657748049331855327e+03,2.248377776532868300e+00
3.284000000000000000e+03,-2.995874264070351728e+03,-8.595367829618975293e+02,0.000000000000000000e+00,5.506322758535750950e+01,-1.658209846740143121e+03,2.249860833446276409e+00
3.285000000000000000e+03,-2.997089780610481739e+03,-8.614270967148228237e+02,0.000000000000000000e+00,5.839038479486461597e+01,-1.658658188287444091e+03,2.238432231147474027e+00
3.286000000000000000e+03,-2.998305297149282978e+03,-8.633174104677482319e+02,0.000000000000000000e+00,6.160279160915910523e+01,-1.659098092875227849e+03,2.249817813565644364e+00
3.287000000000000000e+03,-2.999614314960095726e+03,-8.652077242206738674e+02,0.000000000000000000e+00,6.484492044667501887e+01,-1.659534039259617202e+03,2.239651416573710918e+00
3.288000000000000000e+03,-3.000829831500225737e+03,-8.670980379743892854e+02,0.000000000000000000e+00,6.853033925919396552e+01,-1.659941460215726465e+03,2.232539077862147892e+00
3.289000000000000000e+03,-3.002045348039028340e+03,-8.689883517273146936e+02,0.000000000000000000e+00,7.172904925078616145e+01,-1.660355299371866749e+03,2.243242230735430276e+00
3.290000000000000000e+03,-3.003260864577829125e+03,-8.709898604066039525e+02,0.000000000000000000e+00,7.503743949136676861e+01,-1.660767806123913260e+03,2.245882130125612441e+00
3.291000000000000000e+03,-3.004569882389970189e+03,-8.728801741595294743e+02,0.000000000000000000e+00,7.816444335583862824e+01,-1.661181243083529125e+03,2.248584340853027719e+00
3.292000000000000000e+03,-3.005785398928772793e+03,-8.747704879124548825e+02,0.000000000000000000e+00,7.890318766409836826e+01,-1.661223915484051304e+03,2.303881691186300262e+00
3.293000000000000000e+03,-3.007094416740914312e+03,-8.766608016653802906e+02,0.000000000000000000e+00,8.196050561908245413e+01,-1.661634754687857139e+03,2.254754756230481050e+00
3.294000000000000000e+03,-3.008309933279715551e+03,-8.785511154183056988e+02,0.000000000000000000e+00,8.490262550387089391e+01,-1.662047373340394188e+03,2.249982367619166812e+00
3.295000000000000000e+03,-3.009525449818516790e+03,-8.804414291712311069e+02,0.000000000000000000e+00,8.785368495441309733e+01,-1.662458455530347237e+03,2.261325280006481364e+00
3.296000000000000000e+03,-3.010834467630658310e+03,-8.823317429241566288e+02,0.000000000000000000e+00,9.081306345545928593e+01,-1.662865166954586357e+03,2.252556730633864301e+00
3.297000000000000000e+03,-3.012049984169460458e+03,-8.842220566770821506e+02,0.000000000000000000e+00,9.367842371910708721e+01,-1.663271369114295567e+03,2.260706365338864376e+00
3.298000000000000000e+03,-3.013359001981601523e+03,-8.861123704300074451e+02,0.000000000000000000e+00,9.637392910282220271e+01,-1.663684860272405331e+03,2.267359173343480805e+00
3.299000000000000000e+03,-3.014574518520403217e+03,-8.880026841829328532e+02,0.000000000000000000e+00,9.938292827075747482e+01,-1.664078480992115601e+03,2.252804112133349079e+00
3.300000000000000000e+03,-3.015883536331215964e+03,-8.898929979358582614e+02,0.000000000000000000e+00,1.020554946917387298e+02,-1.664481459327433186e+03,2.267028728897348966e+00
3.301000000000000000e+03,-3.017099052871345975e+03,-8.917833116887838969e+02,0.000000000000000000e+00,1.051454577374450281e+02,-1.664859942315967146e+03,2.253896421640039005e+00
3.302000000000000000e+03,-3.018408070682158723e+03,-8.936736254417093051e+02,0.000000000000000000e+00,1.079821261938065788e+02,-1.665241710566371921e+03,2.258336368393746962e+00
3.303000000000000000e+03,-3.019623587222288734e+03,-8.955639391946347132e+02,0.000000000000000000e+00,1.111125878782942067e+02,-1.665603044660811065e+03,2.253988904408327443e+00
3.304000000000000000e+03,-3.020932605033101481e+03,-8.974542529483502449e+02,0.000000000000000000e+00,1.142015182785173266e+02,-1.665955864474736927e+03,2.253182412790595279e+00
3.305000000000000000e+03,-3.022148121571903175e+03,-8.993445667012756530e+02,0.000000000000000000e+00,1.168107257371650434e+02,-1.666338563410797406e+03,2.262670655803018072e+00
3.306000000000000000e+03,-3.023363638112033641e+03,-9.013460753805649119e+02,0.000000000000000000e+00,1.198067581303513407e+02,-1.666697120844701885e+03,2.263897764643949539e+00
3.307000000000000000e+03,-3.024672655922846388e+03,-9.031251942071266967e+02,0.000000000000000000e+00,1.223481922357105276e+02,-1.667078811702008579e+03,2.261164898741391482e+00
3.308000000000000000e+03,-3.025888172461648082e+03,-9.051267028864157282e+02,0.000000000000000000e+00,1.250425389224180321e+02,-1.667452073168393554e+03,2.269599023687277395e+00
3.309000000000000000e+03,-3.027197190273789147e+03,-9.070170166393412501e+02,0.000000000000000000e+00,1.278473195829335083e+02,-1.667810740072459112e+03,2.260892430648147045e+00
3.310000000000000000e+03,-3.028412706812590841e+03,-9.087961354659028075e+02,0.000000000000000000e+00,1.303946169298480129e+02,-1.668182923280323394e+03,2.265001383798661116e+00
3.311000000000000000e+03,-3.029721724624731905e+03,-9.107976441451921801e+02,0.000000000000000000e+00,1.327262997397603499e+02,-1.668572351402396407e+03,2.279747444718942528e+00
3.312000000000000000e+03,-3.031030742435544653e+03,-9.125767629717538512e+02,0.000000000000000000e+00,1.352580870335048928e+02,-1.668947532549985908e+03,2.264081348165236207e+00
3.313000000000000000e+03,-3.032246258974346347e+03,-9.144670767246792593e+02,0.000000000000000000e+00,1.378747835368395158e+02,-1.669307558221416457e+03,2.269021936427373820e+00
3.314000000000000000e+03,-3.033555276786487411e+03,-9.163573904776046675e+02,0.000000000000000000e+00,1.403229047160415064e+02,-1.669676686459413531e+03,2.269222945797888080e+00
3.315000000000000000e+03,-3.034770793325289105e+03,-9.182477042305300756e+02,0.000000000000000000e+00,1.427508225719776078e+02,-1.670046759792787498e+03,2.267403178944662479e+00
3.316000000000000000e+03,-3.036079811137431079e+03,-9.201380179834554838e+02,0.000000000000000000e+00,1.451606747099337156e+02,-1.670414625496463941e+03,2.276586059586571231e+00
3.317000000000000000e+03,-3.037388828948243827e+03,-9.220283317363810056e+02,0.000000000000000000e+00,1.478831986912615548e+02,-1.670753082991861447e+03,2.255554569924522301e+00
3.318000000000000000e+03,-3.038604345488374292e+03,-9.239186454893064138e+02,0.000000000000000000e+00,1.503615114339371814e+02,-1.671102268082428964e+03,2.271699612996131545e+00
3.319000000000000000e+03,-3.039913363299186585e+03,-9.258089592422318219e+02,0.000000000000000000e+00,1.529668365614564038e+02,-1.671441278274940942e+03,2.265132195784322455e+00
3.320000000000000000e+03,-3.041222381111327650e+03,-9.275880780687933793e+02,0.000000000000000000e+00,1.554924407693577280e+02,-1.671781486654077753e+03,2.262828347058268186e+00
3.321000000000000000e+03,-3.042531398922140397e+03,-9.295895867480826382e+02,0.000000000000000000e+00,1.582383422497487970e+02,-1.672097788854845703e+03,2.263232552589004687e+00
3.322000000000000000e+03,-3.043840416734281916e+03,-9.313687055746444230e+02,0.000000000000000000e+00,1.608113071824399185e+02,-1.672422880677088187e+03,2.262967221018211017e+00
3.323000000000000000e+03,-3.045149434545094664e+03,-9.332590193275698311e+02,0.000000000000000000e+00,1.631425454842489842e+02,-1.672770160987969803e+03,2.272513510356375832e+00
3.324000000000000000e+03,-3.046458452355907411e+03,-9.351493330804951256e+02,0.000000000000000000e+00,1.654534520526426604e+02,-1.673120611101268196e+03,2.272404307249444866e+00
3.325000000000000000e+03,-3.047767470168048931e+03,-9.369284519070569104e+02,0.000000000000000000e+00,1.677374153609539178e+02,-1.673471249286919374e+03,2.269172132407393239e+00
3.326000000000000000e+03,-3.049076487978861678e+03,-9.388187656599823185e+02,0.000000000000000000e+00,1.698061822322002570e+02,-1.673840290146217058e+03,2.277798072528815165e+00
3.327000000000000000e+03,-3.050385505791002743e+03,-9.407090794129077267e+02,0.000000000000000000e+00,1.722596961965867308e+02,-1.674171701816686436e+03,2.267559204954061158e+00
3.328000000000000000e+03,-3.051694523601815490e+03,-9.425993931658331348e+02,0.000000000000000000e+00,1.746668986049498073e+02,-1.674498214825211107e+03,2.266252366711195343e+00
3.329000000000000000e+03,-3.053003541413956555e+03,-9.443785119916046824e+02,0.000000000000000000e+00,1.769211257087095532e+02,-1.674837630264512882e+03,2.273436875445176142e+00
3.330000000000000000e+03,-3.054312559224769302e+03,-9.462688257453202141e+02,0.000000000000000000e+00,1.791527869674430349e+02,-1.675179042611243858e+03,2.273430739030324332e+00
3.331000000000000000e+03,-3.055621577036910367e+03,-9.481591394982456222e+02,0.000000000000000000e+00,1.814622252503138213e+02,-1.675509768994407523e+03,2.269000185160079397e+00
3.332000000000000000e+03,-3.056930594847724024e+03,-9.499382583240172835e+02,0.000000000000000000e+00,1.835920132746998377e+02,-1.675855002024148462e+03,2.276572621571471888e+00
3.333000000000000000e+03,-3.058239612659865088e+03,-9.518285720769425780e+02,0.000000000000000000e+00,1.856534638461076838e+02,-1.676208245073385569e+03,2.275130793323277167e+00
3.334000000000000000e+03,-3.059548630470677836e+03,-9.536076909035043627e+02,0.000000000000000000e+00,1.877854420404544271e+02,-1.676552175078661548e+03,2.273792414151690977e+00
3.335000000000000000e+03,-3.060857648282819355e+03,-9.554980046564297709e+02,0.000000000000000000e+00,1.901364822060109532e+02,-1.676867935794710775e+03,2.271227654418215725e+00
3.336000000000000000e+03,-3.062260167366971018e+03,-9.572771234829913283e+02,0.000000000000000000e+00,1.923568931731706471e+02,-1.677192047408260805e+03,2.269365460988827188e+00
3.337000000000000000e+03,-3.063569185177783766e+03,-9.591674372359167364e+02,0.000000000000000000e+00,1.944318543860917430e+02,-1.677531125369363963e+03,2.278292154540053627e+00
3.338000000000000000e+03,-3.064971704261936793e+03,-9.610577509888421446e+02,0.000000000000000000e+00,1.965116805103330933e+02,-1.677869987325467719e+03,2.272890253731442378e+00
3.339000000000000000e+03,-3.066280722072749541e+03,-9.628368698146138058e+02,0.000000000000000000e+00,1.985849612933884885e+02,-1.678206675845349537e+03,2.274849323871615425e+00
3.340000000000000000e+03,-3.067589739884890605e+03,-9.647271835683293375e+02,0.000000000000000000e+00,2.005739928478619163e+02,-1.678550654548507737e+03,2.280306247210086124e+00
3.341000000000000000e+03,-3.068992258967714861e+03,-9.665063023941007714e+02,0.000000000000000000e+00,2.025017718343748072e+02,-1.678901227864041630e+03,2.275726702838342330e+00
3.342000000000000000e+03,-3.070301276779855925e+03,-9.683966161470261795e+02,0.000000000000000000e+00,2.029458230057691139e+02,-1.678926159898567903e+03,2.301768936850830727e+00
3.343000000000000000e+03,-3.071610294590668673e+03,-9.701757349735877369e+02,0.000000000000000000e+00,2.048948740741489303e+02,-1.679256819454262313e+03,2.281008983839884596e+00
3.344000000000000000e+03,-3.073012813674820791e+03,-9.719548538001495217e+02,0.000000000000000000e+00,2.068074477778032190e+02,-1.679601972819283219e+03,2.274384789783549188e+00
3.345000000000000000e+03,-3.074321831485633538e+03,-9.738451675530749299e+02,0.000000000000000000e+00,2.086315431345161073e+02,-1.679957569569247653e+03,2.284609670760438860e+00
3.346000000000000000e+03,-3.075724350569786111e+03,-9.756242863788464774e+02,0.000000000000000000e+00,2.105295129953003368e+02,-1.680304616680755771e+03,2.279400972267255465e+00
3.347000000000000000e+03,-3.077033368381927630e+03,-9.775146001317718856e+02,0.000000000000000000e+00,2.124350004884368275e+02,-1.680647578559559179e+03,2.278065196190094621e+00
3.348000000000000000e+03,-3.078435887464750977e+03,-9.792937189583335567e+02,0.000000000000000000e+00,2.142631066474185104e+02,-1.680997562047503834e+03,2.283515800939725615e+00
3.349000000000000000e+03,-3.079744905276892950e+03,-9.810728377848951141e+02,0.000000000000000000e+00,2.162681720576906343e+02,-1.681324959171858609e+03,2.279215207018437717e+00
3.350000000000000000e+03,-3.081147424359715842e+03,-9.829631515378205222e+02,0.000000000000000000e+00,2.182697615731923122e+02,-1.681647993530914164e+03,2.276208079994007427e+00
