时间(s),真实位置X(m),真实位置Y(m),真实位置Z(m),TRUKF估计位置X(m),TRUKF估计位置Y(m),TRUKF估计位置Z(m)
1.434000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.196644613844313021e+01,2.784383239913538866e+00,7.061148756954042927e-02
1.435000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.224682360895327271e+01,2.783251769172496282e+00,7.249236419366185402e-02
1.436000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.224722796011243986e+01,2.784293114158657545e+00,7.194347515338096744e-02
1.437000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.224807331667809507e+01,2.786446492477624659e+00,6.076793122119920204e-02
1.438000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.225125544707500147e+01,2.783214449119426170e+00,7.400560564059847912e-02
1.439000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.224924410288080523e+01,2.783388848072026800e+00,-6.279136652119545262e-03
1.440000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.224876896105685553e+01,2.784918792942729926e+00,7.383616292223842137e-02
1.441000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.224907092981372969e+01,2.784647312766614036e+00,7.363198686349713140e-02
1.442000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.206213432300435606e+01,2.784827650750945516e+00,7.008629768104288060e-02
1.443000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.206160917360141660e+01,2.783828076003491692e+00,7.158054209857757366e-02
1.444000000000000000e+03,-2.805038160332576913e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.206091181296491222e+01,2.783838364173689683e+00,7.397043580635798143e-02
1.445000000000000000e+03,-2.805038160332576913e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.206112142331458514e+01,2.783733244347722735e+00,6.980697177469220860e-02
1.446000000000000000e+03,-2.805038160332576913e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.206009055137242392e+01,2.784164282175872973e+00,7.826401642245905954e-02
1.447000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.178098742006128852e+01,2.785267921138100622e+00,6.785907153055684149e-02
1.448000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.159477655732283985e+01,2.562683216536666198e+00,6.826920061461025369e-02
1.449000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.163218086199042567e+01,2.782569307398064407e+00,6.461998541974528498e-02
1.450000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.167518172650324892e+01,2.783786433242467773e+00,7.096346219129508193e-02
1.451000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.196784267947127844e+01,2.783042334634702186e+00,6.755214504235430850e-02
1.452000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.206110007595591860e+01,2.783727707952036834e+00,7.135386282784153544e-02
1.453000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.196783011202381886e+01,2.784271540809193368e+00,7.083288444546699536e-02
1.454000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.206091769513858658e+01,3.005271231566900791e+00,6.596590663604122440e-02
1.455000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.206163885411941372e+01,3.005395082452408939e+00,6.803677123662325854e-02
1.456000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.196853157533291245e+01,2.784531409605614627e+00,6.448408844974608256e-02
1.457000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.205993724859287752e+01,3.004146416278863363e+00,7.343903933136065876e-02
1.458000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.224728009689221686e+01,3.005425868414882906e+00,7.726604108820843420e-02
1.459000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.224821509798838015e+01,3.006256310371239415e+00,6.713331483531649602e-02
1.460000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.206065796986873018e+01,3.006390002590199284e+00,7.604412081316090644e-02
1.461000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.196832082128272212e+01,2.784641253457850851e+00,6.554118571128733639e-02
1.462000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.196723533243107696e+01,2.782263878607429852e+00,7.179774498957490481e-02
1.463000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.177919016210770486e+01,2.784012025628623821e+00,6.702580700084735665e-02
1.464000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.196674101005748803e+01,2.782776582415798394e+00,6.893673752948092925e-02
1.465000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.206011115037803982e+01,2.560108005846731150e+00,-6.756926119134745376e-03
1.466000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.205819150317082489e+01,2.603668317940275312e+00,7.542616782370836770e-02
1.467000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.205871569877820271e+01,2.642400913178054367e+00,7.087368122957474204e-02
1.468000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.196526719636498726e+01,2.678395366822801105e+00,6.731775622013011495e-02
1.469000000000000000e+03,-3.740050893730765269e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.205907931357302409e+01,2.710143205567317803e+00,7.169418881291698964e-02
1.470000000000000000e+03,-2.805038160332576913e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.209813327110003556e+01,3.005489558489407020e+00,6.285660583225467779e-02
1.471000000000000000e+03,-2.805038160332576913e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.209709236416715505e+01,3.043140523329322722e+00,-5.805472314247342447e-04
1.472000000000000000e+03,-2.805038160332576913e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.224705643135778566e+01,3.007025276289044591e+00,7.071268010931179571e-02
1.473000000000000000e+03,-2.805038160332576913e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.196665033505228770e+01,3.007722965584998853e+00,7.297982834659336171e-02
1.474000000000000000e+03,-2.805038160332576913e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.206057863191123403e+01,2.784022020069159886e+00,7.377131795447465501e-02
1.475000000000000000e+03,-2.805038160332576913e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.224672648111980777e+01,2.783653020093610486e+00,6.732584707631933396e-02
1.476000000000000000e+03,-1.870025440221718127e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.224734584029182649e+01,2.782838874907421101e+00,6.833082826655521858e-02
1.477000000000000000e+03,-1.870025440221718127e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.218507933637906149e+01,2.561089232636676094e+00,7.047102941055742586e-02
1.478000000000000000e+03,-1.870025440221718127e-01,-5.559746326091801194e-01,0.000000000000000000e+00,1.212878844767148045e+01,2.560512640355744107e+00,6.610812089568565697e-02
1.479000000000000000e+03,-9.350127201108590635e-02,-4.447797062453616168e-01,0.000000000000000000e+00,1.209605251787104052e+01,2.559478862709346547e+00,7.259823250359084823e-02
1.480000000000000000e+03,-9.350127201108590635e-02,-5.559746326091801194e-01,0.000000000000000000e+00,1.206625828917494658e+01,2.781462407118586722e+00,6.955060290413822566e-02
1.481000000000000000e+03,-9.350127201108590635e-02,-4.447797062453616168e-01,0.000000000000000000e+00,1.177924818518460803e+01,2.783211322709929103e+00,7.720390121881301471e-02
1.482000000000000000e+03,-9.350127201108590635e-02,-4.447797062453616168e-01,0.000000000000000000e+00,1.196554130363413471e+01,3.003041812757284212e+00,8.371641551967111405e-02
1.483000000000000000e+03,0.000000000000000000e+00,-4.447797062453616168e-01,0.000000000000000000e+00,1.177943931319480164e+01,3.005938498147354920e+00,7.666522338827540251e-02
1.484000000000000000e+03,0.000000000000000000e+00,-4.447797062453616168e-01,0.000000000000000000e+00,1.149929821886860282e+01,3.006270742301447640e+00,7.514984559928748753e-02
1.485000000000000000e+03,0.000000000000000000e+00,-3.335847798815431142e-01,0.000000000000000000e+00,1.149830315989426310e+01,3.115638801534579283e+00,8.621271314410500208e-02
1.486000000000000000e+03,0.000000000000000000e+00,-3.335847798815431142e-01,0.000000000000000000e+00,1.154706437560643195e+01,3.117193480327697053e+00,7.580669514604662651e-02
1.487000000000000000e+03,9.350127201108590635e-02,-3.335847798815431142e-01,0.000000000000000000e+00,1.159929969725727794e+01,3.084113099525024992e+00,8.446677157761994792e-02
1.488000000000000000e+03,9.350127201108590635e-02,-3.335847798815431142e-01,0.000000000000000000e+00,1.177984651503576252e+01,3.005923770813316409e+00,8.566602913995788326e-02
1.489000000000000000e+03,1.870025453509047975e-01,-2.223898527276370607e-01,0.000000000000000000e+00,1.196737979206376856e+01,2.784409747935835178e+00,8.743687702144033180e-02
1.490000000000000000e+03,1.870025453509047975e-01,-2.223898527276370607e-01,0.000000000000000000e+00,1.224729673591154366e+01,2.561579920172727842e+00,9.813365604032973921e-02
1.491000000000000000e+03,1.870025453509047975e-01,-2.223898527276370607e-01,0.000000000000000000e+00,1.196673555728041194e+01,2.605152171876004452e+00,8.369357256739874684e-02
1.492000000000000000e+03,2.805038173619907038e-01,-2.223898527276370607e-01,0.000000000000000000e+00,1.177926448728833542e+01,2.655318433812960954e+00,8.832498251342113527e-02
1.493000000000000000e+03,2.805038173619907038e-01,-2.223898527276370607e-01,0.000000000000000000e+00,1.159145880709705700e+01,2.690189092337380572e+00,9.295903637022594201e-02
1.494000000000000000e+03,2.805038173619907038e-01,-2.223898527276370607e-01,0.000000000000000000e+00,1.177886424834083456e+01,2.719801636907498210e+00,8.145004802144840961e-02
1.495000000000000000e+03,3.740050893730765269e-01,-2.223898527276370607e-01,0.000000000000000000e+00,1.196467362320642458e+01,2.783539472388250946e+00,9.245653806915869743e-02
1.496000000000000000e+03,3.740050893730765269e-01,-2.223898527276370607e-01,0.000000000000000000e+00,1.196604501266670439e+01,2.783844560014907543e+00,8.666211744875904066e-02
1.497000000000000000e+03,3.740050893730765269e-01,-3.335847798815431142e-01,0.000000000000000000e+00,1.205940786898424300e+01,2.562490777335324044e+00,8.866755059031115882e-02
1.498000000000000000e+03,3.740050893730765269e-01,-3.335847798815431142e-01,0.000000000000000000e+00,1.205869193270456208e+01,2.783452849415639196e+00,8.524684124715314892e-02
1.499000000000000000e+03,4.675063613841624055e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.224596236761746759e+01,2.783473010640088674e+00,9.148633996143985814e-02
1.500000000000000000e+03,4.675063613841624055e-01,-4.447797062453616168e-01,0.000000000000000000e+00,1.205944390805004929e+01,2.784896244569889934e+00,8.832094591962469377e-02
1.501000000000000000e+03,4.675063613841624055e-01,-5.559746326091801194e-01,0.000000000000000000e+00,1.224636613864768542e+01,2.783791655094122408e+00,8.825042178465854203e-02
1.502000000000000000e+03,5.610076333952483951e-01,-5.559746326091801194e-01,0.000000000000000000e+00,1.243311399993988076e+01,2.783902600150498508e+00,9.234529716610248573e-02
1.503000000000000000e+03,5.610076333952483951e-01,-6.671695597630862284e-01,0.000000000000000000e+00,1.243197423375976030e+01,3.006524701021729307e+00,8.022179144913392859e-03
1.504000000000000000e+03,5.610076333952483951e-01,-6.671695597630862284e-01,0.000000000000000000e+00,1.243341864832776622e+01,3.008302605200599444e+00,9.208869980859547832e-02
1.505000000000000000e+03,6.545089054063342182e-01,-7.783644861269046755e-01,0.000000000000000000e+00,1.243390360028377195e+01,3.007661657230684682e+00,9.202253556100174758e-02
1.506000000000000000e+03,6.545089054063342182e-01,-7.783644861269046755e-01,0.000000000000000000e+00,1.252698321809908322e+01,3.007188533906298034e+00,9.291377003013925884e-02
1.507000000000000000e+03,7.480101787461530538e-01,-8.895594132808105625e-01,0.000000000000000000e+00,1.252756015506104070e+01,2.785908144113840024e+00,8.937586688114688982e-02
1.508000000000000000e+03,7.480101787461530538e-01,-1.000754339644629232e+00,0.000000000000000000e+00,1.271341897789126740e+01,2.784644701217403373e+00,9.181654038299530418e-02
1.509000000000000000e+03,8.415114507572390989e-01,-1.000754339644629232e+00,0.000000000000000000e+00,1.271391660049289207e+01,2.785075066566694790e+00,9.132525720703556227e-02
1.510000000000000000e+03,9.350127227683248110e-01,-1.111949266008447790e+00,0.000000000000000000e+00,1.271445576207710637e+01,2.784997095517037557e+00,8.967733124789219190e-02
1.511000000000000000e+03,9.350127227683248110e-01,-1.223144193162353677e+00,0.000000000000000000e+00,1.271391956131240342e+01,2.784194226939901373e+00,6.853395899879927491e-03
1.512000000000000000e+03,1.028513994779410856e+00,-1.223144193162353677e+00,0.000000000000000000e+00,1.271373693295766927e+01,2.784686905356497100e+00,9.278575939225747193e-02
1.513000000000000000e+03,1.028513994779410856e+00,-1.334339119526172457e+00,0.000000000000000000e+00,1.289953410050730653e+01,2.784582629664807740e+00,9.358883560460952086e-03
1.514000000000000000e+03,1.122015266790496790e+00,-1.445534045889990793e+00,0.000000000000000000e+00,1.290132294844721450e+01,2.564287696730595645e+00,9.289489794487104657e-02
1.515000000000000000e+03,1.215516538801582724e+00,-1.445534045889990793e+00,0.000000000000000000e+00,1.271356320298492548e+01,2.784718974004556813e+00,9.635875376739241882e-02
1.516000000000000000e+03,1.215516538801582724e+00,-1.556728973043896902e+00,0.000000000000000000e+00,1.290034721948128826e+01,2.784562856566143996e+00,9.272406766228179220e-02
1.517000000000000000e+03,1.309017812141401560e+00,-1.667923899407715460e+00,0.000000000000000000e+00,1.290058408495012188e+01,2.785409102786618796e+00,9.572684352525322182e-02
1.518000000000000000e+03,1.402519084152487272e+00,-1.779118825771533574e+00,0.000000000000000000e+00,1.290048278365252266e+01,2.785512708115077452e+00,8.495085950222285714e-03
1.519000000000000000e+03,1.402519084152487272e+00,-1.890313752925439683e+00,0.000000000000000000e+00,1.290137552148800459e+01,2.785713638453637397e+00,9.484210335693549210e-02
1.520000000000000000e+03,1.496020356163573428e+00,-1.890313752925439683e+00,0.000000000000000000e+00,1.299576816873829266e+01,2.562986532901813774e+00,9.323752426023629303e-02
1.521000000000000000e+03,1.589521628174659362e+00,-2.001508679289258463e+00,0.000000000000000000e+00,1.299435762995744348e+01,2.562418107213875640e+00,9.673177521660007716e-02
1.522000000000000000e+03,1.589521628174659362e+00,-2.112703605653077243e+00,0.000000000000000000e+00,1.302300843397743257e+01,2.588964164422717484e+00,1.713465016820106546e-02
1.523000000000000000e+03,1.683022900185745296e+00,-2.223898532806983130e+00,0.000000000000000000e+00,1.305903507718431200e+01,2.564051858843150900e+00,9.932720962705893220e-02
1.524000000000000000e+03,1.776524173525564354e+00,-2.335093459170801466e+00,0.000000000000000000e+00,1.309107683239550823e+01,2.562990724571477585e+00,9.996753265589417015e-02
1.525000000000000000e+03,1.776524173525564354e+00,-2.335093459170801466e+00,0.000000000000000000e+00,1.336845112268855651e+01,2.562059879937844897e+00,9.720790747770478857e-02
1.526000000000000000e+03,1.870025445536649622e+00,-2.446288385534619803e+00,0.000000000000000000e+00,1.346198706298100234e+01,2.562683035758212657e+00,1.303367898409586029e-02
1.527000000000000000e+03,1.963526717547735778e+00,-2.557483312688526134e+00,0.000000000000000000e+00,1.346159820802720297e+01,2.562433564967808053e+00,1.101500265175514581e-02
1.528000000000000000e+03,2.057027989558821712e+00,-2.668678239052344914e+00,0.000000000000000000e+00,1.346194208196713227e+01,2.563563009289342887e+00,1.000265753904373278e-01
1.529000000000000000e+03,2.057027989558821712e+00,-2.779873166206250357e+00,0.000000000000000000e+00,1.346226123799395857e+01,2.451912063534870345e+00,1.279541531493303547e-02
1.530000000000000000e+03,2.150529261569907646e+00,-2.891068092570069137e+00,0.000000000000000000e+00,1.336745357813366120e+01,2.452326783366793883e+00,1.430002616126231293e-02
1.531000000000000000e+03,2.244030533580993581e+00,-3.002263018933887917e+00,0.000000000000000000e+00,1.346150676581042127e+01,2.452787647202948840e+00,1.023314262656367379e-01
1.532000000000000000e+03,2.337531806920812638e+00,-3.113457946087793804e+00,0.000000000000000000e+00,1.365011023570719928e+01,2.230081366639687257e+00,1.026624440420031009e-01
1.533000000000000000e+03,2.431033078931898128e+00,-3.224652872451612140e+00,0.000000000000000000e+00,1.364958256269200554e+01,2.229043486496385729e+00,1.045955265354985841e-01
1.534000000000000000e+03,2.524534350942984506e+00,-3.335847798815430920e+00,0.000000000000000000e+00,1.383676801963060043e+01,2.006791879313797544e+00,1.017109435447802884e-01
1.535000000000000000e+03,2.618035622954070440e+00,-3.447042725969336363e+00,0.000000000000000000e+00,1.380073692825936149e+01,2.050635322469575694e+00,1.724797699923144231e-02
1.536000000000000000e+03,2.711536894965155930e+00,-3.558237652333155587e+00,0.000000000000000000e+00,1.383473362330832401e+01,1.896075075410583288e+00,1.608032222579536957e-02
1.537000000000000000e+03,2.711536894965155930e+00,-3.669432578696973479e+00,0.000000000000000000e+00,1.392768973502660579e+01,2.007025201706944095e+00,1.648104369897514937e-02
1.538000000000000000e+03,2.805038166976241865e+00,-3.669432578696973479e+00,0.000000000000000000e+00,1.392866269049073580e+01,2.229535550333373362e+00,1.038896317797364383e-01
1.539000000000000000e+03,2.898539440316060922e+00,-3.780627505850879366e+00,0.000000000000000000e+00,1.392980684005921610e+01,2.229301511506768474e+00,1.598905940713395146e-02
1.540000000000000000e+03,2.992040712327146856e+00,-3.891822432214698146e+00,0.000000000000000000e+00,1.411577364363835940e+01,2.229116497206738767e+00,1.599108415485029494e-02
1.541000000000000000e+03,3.085541984338232790e+00,-4.003017358578516927e+00,0.000000000000000000e+00,1.430333147006639116e+01,2.007770104031825209e+00,1.714646047315097552e-02
1.542000000000000000e+03,3.179043256349318725e+00,-4.114212285732422814e+00,0.000000000000000000e+00,1.430322469765292404e+01,2.008555196580283031e+00,1.883988679606771882e-02
1.543000000000000000e+03,3.272544528360404215e+00,-4.225407212096241594e+00,0.000000000000000000e+00,1.430353677460619366e+01,2.008943909383072768e+00,1.928170909106135394e-02
1.544000000000000000e+03,3.272544528360404215e+00,-4.336602139250147481e+00,0.000000000000000000e+00,1.439765936525961720e+01,2.008002726543867134e+00,1.895771283803270729e-02
1.545000000000000000e+03,3.366045801700223272e+00,-4.447797065613966261e+00,0.000000000000000000e+00,1.439795058344196477e+01,2.008619285685004030e+00,1.873136192707989395e-02
1.546000000000000000e+03,3.459547073711308762e+00,-4.558991991977784153e+00,0.000000000000000000e+00,1.439856068018618451e+01,2.007280022890926663e+00,1.872336509433330035e-02
1.547000000000000000e+03,3.553048345722394696e+00,-4.558991991977784153e+00,0.000000000000000000e+00,1.439706443763460975e+01,2.007486094889386230e+00,1.844401504166850309e-02
1.548000000000000000e+03,3.646549617733481519e+00,-4.670186919131690928e+00,0.000000000000000000e+00,1.439768298909816302e+01,2.007352974673789259e+00,1.735257453696275459e-02
1.549000000000000000e+03,3.646549617733481519e+00,-4.781381845495508820e+00,0.000000000000000000e+00,1.439771971838923292e+01,2.007165176243097093e+00,1.741161499781800764e-02
1.550000000000000000e+03,3.740050889744566565e+00,-4.781381845495508820e+00,0.000000000000000000e+00,1.458501661400949345e+01,1.895140292436988227e+00,1.823221475902840616e-02
1.551000000000000000e+03,3.740050889744566565e+00,-4.892576771859327600e+00,0.000000000000000000e+00,1.439819988426508068e+01,2.006680481921961690e+00,1.017855479275079356e-01
1.552000000000000000e+03,3.833552161755652499e+00,-5.003771699013232599e+00,0.000000000000000000e+00,1.430334957256201101e+01,2.228407517716167963e+00,1.724125519492948969e-02
1.553000000000000000e+03,3.833552161755652499e+00,-5.003771699013232599e+00,0.000000000000000000e+00,1.439835543720469602e+01,2.227683377621243466e+00,1.542371214794057213e-02
1.554000000000000000e+03,3.833552161755652499e+00,-5.114966625377052267e+00,0.000000000000000000e+00,1.458562320532533718e+01,2.005911102482581754e+00,1.344202851862306980e-02
1.555000000000000000e+03,3.927053435095471556e+00,-5.114966625377052267e+00,0.000000000000000000e+00,1.477098530808150478e+01,2.005664060285037742e+00,1.399512789007893374e-02
1.556000000000000000e+03,3.927053435095471556e+00,-5.114966625377052267e+00,0.000000000000000000e+00,1.477222289501055741e+01,2.005992293351276601e+00,1.170800977524376341e-02
1.557000000000000000e+03,3.927053435095471556e+00,-5.226161551740871047e+00,0.000000000000000000e+00,1.473613295273930035e+01,2.050657455884884239e+00,1.086063216940797056e-02
1.558000000000000000e+03,4.020554707106557046e+00,-5.226161551740871047e+00,0.000000000000000000e+00,1.458366704764160993e+01,2.227981594104875285e+00,1.068786409161146325e-02
1.559000000000000000e+03,4.020554707106557046e+00,-5.226161551740871047e+00,0.000000000000000000e+00,1.463326276120491798e+01,2.172384720115252410e+00,8.419847886124862124e-03
1.560000000000000000e+03,4.114055979117643425e+00,-5.337356478894776934e+00,0.000000000000000000e+00,1.486439306018039730e+01,1.894529460433033830e+00,8.521505524041220539e-03
1.561000000000000000e+03,4.020554707106557046e+00,-5.337356478894776934e+00,0.000000000000000000e+00,1.486300757260076111e+01,2.005617432357071905e+00,6.724490074081589455e-03
1.562000000000000000e+03,4.114055979117643425e+00,-5.337356478894776934e+00,0.000000000000000000e+00,1.486387463199689307e+01,2.006096627195585125e+00,6.363844913609769879e-03
1.563000000000000000e+03,4.114055979117643425e+00,-5.448551405258594826e+00,0.000000000000000000e+00,1.486337161879023760e+01,2.004839667073714526e+00,5.742875207675751312e-03
1.564000000000000000e+03,4.207557251128728915e+00,-5.448551405258594826e+00,0.000000000000000000e+00,1.504775834822220659e+01,2.226400670302723039e+00,6.495887817825334032e-03
1.565000000000000000e+03,4.301058523139815293e+00,-5.448551405258594826e+00,0.000000000000000000e+00,1.523620675075778585e+01,2.005674633969698473e+00,5.109783503867613985e-03
1.566000000000000000e+03,4.301058523139815293e+00,-5.448551405258594826e+00,0.000000000000000000e+00,1.532804065206580901e+01,2.005582535890244600e+00,8.005253449368169780e-03
1.567000000000000000e+03,4.394559796479634350e+00,-5.559746331622413607e+00,0.000000000000000000e+00,1.551550923258350601e+01,2.005200765759171055e+00,6.535242014126060699e-03
1.568000000000000000e+03,4.394559796479634350e+00,-5.559746331622413607e+00,0.000000000000000000e+00,1.551526938732371086e+01,2.005260780190390779e+00,6.910250068519761639e-03
1.569000000000000000e+03,4.488061068490719840e+00,-5.559746331622413607e+00,0.000000000000000000e+00,1.570167221331814211e+01,2.005046959813733931e+00,8.988006834883956880e-03
1.570000000000000000e+03,4.581562340501806219e+00,-5.559746331622413607e+00,0.000000000000000000e+00,1.570210569321375260e+01,2.005978566469412083e+00,8.416856415524767709e-03
1.571000000000000000e+03,4.581562340501806219e+00,-5.559746331622413607e+00,0.000000000000000000e+00,1.579599130339510182e+01,2.005525717171730005e+00,8.720926958144064461e-03
1.572000000000000000e+03,4.675063612512892597e+00,-5.448551405258594826e+00,0.000000000000000000e+00,1.598169982412255763e+01,2.225925355716173115e+00,1.408786038445031079e-02
1.573000000000000000e+03,4.768564884523978087e+00,-5.448551405258594826e+00,0.000000000000000000e+00,1.603281786890903504e+01,2.251921754649758078e+00,2.473523542529367306e-02
1.574000000000000000e+03,4.862066156535063577e+00,-5.337356478894776934e+00,0.000000000000000000e+00,1.626727246976968644e+01,2.006666381466343019e+00,1.011988819653145827e-01
1.575000000000000000e+03,4.955567429874881746e+00,-5.337356478894776934e+00,0.000000000000000000e+00,1.645182976488262483e+01,2.003840911290490912e+00,2.728741833570245273e-02
1.576000000000000000e+03,5.049068701885969013e+00,-5.226161551740871047e+00,0.000000000000000000e+00,1.663742971571271667e+01,2.225297400953551552e+00,2.949013573951572015e-02
1.577000000000000000e+03,5.142569973897054503e+00,-5.226161551740871047e+00,0.000000000000000000e+00,1.673165068248206211e+01,2.226202807476457490e+00,3.643224332784482378e-02
1.578000000000000000e+03,5.236071245908140881e+00,-5.114966625377052267e+00,0.000000000000000000e+00,1.663769117429927036e+01,2.226775044638107826e+00,3.748944969164554747e-02
1.579000000000000000e+03,5.423073789930311861e+00,-5.114966625377052267e+00,0.000000000000000000e+00,1.691742549816616048e+01,2.225989582389115817e+00,4.293827661749826524e-02
1.580000000000000000e+03,5.423073789930311861e+00,-5.003771699013232599e+00,0.000000000000000000e+00,1.691747649377585105e+01,2.449105600302250885e+00,4.438593995510334983e-02
1.581000000000000000e+03,5.516575063270131807e+00,-5.003771699013232599e+00,0.000000000000000000e+00,1.710467587863625383e+01,2.558683007137643184e+00,4.917362502422487069e-02
1.582000000000000000e+03,5.703577607292302787e+00,-4.892576771859327600e+00,0.000000000000000000e+00,1.719865595931702273e+01,2.560135283666991501e+00,5.153617042285576350e-02
1.583000000000000000e+03,5.797078879303389165e+00,-4.892576771859327600e+00,0.000000000000000000e+00,1.724228424158573247e+01,2.449190410365989390e+00,5.287734352125377651e-02
1.584000000000000000e+03,5.890580151314473767e+00,-4.781381845495508820e+00,0.000000000000000000e+00,1.727961692092926427e+01,2.559011688053989708e+00,5.706134685175733717e-02
1.585000000000000000e+03,5.984081424654293713e+00,-4.781381845495508820e+00,0.000000000000000000e+00,1.732420875808253768e+01,2.559538219318671537e+00,5.825572368592343148e-02
1.586000000000000000e+03,6.077582696665379203e+00,-4.781381845495508820e+00,0.000000000000000000e+00,1.736527016767152887e+01,2.560417843175143648e+00,5.970262946876057214e-02
1.587000000000000000e+03,6.264585240687551071e+00,-4.670186919131690928e+00,0.000000000000000000e+00,1.743702339543301605e+01,2.560516048642523579e+00,6.393625209374607932e-02
1.588000000000000000e+03,6.358086512698637449e+00,-4.670186919131690928e+00,0.000000000000000000e+00,1.751366737540509888e+01,2.782805548995968437e+00,6.321317746495000445e-02
1.589000000000000000e+03,6.451587784709722051e+00,-4.558991991977784153e+00,0.000000000000000000e+00,1.760132325854958424e+01,2.782751072783677948e+00,6.124999006477084562e-02
1.590000000000000000e+03,6.638590330060627487e+00,-4.558991991977784153e+00,0.000000000000000000e+00,1.769943663167793346e+01,2.781840528907433274e+00,6.676931071090384806e-02
1.591000000000000000e+03,6.732091602071713865e+00,-4.447797065613966261e+00,0.000000000000000000e+00,1.779590969304828718e+01,2.781635330703260411e+00,6.577019272366543823e-02
1.592000000000000000e+03,6.825592874082799355e+00,-4.447797065613966261e+00,0.000000000000000000e+00,1.790086662761012803e+01,3.002911863762681488e+00,6.964673525472604709e-02
1.593000000000000000e+03,7.012595418104971223e+00,-4.336602139250147481e+00,0.000000000000000000e+00,1.801527596879341075e+01,3.003672834639883771e+00,6.764944135028870542e-02
1.594000000000000000e+03,7.106096691444789393e+00,-4.336602139250147481e+00,0.000000000000000000e+00,1.812626128955888305e+01,3.113788870987074020e+00,7.068110920585192469e-02
1.595000000000000000e+03,7.293099235466963037e+00,-4.336602139250147481e+00,0.000000000000000000e+00,1.822541131579480478e+01,3.114882586782989460e+00,7.145214342593031454e-02
1.596000000000000000e+03,7.386600507478046751e+00,-4.225407212096241594e+00,0.000000000000000000e+00,1.833313563549542735e+01,3.117150584194543050e+00,7.277279411097804795e-02
