时间(s),真实位置X(m),真实位置Y(m),真实位置Z(m),UKF估计位置X(m),UKF估计位置Y(m),UKF估计位置Z(m)
4.947000000000000000e+03,-5.349020782715444511e+03,-3.053523880585703864e+03,0.000000000000000000e+00,-5.349534258722276718e+03,-3.044334383587094635e+03,1.844495929989536237e-02
4.948000000000000000e+03,-5.349207785259466618e+03,-3.053523880585703864e+03,0.000000000000000000e+00,-5.349554173459437152e+03,-3.044331028941820477e+03,7.385334754990948575e-03
4.949000000000000000e+03,-5.349301286531476762e+03,-3.053412685659340241e+03,0.000000000000000000e+00,-5.349573013720113522e+03,-3.044328361979092733e+03,-4.034113867037072976e-03
4.950000000000000000e+03,-5.349488289076827641e+03,-3.053412685659340241e+03,0.000000000000000000e+00,-5.349590785021875490e+03,-3.044326398344543122e+03,-1.581317848805466331e-02
4.951000000000000000e+03,-5.349675291620849748e+03,-3.053412685659340241e+03,0.000000000000000000e+00,-5.351036702763698486e+03,-3.043863159029428516e+03,8.406986065203080061e-02
4.952000000000000000e+03,-5.349862294164872765e+03,-3.053301490732976163e+03,0.000000000000000000e+00,-5.351061668263253523e+03,-3.043858573378263827e+03,7.687909634086581567e-02
4.953000000000000000e+03,-5.349955795436883818e+03,-3.053301490732976163e+03,0.000000000000000000e+00,-5.351085593456213246e+03,-3.043854695374951916e+03,6.935190155213097341e-02
4.954000000000000000e+03,-5.350142797982234697e+03,-3.053190295805822643e+03,0.000000000000000000e+00,-5.351108483424864971e+03,-3.043851541128771714e+03,6.148871212476525461e-02
4.955000000000000000e+03,-5.350236299254245750e+03,-3.053190295805822643e+03,0.000000000000000000e+00,-5.351130343831111531e+03,-3.043849125587919843e+03,5.328929799959500335e-02
4.956000000000000000e+03,-5.350423301798267858e+03,-3.053079100879459020e+03,0.000000000000000000e+00,-5.351151179031941865e+03,-3.043847464918109836e+03,4.475372267699170847e-02
4.957000000000000000e+03,-5.350610304343618736e+03,-3.053079100879459020e+03,0.000000000000000000e+00,-5.351170994656975381e+03,-3.043846574275499734e+03,3.588171479247030671e-02
4.958000000000000000e+03,-5.350703805615629790e+03,-3.053079100879459020e+03,0.000000000000000000e+00,-5.351189795311063790e+03,-3.043846469906489801e+03,2.667263721714716040e-02
4.959000000000000000e+03,-5.350890808159651897e+03,-3.052967905953094942e+03,0.000000000000000000e+00,-5.351207585483698494e+03,-3.043847167951091251e+03,1.712742005224856395e-02
4.960000000000000000e+03,-5.351077810705002776e+03,-3.052967905953094942e+03,0.000000000000000000e+00,-5.351224370248422929e+03,-3.043848683563979648e+03,7.245354932255171354e-03
4.961000000000000000e+03,-5.351171311977013829e+03,-3.052856711025940967e+03,0.000000000000000000e+00,-5.352564810035565642e+03,-3.043311657196611577e+03,8.056938570865984639e-02
4.962000000000000000e+03,-5.351264813249025792e+03,-3.052856711025940967e+03,0.000000000000000000e+00,-5.352586456352670211e+03,-3.043307017902448933e+03,7.489065459156749038e-02
4.963000000000000000e+03,-5.351451815793046990e+03,-3.052745516099576889e+03,0.000000000000000000e+00,-5.352607058835877979e+03,-3.043303078699902471e+03,6.889669854257987613e-02
4.964000000000000000e+03,-5.351545317065058043e+03,-3.052745516099576889e+03,0.000000000000000000e+00,-5.352626621758838155e+03,-3.043299853909067679e+03,6.258830122990458045e-02
4.965000000000000000e+03,-5.351732319610409832e+03,-3.052634321172423370e+03,0.000000000000000000e+00,-5.352645149860287347e+03,-3.043297358528161567e+03,5.596506635332676449e-02
4.966000000000000000e+03,-5.351825820882419976e+03,-3.052634321172423370e+03,0.000000000000000000e+00,-5.352662647208380804e+03,-3.043295607101881615e+03,4.902603039911374028e-02
4.967000000000000000e+03,-5.352012823426442083e+03,-3.052634321172423370e+03,0.000000000000000000e+00,-5.352679117050200148e+03,-3.043294614269387239e+03,4.177120572134532250e-02
4.968000000000000000e+03,-5.352106324699781908e+03,-3.052523126246059746e+03,0.000000000000000000e+00,-5.352694564102119330e+03,-3.043294394605658454e+03,3.420189255793062988e-02
4.969000000000000000e+03,-5.352293327243804924e+03,-3.052523126246059746e+03,0.000000000000000000e+00,-5.352708993197647942e+03,-3.043294962852625758e+03,2.631735054961276132e-02
4.970000000000000000e+03,-5.352480329787826122e+03,-3.052411931319695668e+03,0.000000000000000000e+00,-5.352722407638768345e+03,-3.043296333873398908e+03,1.811688161277036357e-02
4.971000000000000000e+03,-5.352573831059838085e+03,-3.052411931319695668e+03,0.000000000000000000e+00,-5.354069357200121885e+03,-3.042758066525789673e+03,7.311263174618748417e-02
4.972000000000000000e+03,-5.352760833605188054e+03,-3.052300736392542149e+03,0.000000000000000000e+00,-5.354093149721127702e+03,-3.042753193606693458e+03,6.687069873136064491e-02
4.973000000000000000e+03,-5.352854334877200017e+03,-3.052300736392542149e+03,0.000000000000000000e+00,-5.354116091622374370e+03,-3.042748999539015131e+03,6.032671127900141039e-02
4.974000000000000000e+03,-5.353041337421222124e+03,-3.052189541466177616e+03,0.000000000000000000e+00,-5.354138187187636504e+03,-3.042745497606016215e+03,5.347947322757087840e-02
4.975000000000000000e+03,-5.353134838693233178e+03,-3.052189541466177616e+03,0.000000000000000000e+00,-5.354159440903738869e+03,-3.042742701408620633e+03,4.632976896480409112e-02
4.976000000000000000e+03,-5.353321841238584057e+03,-3.052078346539814447e+03,0.000000000000000000e+00,-5.354179858212824911e+03,-3.042740625002412344e+03,3.887843317507391760e-02
4.977000000000000000e+03,-5.353415342510595110e+03,-3.052078346539814447e+03,0.000000000000000000e+00,-5.354199444038324145e+03,-3.042739281713595119e+03,3.112461806619347404e-02
4.978000000000000000e+03,-5.353602345054616308e+03,-3.051967151612660473e+03,0.000000000000000000e+00,-5.354218202509520779e+03,-3.042738685047346735e+03,2.306740029519518953e-02
4.979000000000000000e+03,-5.353695846327957042e+03,-3.051967151612660473e+03,0.000000000000000000e+00,-5.354236138142638083e+03,-3.042738849411816773e+03,1.470770885657404770e-02
4.980000000000000000e+03,-5.353882848871979149e+03,-3.051967151612660473e+03,0.000000000000000000e+00,-5.354253256477371906e+03,-3.042739788166622020e+03,6.045581381451954617e-03
4.981000000000000000e+03,-5.353882848871979149e+03,-3.051855956686296395e+03,0.000000000000000000e+00,-5.355518182676491961e+03,-3.042200822798892659e+03,8.081037721964295928e-02
4.982000000000000000e+03,-5.354069851416001256e+03,-3.051855956686296395e+03,0.000000000000000000e+00,-5.355542088111793419e+03,-3.042195436399524624e+03,7.420108005637673920e-02
4.983000000000000000e+03,-5.354163352688013219e+03,-3.051744761759932771e+03,0.000000000000000000e+00,-5.355565212089059060e+03,-3.042190698502745363e+03,6.730151436059578218e-02
4.984000000000000000e+03,-5.354350355233364098e+03,-3.051744761759932771e+03,0.000000000000000000e+00,-5.355587559115221666e+03,-3.042186621565328096e+03,6.011171304690982042e-02
4.985000000000000000e+03,-5.354537357777385296e+03,-3.051633566832778342e+03,0.000000000000000000e+00,-5.355609133242720418e+03,-3.042183218337131621e+03,5.263161496673884887e-02
4.986000000000000000e+03,-5.354630859049396349e+03,-3.051633566832778342e+03,0.000000000000000000e+00,-5.355629939109490806e+03,-3.042180501379229099e+03,4.486139026133681429e-02
4.987000000000000000e+03,-5.354817861594747228e+03,-3.051522371906414719e+03,0.000000000000000000e+00,-5.355649981762748212e+03,-3.042178483413037611e+03,3.680017884568552444e-02
4.988000000000000000e+03,-5.354911362866758282e+03,-3.051522371906414719e+03,0.000000000000000000e+00,-5.355669265009750234e+03,-3.042177177191424562e+03,2.844851591234059951e-02
4.989000000000000000e+03,-5.355098365410780389e+03,-3.051411176980051550e+03,0.000000000000000000e+00,-5.355687793365257676e+03,-3.042176595177113995e+03,1.980609109466978379e-02
4.990000000000000000e+03,-5.355191866682792352e+03,-3.051411176980051550e+03,0.000000000000000000e+00,-5.355705571894795867e+03,-3.042176749705653492e+03,1.087320893046762882e-02
4.991000000000000000e+03,-5.355378869228142321e+03,-3.051299982052897121e+03,0.000000000000000000e+00,-5.356860214757384711e+03,-3.041617817889447451e+03,7.593519940389888145e-02
4.992000000000000000e+03,-5.355472370500154284e+03,-3.051299982052897121e+03,0.000000000000000000e+00,-5.356881981867754803e+03,-3.041613414261020807e+03,7.080969776276063721e-02
4.993000000000000000e+03,-5.355659373044176391e+03,-3.051188787126533498e+03,0.000000000000000000e+00,-5.356902951514643064e+03,-3.041609689932016408e+03,6.541265904739287929e-02
4.994000000000000000e+03,-5.355752874316186535e+03,-3.051188787126533498e+03,0.000000000000000000e+00,-5.356923127562153240e+03,-3.041606657231923236e+03,5.974488745902922782e-02
4.995000000000000000e+03,-5.355939876861537414e+03,-3.051077592200169420e+03,0.000000000000000000e+00,-5.356942513993424654e+03,-3.041604327923156234e+03,5.380504262625152023e-02
4.996000000000000000e+03,-5.356033378133549377e+03,-3.051077592200169420e+03,0.000000000000000000e+00,-5.356961114001634996e+03,-3.041602714081613158e+03,4.759325532585537144e-02
4.997000000000000000e+03,-5.356220380677571484e+03,-3.050966397273015446e+03,0.000000000000000000e+00,-5.356978931087425735e+03,-3.041601827921953372e+03,4.111000974278050668e-02
4.998000000000000000e+03,-5.356313881950910400e+03,-3.050966397273015446e+03,0.000000000000000000e+00,-5.356995969722502196e+03,-3.041601681486052257e+03,3.435520754436259538e-02
4.999000000000000000e+03,-5.356500884494933416e+03,-3.050855202346652277e+03,0.000000000000000000e+00,-5.357012233163099154e+03,-3.041602286625215129e+03,2.732817484970739841e-02
5.000000000000000000e+03,-5.356500884494933416e+03,-3.050855202346652277e+03,0.000000000000000000e+00,-5.357027724696905352e+03,-3.041603655827084367e+03,2.002907692088382041e-02
5.001000000000000000e+03,-5.356594385766944470e+03,-3.050744007419497848e+03,0.000000000000000000e+00,-5.358204836709002848e+03,-3.041023044085503443e+03,7.558160968878556429e-02
5.002000000000000000e+03,-5.356781388310966577e+03,-3.050744007419497848e+03,0.000000000000000000e+00,-5.358226691102740006e+03,-3.041017576806410943e+03,7.192104450262851167e-02
5.003000000000000000e+03,-5.356874889584306402e+03,-3.050632812493134224e+03,0.000000000000000000e+00,-5.358247808371757856e+03,-3.041012733599591229e+03,6.800781125742724753e-02
5.004000000000000000e+03,-5.357061892128329418e+03,-3.050632812493134224e+03,0.000000000000000000e+00,-5.358268191879957158e+03,-3.041008525214580004e+03,6.384200823735586283e-02
5.005000000000000000e+03,-5.357155393400339563e+03,-3.050521617566770146e+03,0.000000000000000000e+00,-5.358287845520648261e+03,-3.041004962502482158e+03,5.942390941720862574e-02
5.006000000000000000e+03,-5.357342395944361670e+03,-3.050521617566770146e+03,0.000000000000000000e+00,-5.358306773051164782e+03,-3.041002056289171378e+03,5.475267145110845890e-02
5.007000000000000000e+03,-5.357435897217701495e+03,-3.050410422639616172e+03,0.000000000000000000e+00,-5.358324977405278332e+03,-3.040999817625093783e+03,4.982876397388227852e-02
5.008000000000000000e+03,-5.357622899761724511e+03,-3.050410422639616172e+03,0.000000000000000000e+00,-5.358342462715827423e+03,-3.040998256705906897e+03,4.465199779339190655e-02
5.009000000000000000e+03,-5.357716401033734655e+03,-3.050299227713253003e+03,0.000000000000000000e+00,-5.358359232356251596e+03,-3.040997385042221140e+03,3.922284354631300207e-02
5.010000000000000000e+03,-5.357903403579086444e+03,-3.050299227713253003e+03,0.000000000000000000e+00,-5.358375290046944428e+03,-3.040997213031596402e+03,3.353984968515254239e-02
5.011000000000000000e+03,-5.357996904851097497e+03,-3.050188032786888925e+03,0.000000000000000000e+00,-5.359477808201761036e+03,-3.040447423593673193e+03,7.535476874216873178e-02
5.012000000000000000e+03,-5.358090406123107641e+03,-3.050188032786888925e+03,0.000000000000000000e+00,-5.359498878622493066e+03,-3.040442343754368267e+03,7.114226031679388162e-02
5.013000000000000000e+03,-5.358277408667129748e+03,-3.050076837859734951e+03,0.000000000000000000e+00,-5.359519233399223594e+03,-3.040437889593446016e+03,6.668583684006781920e-02
5.014000000000000000e+03,-5.358370909939141711e+03,-3.050076837859734951e+03,0.000000000000000000e+00,-5.359538875580044987e+03,-3.040434071169634990e+03,6.198463144376845091e-02
5.015000000000000000e+03,-5.358557912484492590e+03,-3.049965642933370873e+03,0.000000000000000000e+00,-5.359557807572047750e+03,-3.040430898758140756e+03,5.703921456743418772e-02
5.016000000000000000e+03,-5.358651413756502734e+03,-3.049965642933370873e+03,0.000000000000000000e+00,-5.359576033002642362e+03,-3.040428382530877570e+03,5.185063173285400784e-02
5.017000000000000000e+03,-5.358838416300524841e+03,-3.049854448007007250e+03,0.000000000000000000e+00,-5.359593555538020155e+03,-3.040426532707393562e+03,4.641758471124127206e-02
5.018000000000000000e+03,-5.358931917572535895e+03,-3.049854448007007250e+03,0.000000000000000000e+00,-5.359610377520028123e+03,-3.040425359695704174e+03,4.073941771372144305e-02
5.019000000000000000e+03,-5.359025418845875720e+03,-3.049854448007007250e+03,0.000000000000000000e+00,-5.359626501547878433e+03,-3.040424873213423780e+03,3.481694479122537933e-02
5.020000000000000000e+03,-5.359118920117886773e+03,-3.049743253079853730e+03,0.000000000000000000e+00,-5.359641931659243710e+03,-3.040425083991500287e+03,2.865101901810043761e-02
5.021000000000000000e+03,-5.359212421389897827e+03,-3.049632058153489652e+03,0.000000000000000000e+00,-5.360774622012941109e+03,-3.039854798452216073e+03,7.956319961165728150e-02
5.022000000000000000e+03,-5.359399423933920843e+03,-3.049632058153489652e+03,0.000000000000000000e+00,-5.360797161470403807e+03,-3.039847951202198601e+03,7.522703333703711914e-02
5.023000000000000000e+03,-5.359492925207260669e+03,-3.049632058153489652e+03,0.000000000000000000e+00,-5.360819070758174348e+03,-3.039841650381882573e+03,7.065767533207106821e-02
5.024000000000000000e+03,-5.359586426479270813e+03,-3.049520863227125119e+03,0.000000000000000000e+00,-5.360840353473166033e+03,-3.039835905995931171e+03,6.585649513878824579e-02
5.025000000000000000e+03,-5.359773429023293829e+03,-3.049409668299972509e+03,0.000000000000000000e+00,-5.360861013059315155e+03,-3.039830726351025078e+03,6.082186653248261576e-02
5.026000000000000000e+03,-5.359866930295304883e+03,-3.049409668299972509e+03,0.000000000000000000e+00,-5.360881051793392544e+03,-3.039826119451125123e+03,5.555240887050322263e-02
5.027000000000000000e+03,-5.360053932840655762e+03,-3.049409668299972509e+03,0.000000000000000000e+00,-5.360900473163335846e+03,-3.039822095814244676e+03,5.005059095830327598e-02
5.028000000000000000e+03,-5.360147434112666815e+03,-3.049298473373607976e+03,0.000000000000000000e+00,-5.360919281102731475e+03,-3.039818664262804305e+03,4.431611680806574194e-02
5.029000000000000000e+03,-5.360334436656688922e+03,-3.049187278446453547e+03,0.000000000000000000e+00,-5.360937477798161126e+03,-3.039815832734784635e+03,3.834763558929532579e-02
5.030000000000000000e+03,-5.360427937928699976e+03,-3.049187278446453547e+03,0.000000000000000000e+00,-5.360955066291695402e+03,-3.039813610868492106e+03,3.214526335658487999e-02
5.031000000000000000e+03,-5.360614940474050854e+03,-3.049187278446453547e+03,0.000000000000000000e+00,-5.362042327679753726e+03,-3.039250633110139916e+03,6.963800024531566213e-02
5.032000000000000000e+03,-5.360708441746061908e+03,-3.049076083520090378e+03,0.000000000000000000e+00,-5.362064566714732791e+03,-3.039241097545342200e+03,6.512278891500533629e-02
5.033000000000000000e+03,-5.360895444290084924e+03,-3.049076083520090378e+03,0.000000000000000000e+00,-5.362086175871630985e+03,-3.039232011795631479e+03,6.038416633247151166e-02
5.034000000000000000e+03,-5.360988945562095068e+03,-3.048964888593726755e+03,0.000000000000000000e+00,-5.362107158468519629e+03,-3.039223384958759198e+03,5.542192352958003054e-02
5.035000000000000000e+03,-5.361082446835434894e+03,-3.048964888593726755e+03,0.000000000000000000e+00,-5.362127516702435969e+03,-3.039215224645962735e+03,5.023545056296754852e-02
5.036000000000000000e+03,-5.361269449379457001e+03,-3.048853693666572326e+03,0.000000000000000000e+00,-5.362147251739050262e+03,-3.039207537831243826e+03,4.482569744810735446e-02
5.037000000000000000e+03,-5.361362950651468054e+03,-3.048853693666572326e+03,0.000000000000000000e+00,-5.362166367233672645e+03,-3.039200333085640523e+03,3.919358985923943051e-02
5.038000000000000000e+03,-5.361456451923480017e+03,-3.048742498740208703e+03,0.000000000000000000e+00,-5.362184866813367989e+03,-3.039193618781679106e+03,3.333719549404356997e-02
5.039000000000000000e+03,-5.361643454468829987e+03,-3.048742498740208703e+03,0.000000000000000000e+00,-5.362202750744108926e+03,-3.039187401973566011e+03,2.725529015580421821e-02
5.040000000000000000e+03,-5.361736955740841040e+03,-3.048631303813844625e+03,0.000000000000000000e+00,-5.362220021240082133e+03,-3.039181690431380048e+03,2.095121877872689609e-02
5.041000000000000000e+03,-5.361830457012853003e+03,-3.048631303813844625e+03,0.000000000000000000e+00,-5.363315216508965023e+03,-3.038697500005412167e+03,8.049600972827150591e-02
5.042000000000000000e+03,-5.362017459556874201e+03,-3.048520108886691105e+03,0.000000000000000000e+00,-5.363338679705469985e+03,-3.038690350547520211e+03,7.649012528166954095e-02
5.043000000000000000e+03,-5.362204462102225989e+03,-3.048520108886691105e+03,0.000000000000000000e+00,-5.363361560417622968e+03,-3.038683748572379045e+03,7.227111198507776835e-02
5.044000000000000000e+03,-5.362297963374236133e+03,-3.048520108886691105e+03,0.000000000000000000e+00,-5.363383862863443937e+03,-3.038677703037623360e+03,6.784254110686133155e-02
5.045000000000000000e+03,-5.362391464646248096e+03,-3.048408913960327027e+03,0.000000000000000000e+00,-5.363405591080150771e+03,-3.038672222154045812e+03,6.320334328111174016e-02
5.046000000000000000e+03,-5.362578467190270203e+03,-3.048297719033963403e+03,0.000000000000000000e+00,-5.363426745627333730e+03,-3.038667313119138271e+03,5.834977876381006179e-02
5.047000000000000000e+03,-5.362765469735621082e+03,-3.048297719033963403e+03,0.000000000000000000e+00,-5.363447327956571826e+03,-3.038662983825199262e+03,5.328383985667425882e-02
5.048000000000000000e+03,-5.362858971007632135e+03,-3.048297719033963403e+03,0.000000000000000000e+00,-5.363467342557880329e+03,-3.038659243768557644e+03,4.800842153325060591e-02
5.049000000000000000e+03,-5.362952472279643189e+03,-3.048186524106809884e+03,0.000000000000000000e+00,-5.363486792101179162e+03,-3.038656099776342671e+03,4.252098114468422230e-02
5.050000000000000000e+03,-5.363139474823664386e+03,-3.048075329180445351e+03,0.000000000000000000e+00,-5.363505676978420524e+03,-3.038653559726910316e+03,3.681932311792464330e-02
5.051000000000000000e+03,-5.363232976097005121e+03,-3.048075329180445351e+03,0.000000000000000000e+00,-5.364619911610578129e+03,-3.038124329618277443e+03,6.405403739735637814e-02
5.052000000000000000e+03,-5.363326477369015265e+03,-3.047964134254082182e+03,0.000000000000000000e+00,-5.364644737219179660e+03,-3.038116721211239565e+03,6.083715370468864569e-02
5.053000000000000000e+03,-5.363513479913037372e+03,-3.047964134254082182e+03,0.000000000000000000e+00,-5.364669012890721206e+03,-3.038109630516701145e+03,5.742113503400378405e-02
5.054000000000000000e+03,-5.363700482458389160e+03,-3.047852939326927753e+03,0.000000000000000000e+00,-5.364692740425522061e+03,-3.038103065357385276e+03,5.380547328701093535e-02
5.055000000000000000e+03,-5.363793983730400214e+03,-3.047852939326927753e+03,0.000000000000000000e+00,-5.364715922287017747e+03,-3.038097034251944933e+03,4.999106018396615170e-02
5.056000000000000000e+03,-5.363887485002412177e+03,-3.047741744400564130e+03,0.000000000000000000e+00,-5.364738560136400338e+03,-3.038091543825363260e+03,4.597839475535370202e-02
5.057000000000000000e+03,-5.363980986274422321e+03,-3.047630549474200052e+03,0.000000000000000000e+00,-5.364760656038455636e+03,-3.038086601161783619e+03,4.176690321094489455e-02
5.058000000000000000e+03,-5.364074487546433375e+03,-3.047630549474200052e+03,0.000000000000000000e+00,-5.364782212505921052e+03,-3.038082214375259355e+03,3.735611033730253105e-02
5.059000000000000000e+03,-5.364261490091785163e+03,-3.047519354547046078e+03,0.000000000000000000e+00,-5.364803231223024341e+03,-3.038078391191334958e+03,3.274570267903914589e-02
5.060000000000000000e+03,-5.364354991363795307e+03,-3.047519354547046078e+03,0.000000000000000000e+00,-5.364823713200854399e+03,-3.038075138294487260e+03,2.793646597659839304e-02
5.061000000000000000e+03,-5.364541993907817414e+03,-3.047408159620682000e+03,0.000000000000000000e+00,-5.365989674147226651e+03,-3.037497204788567160e+03,8.851399420805992901e-02
5.062000000000000000e+03,-5.364635495179828467e+03,-3.047408159620682000e+03,0.000000000000000000e+00,-5.366016172963609279e+03,-3.037489657233811158e+03,8.722468651221199076e-02
5.063000000000000000e+03,-5.364822497725180256e+03,-3.047296964693528480e+03,0.000000000000000000e+00,-5.366042137909913436e+03,-3.037482633861873182e+03,8.575244394283537686e-02
5.064000000000000000e+03,-5.364915998997190400e+03,-3.047296964693528480e+03,0.000000000000000000e+00,-5.366067569984130387e+03,-3.037476141624514639e+03,8.409947020034952425e-02
5.065000000000000000e+03,-5.365009500269202363e+03,-3.047185769767164857e+03,0.000000000000000000e+00,-5.366092472672589793e+03,-3.037470188221757780e+03,8.226614148419808537e-02
5.066000000000000000e+03,-5.365196502813224470e+03,-3.047074574840800778e+03,0.000000000000000000e+00,-5.366116847295474145e+03,-3.037464780603075269e+03,8.025014905125582576e-02
5.067000000000000000e+03,-5.365383505358574439e+03,-3.047074574840800778e+03,0.000000000000000000e+00,-5.366140693793618993e+03,-3.037459925404074966e+03,7.805099701089790454e-02
5.068000000000000000e+03,-5.365477006630585493e+03,-3.046963379913647259e+03,0.000000000000000000e+00,-5.366164014537385810e+03,-3.037455630081754862e+03,7.567155492121263594e-02
5.069000000000000000e+03,-5.365570507902597456e+03,-3.046963379913647259e+03,0.000000000000000000e+00,-5.366186812643882149e+03,-3.037451902020738999e+03,7.311123711227549005e-02
5.070000000000000000e+03,-5.365757510446619563e+03,-3.046852184987282726e+03,0.000000000000000000e+00,-5.366209088563569821e+03,-3.037448747841377553e+03,7.036745500345648052e-02
5.071000000000000000e+03,-5.365944512991970441e+03,-3.046740990060919557e+03,0.000000000000000000e+00,-5.367289335247172858e+03,-3.036927846865001356e+03,7.928028976395840033e-02
5.072000000000000000e+03,-5.366038014263981495e+03,-3.046740990060919557e+03,0.000000000000000000e+00,-5.367314182785328740e+03,-3.036918814696578920e+03,7.740966749455857610e-02
5.073000000000000000e+03,-5.366131515535992548e+03,-3.046629795133765583e+03,0.000000000000000000e+00,-5.367338402274337568e+03,-3.036910237143192717e+03,7.536272802720977992e-02
5.074000000000000000e+03,-5.366318518081343427e+03,-3.046518600207401505e+03,0.000000000000000000e+00,-5.367361992777809064e+03,-3.036902120142261992e+03,7.313781506327490800e-02
5.075000000000000000e+03,-5.366505520625365534e+03,-3.046518600207401505e+03,0.000000000000000000e+00,-5.367384954802775610e+03,-3.036894470170074783e+03,7.073652920895134866e-02
5.076000000000000000e+03,-5.366505520625365534e+03,-3.046518600207401505e+03,0.000000000000000000e+00,-5.367407289881644829e+03,-3.036887293738742301e+03,6.815961802116607404e-02
5.077000000000000000e+03,-5.366692523169387641e+03,-3.046407405281037882e+03,0.000000000000000000e+00,-5.367428997916351364e+03,-3.036880596404733296e+03,6.540558811695018626e-02
5.078000000000000000e+03,-5.366786024441399604e+03,-3.046296210353883453e+03,0.000000000000000000e+00,-5.367450078626963659e+03,-3.036874384752121841e+03,6.247410747149687027e-02
5.079000000000000000e+03,-5.366973026986749574e+03,-3.046296210353883453e+03,0.000000000000000000e+00,-5.367470533059946320e+03,-3.036868665302541558e+03,5.936643061164259549e-02
5.080000000000000000e+03,-5.367066528258760627e+03,-3.046185015427520284e+03,0.000000000000000000e+00,-5.367490361801323161e+03,-3.036863443924799867e+03,5.608194503751715021e-02
5.081000000000000000e+03,-5.367253530802782734e+03,-3.046073820501156661e+03,0.000000000000000000e+00,-5.368624868687165872e+03,-3.036304383770454933e+03,9.777318038493829078e-02
5.082000000000000000e+03,-5.367347032074792878e+03,-3.045962625574002232e+03,0.000000000000000000e+00,-5.368648553989973152e+03,-3.036294912596615177e+03,9.561248747399059278e-02
5.083000000000000000e+03,-5.367534034620143757e+03,-3.045962625574002232e+03,0.000000000000000000e+00,-5.368671544667937269e+03,-3.036285892395904739e+03,9.328187354713429746e-02
5.084000000000000000e+03,-5.367627535892155720e+03,-3.045851430647638608e+03,0.000000000000000000e+00,-5.368693840319487208e+03,-3.036277328167512678e+03,9.077998274196835693e-02
5.085000000000000000e+03,-5.367814538436177827e+03,-3.045851430647638608e+03,0.000000000000000000e+00,-5.368715440042335103e+03,-3.036269226142592743e+03,8.810763207055594126e-02
5.086000000000000000e+03,-5.367908039709518562e+03,-3.045740235720484179e+03,0.000000000000000000e+00,-5.368736343900473003e+03,-3.036261592350654610e+03,8.526510607630455318e-02
5.087000000000000000e+03,-5.368095042253540669e+03,-3.045629040794121011e+03,0.000000000000000000e+00,-5.368756551487429533e+03,-3.036254432667432411e+03,8.225111842836480003e-02
5.088000000000000000e+03,-5.368188543525550813e+03,-3.045629040794121011e+03,0.000000000000000000e+00,-5.368776061498276249e+03,-3.036247752487293837e+03,7.906607809519672347e-02
5.089000000000000000e+03,-5.368375546069572920e+03,-3.045517845867757387e+03,0.000000000000000000e+00,-5.368794873738323076e+03,-3.036241558177274783e+03,7.571083453487520432e-02
5.090000000000000000e+03,-5.368469047342913655e+03,-3.045406650940602958e+03,0.000000000000000000e+00,-5.368812988766258059e+03,-3.036235855531060224e+03,7.218478986227408467e-02
5.091000000000000000e+03,-5.368656049886934852e+03,-3.045406650940602958e+03,0.000000000000000000e+00,-5.370017906254288391e+03,-3.035687637667619128e+03,9.336550205767207844e-02
5.092000000000000000e+03,-5.368843052430956959e+03,-3.045295456014239790e+03,0.000000000000000000e+00,-5.370041757012095331e+03,-3.035677492731212624e+03,9.078084325796087484e-02
5.093000000000000000e+03,-5.368936553702968922e+03,-3.045295456014239790e+03,0.000000000000000000e+00,-5.370064897015348834e+03,-3.035667781851348991e+03,8.803166941992235373e-02
5.094000000000000000e+03,-5.369123556248318891e+03,-3.045184261087875257e+03,0.000000000000000000e+00,-5.370087324641168379e+03,-3.035658510715107695e+03,8.511762564399849573e-02
5.095000000000000000e+03,-5.369217057520330854e+03,-3.045073066160721282e+03,0.000000000000000000e+00,-5.370109038742051780e+03,-3.035649683614326932e+03,8.203720230456529316e-02
5.096000000000000000e+03,-5.369310558792341908e+03,-3.045073066160721282e+03,0.000000000000000000e+00,-5.370130038317536673e+03,-3.035641307173964378e+03,7.879159414475012113e-02
5.097000000000000000e+03,-5.369497561337691877e+03,-3.044961871234358114e+03,0.000000000000000000e+00,-5.370150322505796794e+03,-3.035633387349502300e+03,7.538150297634643726e-02
5.098000000000000000e+03,-5.369591062609703840e+03,-3.044850676307994036e+03,0.000000000000000000e+00,-5.370169890121982462e+03,-3.035625928065843254e+03,7.180540578085528591e-02
5.099000000000000000e+03,-5.369778065153725947e+03,-3.044850676307994036e+03,0.000000000000000000e+00,-5.370188740423636773e+03,-3.035618935719528963e+03,6.806365207510942095e-02
5.100000000000000000e+03,-5.369965067697748054e+03,-3.044739481380840061e+03,0.000000000000000000e+00,-5.370206872526017833e+03,-3.035612416266701985e+03,6.415675660771061328e-02
5.101000000000000000e+03,-5.370058568971087880e+03,-3.044739481380840061e+03,0.000000000000000000e+00,-5.371474017283201647e+03,-3.035037317275910937e+03,9.360564035469966238e-02
5.102000000000000000e+03,-5.370245571515109987e+03,-3.044628286454475983e+03,0.000000000000000000e+00,-5.371500187735531654e+03,-3.035026536110699453e+03,9.079924304958753023e-02
5.103000000000000000e+03,-5.370432574059132094e+03,-3.044517091528112360e+03,0.000000000000000000e+00,-5.371525698181143525e+03,-3.035016182957813726e+03,8.783429342450826960e-02
5.104000000000000000e+03,-5.370526075332471919e+03,-3.044517091528112360e+03,0.000000000000000000e+00,-5.371550546657566883e+03,-3.035006262132619668e+03,8.470972302602597370e-02
